ticker,status,error
005930.KS,ok,
009150.KS,ok,
091160.KS,ok,
091230.KS,ok,
233160.KS,ok,
233740.KS,ok,
267770.KS,ok,
395160.KS,ok,
396500.KS,ok,
469150.KS,ok,
471760.KS,ok,
471990.KS,ok,
475310.KS,ok,
488080.KS,ok,
494310.KS,ok,
