ticker,premarket,source
BATL,17.07,auto
BNO,39.38,auto
DEC,14.57,manual
FANG,175.66,manual
FLNG,29.47,manual
GLNG,46.62,auto
KTB,78.05,auto
LWLG,5.6,manual
PARR,49.49,auto
RCAT,14.73,manual
SRRK,47.4,auto
TGT,120.08,manual
TTE,76.92,manual
UCO,29.24,auto
USO,91.85,auto
UUP,27.41,manual
VG,11.16,manual
WDS,21.92,manual
ZD,42.22,auto
