ticker,premarket,source
BATL,18.57,manual
BNO,38.9,manual
GLNG,46.65,manual
KTB,78.05,auto
PARR,49.68,manual
RCAT,14.7098,auto
SRRK,47.4,auto
TTE,76.92,manual
UCO,29.14,manual
USO,91.56,manual
ZD,42.98,manual
