ticker,status,last_close,sma50,sma200,avgvol50,last_vol,relvol_proxy,reasons,market_cap,n_days
AEM,fail,234.52000427246094,203.77840087890624,159.17,2795142.0,3601000.0,1.2883066405928572,relvol<min,,
APA,PASS,31.850000381469727,26.454200019836424,22.860250005722047,6501042.0,12686000.0,1.9513794865500023,,11395498887.0,
ASTS,fail,92.68000030517578,93.16039993286132,63.46477480888367,16231002.0,21676200.0,1.3354813214858823,"relvol<min,below_sma50",,
AUX,insufficient_history,,,,,,,,,0.0
BATL,PASS,27.68000030517578,3.041500005722046,1.7093250006437302,12183412.0,67494300.0,5.539852054580441,,455517668.0,
BBH,fail,192.3300018310547,194.75439971923828,174.84674919128418,7190.0,11700.0,1.627260083449235,"avgvol50<min,below_sma50",,
BDH,insufficient_history,,,,,,,,,0.0
BHH,insufficient_history,,,,,,,,,0.0
BIX,insufficient_history,,,,,,,,,0.0
BNAL,insufficient_history,,,,,,,,,0.0
BNO,PASS,38.61000061035156,31.13960018157959,29.93330009460449,1182998.0,7063700.0,5.97101601186139,,,
BOIL,fail,18.59000015258789,21.58759998321533,33.39199999809265,14772168.0,23061700.0,1.5611587953779025,"below_sma50,below_sma200",,
BTK,insufficient_history,,,,,,,,,0.0
BZ=F,fail,83.44000244140625,66.98259986877441,66.46559984207153,52857.54,37330.0,0.7062379369149605,"avgvol50<min,relvol<min",,
CCJ,fail,117.79000091552734,112.09319976806641,87.27384990692138,4189784.0,5514000.0,1.316058297993405,relvol<min,,
CF,PASS,106.30000305175781,88.95559997558594,87.94930000305176,2499882.0,5440200.0,2.176182715824187,,16580105133.0,
CHRD,PASS,112.33999633789062,97.44920013427735,98.57115009307861,814292.0,1251100.0,1.5364267363550177,,6432374968.0,
CL=F,fail,76.4000015258789,62.29819969177246,62.8153998374939,325897.4,140836.0,0.43214827734127365,"avgvol50<min,relvol<min",,
CNQ,fail,44.130001068115234,36.84219993591309,33.04119996070862,9155724.0,9469700.0,1.0342928642235174,relvol<min,,
CNR,PASS,92.01000213623047,91.73640014648437,81.05144985198974,763740.0,1862100.0,2.438133396181947,,4714543836.0,
COP,PASS,118.5199966430664,102.21019973754883,94.49010013580322,8564950.0,17351200.0,2.025837862451036,,144871632191.0,
CRAK,fail,45.720001220703125,41.44354011535645,37.0200350856781,62962.0,87500.0,1.3897271370032718,"avgvol50<min,relvol<min",,
CVE,PASS,22.3700008392334,19.279999923706054,16.75489995956421,13570140.0,27329800.0,2.01396595760987,,42204156122.0,
CVX,fail,188.77000427246094,169.95559967041015,155.95179992675781,11182402.0,13987800.0,1.2508761534418098,relvol<min,,
CWX,insufficient_history,,,,,,,,,0.0
DEC,PASS,14.520000457763672,13.47640001296997,14.239700021743774,602986.0,1356500.0,2.249637636694716,,1118707185.0,
DIG,fail,56.65999984741211,44.89900024414062,37.4629501247406,57866.0,171500.0,2.9637438219334324,avgvol50<min,,
DRG,insufficient_history,,,,,,,,,0.0
EOG,PASS,128.00999450683594,111.72899948120117,113.8418996810913,4919650.0,8145600.0,1.655727541593406,,69458025627.0,
EQNR,PASS,31.25,26.032800064086913,24.916550045013427,5207322.0,11775400.0,2.2613158932748925,,77964502875.0,
ERX,fail,87.75,69.5028002166748,57.91705007553101,427438.0,1485400.0,3.4751238776149993,avgvol50<min,,
ES=F,fail,6830.0,6931.70080078125,6601.531350097656,1412233.72,219517.0,0.15543956845896584,"relvol<min,below_sma50",,
FANG,PASS,177.52999877929688,158.80340118408202,147.73355026245116,2214050.0,5506800.0,2.4872067026489915,,50866892081.0,
FCX,fail,65.56999969482422,59.69019966125488,46.667599792480466,20225282.0,25554800.0,1.2635077226611724,relvol<min,,
FLNG,fail,29.260000228881836,26.266399955749513,25.25239998817444,458174.0,1373200.0,2.9971146333052507,avgvol50<min,,
FPP,insufficient_history,,,,,,,,,0.0
GAX,insufficient_history,,,,,,,,,0.0
GC=F,fail,5198.7001953125,4814.933984375,3962.804490966797,4775.14,51202.0,10.722617556762733,avgvol50<min,,
GHA,insufficient_history,,,,,,,,,0.0
GIN,insufficient_history,,,,,,,,,0.0
GIP,insufficient_history,,,,,,,,,0.0
GOX,insufficient_history,,,,,,,,,0.0
GSM,fail,5.010000228881836,4.964800004959106,4.469250011444092,1191420.0,1415300.0,1.1879102247737994,relvol<min,,
GSO,insufficient_history,,,,,,,,,0.0
GSV,insufficient_history,,,,,,,,,0.0
GTE,FAIL_MCAP_LOW,6.579999923706055,5.158200011253357,4.5931500053405765,618822.0,1104400.0,1.7846812168927413,mcap<min,232246058.0,
GUSH,PASS,33.91999816894531,25.82520000457764,24.01460000991821,1296198.0,3894700.0,3.004710700062799,,,
HAFN,PASS,7.800000190734863,6.15039999961853,5.849999976158142,1285132.0,3693600.0,2.8741016487022346,,3910427861.0,
HAL,fail,35.2599983215332,32.698000030517576,25.67945002555847,13193288.0,14534200.0,1.101635922751023,relvol<min,,
HCX,insufficient_history,,,,,,,,,0.0
HHH,fail,71.69999694824219,79.96279998779296,77.24509990692138,414684.0,459800.0,1.1087960953400662,"avgvol50<min,relvol<min,below_sma50,below_sma200",,
IAH,insufficient_history,,,,,,,,,0.0
IDU,fail,119.25,111.51339965820313,109.43114978790283,173882.0,112800.0,0.6487157957695449,"avgvol50<min,relvol<min",,
IDYA,PASS,34.310001373291016,33.99300006866455,28.095750007629395,913742.0,1960600.0,2.145682260419243,,3012899386.0,
IH,fail,1.75,1.9298200058937072,2.483445001244545,13430.0,2100.0,0.1563663440059568,"price<min,avgvol50<min,relvol<min,below_sma50,below_sma200",,
INDS,fail,40.41999816894531,38.85801208496094,37.63315601348877,13371.5,15546.0,1.1626219945406275,"avgvol50<min,relvol<min",,
INGM,fail,24.40999984741211,21.420000038146974,20.868549966812132,487954.0,3994400.0,8.186017534439722,avgvol50<min,,
INX,insufficient_history,,,,,,,,,0.0
IUX,insufficient_history,,,,,,,,,0.0
IXF,insufficient_history,,,,,,,,,0.0
IYD,insufficient_history,,,,,,,,,0.0
IYE,PASS,59.70000076293945,52.85540008544922,48.095650081634524,1595494.0,5624100.0,3.524989752390169,,1244744960.0,
IYG,fail,85.55000305175781,90.73780029296876,87.97149997711182,105354.0,111000.0,1.0535907511817302,"avgvol50<min,relvol<min,below_sma50,below_sma200",,
IYH,fail,65.36000061035156,65.6665998840332,60.550149974823,802364.0,1239400.0,1.5446854544820057,below_sma50,,
IYM,fail,183.3699951171875,172.0207989501953,151.3617497253418,151974.0,133800.0,0.8804137549844052,"avgvol50<min,relvol<min",,
IYR,PASS,100.95999908447266,96.82800033569336,95.92800003051758,7452422.0,12429500.0,1.6678470435517474,,4982375936.0,
IYV,insufficient_history,,,,,,,,,0.0
IYW,fail,188.91000366210938,197.20559844970703,188.0818994140625,1142036.0,3764100.0,3.2959556441303075,below_sma50,,
IYZ,fail,39.720001220703125,35.934599990844724,32.2165999507904,1635944.0,1555000.0,0.9505215337444314,relvol<min,,
JETS,fail,27.43000030517578,28.945800056457518,25.786849994659423,4152720.0,5398600.0,1.3000154115856595,"relvol<min,below_sma50",,
KOS,fail,2.569999933242798,1.4183999991416931,1.6238000079989434,20381208.0,37524200.0,1.8411175628058944,price<min,,
KTB,PASS,78.18000030517578,63.23799995422363,70.15995002746583,807970.0,2907200.0,3.598153396784534,,4346308603.0,
LNG,PASS,246.07000732421875,208.71859954833985,222.55925003051757,1945112.0,5111800.0,2.6280234762831136,,54078338960.0,
LWLG,PASS,5.25,3.758000020980835,3.2232000097632407,1953170.0,4503500.0,2.305738875776302,,763510781.0,
MPC,fail,211.97999572753906,183.13320037841797,179.72234985351562,2371022.0,2758700.0,1.1635067072342644,relvol<min,,
NG=F,fail,3.063999891281128,3.744059991836548,3.5770649921894075,180636.32,15824.0,0.08760143032143258,"price<min,avgvol50<min,relvol<min,below_sma50,below_sma200",,
NPT,insufficient_history,,,,,,,,,90.0
NQ=F,fail,24777.5,25422.99578125,24276.9975,531948.52,108265.0,0.20352533361686953,"relvol<min,below_sma50",,
NWX,insufficient_history,,,,,,,,,0.0
OIH,PASS,384.55999755859375,341.6265997314453,277.40554946899414,687960.0,1326400.0,1.9280190708762137,,,
OSX,insufficient_history,,,,,,,,,0.0
PPH,fail,108.58000183105469,107.00859970092773,94.90504985809326,435554.0,584800.0,1.34265785643112,"avgvol50<min,relvol<min",,
PSX,fail,159.77999877929688,144.50099975585937,132.7548501586914,2495816.0,2919300.0,1.1696775723851438,relvol<min,,
RB=F,fail,2.520699977874756,1.8913019895553589,1.9865929991006852,44614.34,15968.0,0.35791182834936036,"price<min,avgvol50<min,relvol<min",,
RCAT,PASS,14.699999809265137,12.184599962234497,9.851849994659425,13101106.0,36947800.0,2.820204645317731,,1754755720.0,
RLX,fail,2.2799999713897705,2.328999972343445,2.332299996614456,2276770.0,3412300.0,1.4987460305608384,"price<min,relvol<min,below_sma50,below_sma200",,
RMS,insufficient_history,,,,,,,,,0.0
SCCO,fail,206.22999572753906,181.8754409790039,127.83864105224609,2090775.8,2467000.0,1.1799447841322823,relvol<min,,
SEM,PASS,16.260000228881836,15.267399940490723,14.270700006484985,1045896.0,10669700.0,10.201492308986744,,2016519554.0,
SHEL,PASS,82.33000183105469,75.94560012817382,72.99355007171631,5113064.0,10646259.0,2.0821681481006302,,234207351353.0,
SLB,fail,48.58000183105469,46.75700035095215,38.044350175857545,18784142.0,22654500.0,1.206043906610161,relvol<min,,
SMH,fail,391.05999755859375,393.4346008300781,328.73639976501465,7385182.0,13758800.0,1.8630278847562591,below_sma50,,
SOX,insufficient_history,,,,,,,,,0.0
SRRK,fail,44.310001373291016,45.23,37.50265014648438,993456.0,2441300.0,2.4573811019310368,below_sma50,,
SU,PASS,57.13999938964844,50.62080001831055,42.853900032043455,4987870.0,17432500.0,3.4949788186139576,,69112094112.0,
TDW,PASS,87.66999816894531,62.752200012207034,54.637200050354004,758260.0,2147300.0,2.831878247566798,,4345201883.0,
TGT,PASS,120.80000305175781,107.9802000427246,98.56589992523193,6872682.0,15680100.0,2.2815110607474636,,54891418585.0,
TRX,fail,1.75,1.3548000049591065,0.7146000026166439,7521126.0,7389700.0,0.9825257547872486,"price<min,relvol<min",,
TTE,PASS,78.33999633789062,70.98459968566894,64.11244998931885,1441314.0,2535400.0,1.7590892754805685,,166386318300.0,
TTH,insufficient_history,,,,,,,,,0.0
TXX,insufficient_history,,,,,,,,,0.0
UCO,PASS,28.690000534057617,22.02339988708496,22.223199977874756,3877096.0,19772100.0,5.0997189649160095,,,
USO,PASS,90.19999694824219,74.89440032958984,73.38379989624023,8811854.0,50197100.0,5.696542407534214,,10742819840.0,
UTH,insufficient_history,,,,,,,,,0.0
UTY,insufficient_history,,,,,,,,,0.0
UUP,fail,27.459999084472656,27.087000045776367,27.482199964523314,1270960.0,3235500.0,2.5457134764272675,below_sma200,,
UYM,fail,31.59000015258789,29.30379997253418,25.275850009918212,26970.0,138800.0,5.146459028550241,avgvol50<min,,
VG,PASS,11.460000038146973,8.633600025177001,11.302450003623962,13062080.0,50673100.0,3.8794051177147897,,28055347523.0,
VGSIX,fail,31.700000762939453,30.372200164794922,30.075500001907347,0.0,0.0,,avgvol50<min,,
VLO,PASS,217.7100067138672,186.7824008178711,161.83985004425048,3326074.0,5392400.0,1.6212507599049208,,67631993489.0,
WDS,PASS,21.520000457763672,17.259999923706054,16.32114996433258,1011308.0,1530100.0,1.5129910966787565,,40911675947.0,
XAL,insufficient_history,,,,,,,,,0.0
XAU,insufficient_history,,,,,,,,,0.0
XBD,insufficient_history,,,,,,,,,0.0
XCI,insufficient_history,,,,,,,,,0.0
XLB,PASS,51.939998626708984,49.695,45.73927501678467,16276190.0,27307400.0,1.6777513656451541,,3735716608.0,
XLE,PASS,56.52000045776367,49.93579971313476,45.295899868011475,51218158.0,154712700.0,3.0206611491182485,,10536684544.0,
XLK,fail,137.5,143.33199981689452,136.3812251663208,18380034.0,34144600.0,1.8577005896724674,below_sma50,,
XLU,PASS,47.06999969482422,43.95300010681152,43.068425025939945,26223358.0,60935800.0,2.323722232675159,,7685306880.0,
XNG,insufficient_history,,,,,,,,,0.0
XOI,insufficient_history,,,,,,,,,0.0
XOP,PASS,158.99000549316406,137.4552001953125,130.9453500366211,4107456.0,9488500.0,2.310067350691036,,11208795136.0,
XTC,insufficient_history,,,,,,,,,0.0
ZD,PASS,41.47999954223633,34.45980007171631,34.341700048446654,905746.0,10598500.0,11.701404146416325,,1638662113.0,
^TNX,fail,4.056000232696533,4.155820007324219,4.208779996633529,0.0,0.0,,"price<min,avgvol50<min,below_sma50,below_sma200",,
^VIX,fail,23.68000030517578,17.374000053405762,17.349500041007996,0.0,0.0,,avgvol50<min,,
