ticker,premarket,source
BATL,16.25,manual
BNO,39.02,manual
GLNG,46.8,manual
KTB,78.05,auto
PARR,49.76,manual
RCAT,14.69,auto
SRRK,47.14,auto
TTE,77.44,manual
UCO,29.85,manual
USO,92.08,manual
ZD,42.98,manual
