ticker,status,last_close,sma50,sma200,avgvol50,last_vol,relvol_proxy,reasons,market_cap,n_days
APA,fail,32.380001068115234,26.765200042724608,23.000900011062622,6543500.0,9625600.0,1.471017039810499,relvol<min,,
CNQ,fail,45.31999969482422,37.364399948120116,33.18069995880127,9274168.0,11939800.0,1.2874254596207444,relvol<min,,
COP,fail,116.81999969482422,103.17619964599609,94.7255001449585,8526756.0,9875700.0,1.158201313606253,relvol<min,,
EQNR,PASS,31.760000228881836,26.390200080871583,24.99730004310608,5408462.0,10378600.0,1.9189558880140047,,77964502875.0,
FANG,PASS,179.0399932861328,160.01580108642577,148.0969002532959,2242878.0,5065300.0,2.258393011122317,,50866892081.0,
LNG,PASS,249.5399932861328,211.09679931640625,222.69789993286133,2001102.0,4281200.0,2.139421178930409,,54078338960.0,
TTE,PASS,77.02999877929688,71.4471996307373,64.28774997711182,1503656.0,2503700.0,1.6650749905563507,,166386318300.0,
VG,PASS,12.279999732971191,8.854200019836426,11.321500000953675,13975494.0,42695200.0,3.055004710388055,,28055347523.0,
CRAK,fail,46.650001525878906,41.7806201171875,37.1855850982666,73974.0,300500.0,4.062238083651012,avgvol50<min,,
MPC,PASS,217.36000061035156,185.16720031738282,180.26594993591308,2324334.0,3731500.0,1.6054061077280632,,65338955018.0,
VLO,PASS,228.02999877929688,189.36200073242188,162.7524500656128,3351722.0,6138000.0,1.8312974644078477,,67631993489.0,
PSX,PASS,166.44000244140625,145.96379974365234,133.15815017700194,2488874.0,4350000.0,1.7477783126024058,,66699836000.0,
USO,PASS,96.30999755859375,75.94740020751954,73.64469989776612,10153904.0,47161500.0,4.6446667212926185,,10742819840.0,
BNO,PASS,40.2400016784668,31.612200241088868,30.05355010986328,1386128.0,6699400.0,4.833175579744439,,,
UCO,PASS,30.690000534057617,22.470999908447265,22.309899978637695,4344464.0,14973200.0,3.4465011103786334,,,
BATL,PASS,19.0,3.7452999997138976,1.8841749995946884,13786488.0,49853400.0,3.6161058566909863,,455517668.0,
RCAT,PASS,15.079999923706055,12.475999946594237,9.93404999256134,13525126.0,20466900.0,1.5132502277612794,,1754755720.0,
TGT,fail,120.36000061035156,108.84779998779297,98.78984992980958,6761146.0,7129700.0,1.0545105814901794,relvol<min,,
ZD,PASS,43.650001525878906,34.76080005645752,34.44720005989075,991572.0,2108600.0,2.1265223301989167,,1638662113.0,
NPT,insufficient_history,,,,,,,,,92.0
KTB,fail,78.79000091552734,63.81580001831055,70.21250003814697,794866.0,1086500.0,1.3668970618947094,relvol<min,,
SEM,PASS,16.25,15.316599941253662,14.280300006866455,1157726.0,3680000.0,3.1786450334535115,,2016519554.0,
SRRK,fail,46.150001525878906,45.365,37.66365015983582,1048862.0,1561500.0,1.4887563854920858,relvol<min,,
LWLG,fail,4.389999866485596,3.8382000160217284,3.2606000086665152,2071706.0,6982600.0,3.3704589357756363,price<min,,
TDW,fail,80.27999877929688,64.0168000793457,55.03880006790161,748446.0,965800.0,1.2904070567549295,relvol<min,,
