BUY_NOW,BUY_NOW_REASON,PRIORITY_RANK,PRIORITY_SCORE,near_buy,chase_flag,ticker,price,daily_break_level,breakout_pct_vs_level,reason,grade,score,gap_pct,rsi14,daily_breakout,daily_retest,breakout_confirmed_close,breakout_volume_confirmed,breakout_confirmed_intraday,weekly_r1,room_to_weekly_r1_pct,px_vs_sma50,px_vs_sma200
N,RoomR1<1.0%,1,95.17,True,,TGT,120.08,118.98,0.9245251302739899,Grade=C | Score=9.0 | IntradayHold=Y | CloseBreak=Y | VolConfirm=Y | Retest=Y | RSI=60.6 | RoomR1=-6.8% | Gap=-0.00% | BreakLvl=118.98,C,9.0,-0.0,60.62,True,True,True,True,True,111.86,-6.85,10.77,21.69
N,RoomR1<1.0%;RSI>75,2,81.2,True,,UUP,27.41,27.09,1.1812476928755977,Grade=C | Score=0.0 | IntradayHold=Y | CloseBreak=Y | VolConfirm=Y | Retest=Y | RSI=83.7 | RoomR1=0.1% | Gap=0.00% | BreakLvl=27.09,C,0.0,0.0,83.72,True,True,True,True,True,27.45,0.15,1.24,-0.26
N,Chase>2.0%,3,73.02,True,CHASE,RCAT,14.73,13.83,6.507592190889366,Grade=A | Score=10.0 | IntradayHold=Y | CloseBreak=Y | VolConfirm=Y | Retest=N | RSI=65.9 | RoomR1=22.4% | Gap=0.00% | BreakLvl=13.83,A,10.0,0.0,65.93,True,False,True,True,True,18.02,22.35,19.41,48.89
N,Chase>2.0%,4,68.58,True,CHASE,DEC,14.57,14.08,3.4801136363636465,Grade=C | Score=7.0 | IntradayHold=Y | CloseBreak=Y | VolConfirm=Y | Retest=N | RSI=65.5 | RoomR1=1.9% | Gap=0.00% | BreakLvl=14.08,C,7.0,0.0,65.55,True,False,True,True,True,14.85,1.92,7.99,2.29
N,IntradayHold=N;BelowBreakLvl;RoomR1<1.0%,5,59.62,True,,FANG,175.66,177.25,-0.8970380818053569,Grade=C | Score=9.0 | IntradayHold=N | CloseBreak=Y | VolConfirm=Y | Retest=Y | RSI=61.1 | RoomR1=-6.4% | Gap=-0.59% | BreakLvl=177.25,C,9.0,-0.59,61.15,True,True,True,True,False,164.44,-6.39,10.2,18.76
N,Chase>2.0%;RoomR1<1.0%;RSI>75,6,55.24,True,CHASE,FLNG,29.47,28.16,4.651988636363624,Grade=C | Score=2.0 | IntradayHold=Y | CloseBreak=Y | VolConfirm=Y | Retest=N | RSI=79.5 | RoomR1=-6.8% | Gap=0.00% | BreakLvl=28.16,C,2.0,0.0,79.49,True,False,True,True,True,27.46,-6.82,11.84,16.59
N,Chase>2.0%;RoomR1<1.0%,7,49.6,True,CHASE,TTE,76.92,66.69,15.339631129104813,Grade=C | Score=5.0 | IntradayHold=Y | CloseBreak=Y | VolConfirm=Y | Retest=N | RSI=46.8 | RoomR1=-13.0% | Gap=0.00% | BreakLvl=66.69,C,5.0,0.0,46.79,True,False,True,True,True,66.92,-13.0,8.0,19.81
N,Chase>2.0%;RoomR1<1.0%;RSI>75,8,48.64,True,CHASE,WDS,21.92,18.82,16.471838469713074,Grade=C | Score=2.0 | IntradayHold=Y | CloseBreak=Y | VolConfirm=Y | Retest=N | RSI=79.1 | RoomR1=-19.7% | Gap=-0.00% | BreakLvl=18.82,C,2.0,-0.0,79.08,True,False,True,True,True,17.61,-19.66,25.93,33.99
N,Chase>2.0%;RoomR1<1.0%;RSI>75,9,45.82,True,CHASE,LWLG,5.6,3.71,50.94339622641508,Grade=C | Score=2.0 | IntradayHold=Y | CloseBreak=Y | VolConfirm=Y | Retest=N | RSI=87.5 | RoomR1=-11.6% | Gap=0.00% | BreakLvl=3.71,C,2.0,0.0,87.55,True,False,True,True,True,4.95,-11.61,46.97,72.55
