# saved_at_kr,2026-03-09 18:47:57 KST
# count_rows,9
# note,overwrites each run; candidates.txt mode asks price only
ticker,premarket,entered_at_kr,source
FANG,184.11,2026-03-09 18:47:15,manual
FLNG,31.08,2026-03-09 18:47:43,manual
GLNG,48.69,2026-03-09 18:47:55,manual
IYR,97.55,2026-03-09 18:47:21,manual
RCAT,16.41,2026-03-09 18:47:37,manual
TTE,78.33,2026-03-09 18:47:32,manual
USO,117.6,2026-03-09 18:47:49,manual
UUP,27.54,2026-03-09 18:47:26,manual
VG,13.01,2026-03-09 18:47:06,manual
