BUY_NOW,BUY_NOW_REASON,PRIORITY_RANK,PRIORITY_SCORE,near_buy,chase_flag,ticker,price,daily_break_level,breakout_pct_vs_level,reason,grade,score,gap_pct,rsi14,daily_breakout,daily_retest,breakout_confirmed_close,breakout_volume_confirmed,breakout_confirmed_intraday,weekly_r1,room_to_weekly_r1_pct,px_vs_sma50,px_vs_sma200
N,CloseBreak=N;VolConfirm=N;IntradayHold=N;BelowBreakLvl;RoomR1<1.0%,1,7.84,False,,FANG,182.8,183.36,-0.3054101221640515,Grade=C | Score=2.0 | IntradayHold=N | CloseBreak=N | VolConfirm=N | Retest=N | RSI=66.5 | RoomR1=-10.0% | Gap=2.10% | BreakLvl=183.36,C,2.0,2.1,66.47,False,False,False,False,False,164.44,-10.04,14.24,23.43
N,CloseBreak=N;VolConfirm=N;IntradayHold=N;BelowBreakLvl;RoomR1<1.0%,2,7.29,False,,MPC,219.8,222.05,-1.0132852961044825,Grade=C | Score=3.0 | IntradayHold=N | CloseBreak=N | VolConfirm=N | Retest=N | RSI=68.1 | RoomR1=-4.3% | Gap=1.12% | BreakLvl=222.05,C,3.0,1.12,68.13,False,False,False,False,False,210.32,-4.31,18.7,21.93
N,CloseBreak=N;VolConfirm=N;IntradayHold=N;BelowBreakLvl;RoomR1<1.0%,3,6.98,False,,XLE,57.34,57.88,-0.9329647546648223,Grade=C | Score=3.0 | IntradayHold=N | CloseBreak=N | VolConfirm=N | Retest=N | RSI=69.0 | RoomR1=-18.6% | Gap=1.52% | BreakLvl=57.88,C,3.0,1.52,69.05,False,False,False,False,False,46.66,-18.63,13.72,26.21
N,CloseBreak=N;VolConfirm=N;IntradayHold=N;BelowBreakLvl;RoomR1<1.0%,4,6.87,False,,IYE,60.48,61.04,-0.9174311926605561,Grade=C | Score=3.0 | IntradayHold=N | CloseBreak=N | VolConfirm=N | Retest=N | RSI=69.4 | RoomR1=-18.0% | Gap=1.34% | BreakLvl=61.04,C,3.0,1.34,69.4,False,False,False,False,False,49.58,-18.02,13.31,25.38
N,CloseBreak=N;VolConfirm=N;IntradayHold=N;BelowBreakLvl;RoomR1<1.0%,5,5.69,False,,BATL,25.23,29.7,-15.050505050505048,Grade=C | Score=-3.0 | IntradayHold=N | CloseBreak=N | VolConfirm=N | Retest=N | RSI=72.9 | RoomR1=-72.7% | Gap=32.79% | BreakLvl=29.70,C,-3.0,32.79,72.92,False,False,False,False,False,6.89,-72.69,573.64,1239.05
N,CloseBreak=N;VolConfirm=N;IntradayHold=N;BelowBreakLvl;RoomR1<1.0%,6,5.0,False,,HAFN,7.29,7.95,-8.301886792452828,Grade=C | Score=-2.0 | IntradayHold=N | CloseBreak=N | VolConfirm=N | Retest=N | RSI=75.0 | RoomR1=-8.9% | Gap=-2.80% | BreakLvl=7.95,C,-2.0,-2.8,75.0,False,False,False,False,False,6.64,-8.92,16.8,24.1
N,CloseBreak=N;VolConfirm=N;IntradayHold=N;BelowBreakLvl;RoomR1<1.0%;RSI>75,7,4.58,False,,ZD,43.65,50.55,-13.649851632047472,Grade=C | Score=-1.0 | IntradayHold=N | CloseBreak=N | VolConfirm=N | Retest=N | RSI=76.2 | RoomR1=-5.9% | Gap=-0.00% | BreakLvl=50.55,C,-1.0,-0.0,76.25,False,False,False,False,False,41.07,-5.91,25.57,26.72
N,CloseBreak=N;VolConfirm=N;IntradayHold=N;BelowBreakLvl;RoomR1<1.0%;RSI>75,8,4.5,False,,EQNR,32.25,32.58,-1.012891344383049,Grade=C | Score=-1.0 | IntradayHold=N | CloseBreak=N | VolConfirm=N | Retest=N | RSI=76.5 | RoomR1=-22.8% | Gap=1.54% | BreakLvl=32.58,C,-1.0,1.54,76.5,False,False,False,False,False,24.9,-22.79,22.2,29.01
N,CloseBreak=N;VolConfirm=N;IntradayHold=N;BelowBreakLvl;RoomR1<1.0%;RSI>75,9,3.26,False,,LNG,255.25,255.78,-0.20720932050981578,Grade=C | Score=-4.0 | IntradayHold=N | CloseBreak=N | VolConfirm=N | Retest=N | RSI=80.2 | RoomR1=-14.7% | Gap=2.29% | BreakLvl=255.78,C,-4.0,2.29,80.21,False,False,False,False,False,217.81,-14.67,20.92,14.62
