ticker,premarket,ts
CL=F,78.01000213623047,2026-03-05 14:58:00+00:00
BZ=F,83.93000030517578,2026-03-05 14:58:00+00:00
RB=F,2.575700044631958,2026-03-05 14:59:00+00:00
NG=F,2.9519999027252197,2026-03-05 14:59:00+00:00
ES=F,6871.5,2026-03-05 14:59:00+00:00
NQ=F,25182.25,2026-03-05 14:59:00+00:00
^TNX,4.1479997634887695,2026-03-05 14:53:00+00:00
GC=F,5116.60009765625,2026-03-05 14:59:00+00:00
SLB,47.29999923706055,2026-03-05 15:09:00+00:00
HAL,34.143798828125,2026-03-05 15:09:00+00:00
CVE,23.049999237060547,2026-03-05 15:08:00+00:00
SHEL,82.98999786376953,2026-03-05 15:09:00+00:00
LNG,251.33900451660156,2026-03-05 15:08:00+00:00
XLE,56.584999084472656,2026-03-05 15:09:00+00:00
XOP,164.1699981689453,2026-03-05 15:09:00+00:00
OIH,380.2699890136719,2026-03-05 15:08:00+00:00
FCX,63.220001220703125,2026-03-05 15:09:00+00:00
SCCO,197.02000427246094,2026-03-05 15:08:00+00:00
AEM,222.68499755859375,2026-03-05 15:09:00+00:00
CCJ,117.69000244140625,2026-03-05 15:09:00+00:00
TRX,1.6907000541687012,2026-03-05 15:08:00+00:00
BOIL,17.209999084472656,2026-03-05 15:09:00+00:00
UCO,30.309999465942383,2026-03-05 15:09:00+00:00
SMH,399.6199951171875,2026-03-05 15:09:00+00:00
XLK,140.94000244140625,2026-03-05 15:09:00+00:00
COP,117.70999908447266,2026-03-05 15:09:00+00:00
EQNR,31.780000686645508,2026-03-05 15:09:00+00:00
FANG,178.25999450683594,2026-03-05 15:09:00+00:00
TTE,77.66999816894531,2026-03-05 15:09:00+00:00
USO,94.5999984741211,2026-03-05 15:09:00+00:00
BNO,39.92499923706055,2026-03-05 15:09:00+00:00
BATL,19.764999389648438,2026-03-05 15:09:00+00:00
RCAT,15.0600004196167,2026-03-05 15:09:00+00:00
TGT,120.2699966430664,2026-03-05 15:09:00+00:00
ZD,43.724998474121094,2026-03-05 15:08:00+00:00
NPT,13.901900291442871,2026-03-05 15:06:00+00:00
SRRK,47.68000030517578,2026-03-05 15:08:00+00:00
TDW,83.27999877929688,2026-03-05 15:09:00+00:00
ASTS,99.85530090332031,2026-03-05 15:09:00+00:00
CVX,187.56500244140625,2026-03-05 15:09:00+00:00
KOS,2.641400098800659,2026-03-05 15:09:00+00:00
PARR,51.099998474121094,2026-03-05 15:09:00+00:00
