# saved_at_kr,2026-07-15 08:04:40 KST
# provider,yahoo(yfinance)
group,ticker,premarket,src,ts_kst,error
tickers_core_korea,445290.KS,28565.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,132030.KS,22655.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,411060.KS,26765.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,006800.KS,38750.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,016360.KS,101900.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,005940.KS,29800.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,071050.KS,216500.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,024110.KS,21100.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,000810.KS,628000.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,003550.KS,96400.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,034730.KS,562000.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,000880.KS,88400.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,028260.KS,354000.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,000720.KS,98000.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,006360.KS,28000.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,047040.KS,15830.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,298040.KS,2677000.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,357780.KS,304500.0,yf_close(5m),2026-07-14T09:00:00+09:00,
tickers_core_korea,060280.KQ,8030.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,373220.KS,322000.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,353200.KQ,117400.0,yf_close(5m),2026-07-14T09:00:00+09:00,
tickers_core_korea,195870.KS,56900.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,005385.KS,196200.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,005387.KS,199800.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,005389.KS,193100.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,051915.KS,119400.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,006405.KS,185000.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,078935.KS,54400.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,003555.KS,63900.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,005945.KS,24500.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,071055.KS,149800.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,000815.KS,390000.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,010955.KS,65000.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,000885.KS,,,,no_data
tickers_core_korea,001045.KS,65500.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,475150.KS,48800.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,010120.KS,187700.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,103590.KS,62500.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,033100.KQ,45600.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,001440.KS,28000.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,000500.KS,215000.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,062040.KS,168600.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,018260.KS,193000.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,064400.KS,66000.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,030200.KS,51600.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,032640.KS,14250.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,181710.KS,37850.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,022100.KS,19220.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,028050.KS,40150.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,375500.KS,59500.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,053690.KS,15600.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,294870.KS,17350.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,007660.KS,97900.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,007810.KS,67900.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,356860.KQ,72700.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,454320.KS,38705.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,336260.KS,43100.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,036460.KS,32350.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,096770.KS,104900.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,199820.KQ,6970.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,017510.KS,6710.0,yf_close(5m),2026-07-14T09:00:00+09:00,
tickers_core_korea,009155.KS,449500.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,066575.KS,66400.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,003545.KS,19840.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,003547.KS,19320.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,00680K.KS,12050.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,009835.KS,16940.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,00088K.KS,30550.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,000155.KS,409000.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,000157.KS,361000.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,000105.KS,57000.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,000145.KS,9500.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,000087.KS,12270.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,000725.KS,47300.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,000215.KS,20600.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,097955.KS,120000.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,006805.KS,13270.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,03473K.KS,327500.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,010950.KS,131400.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,071320.KS,65500.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,005090.KS,36250.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,229640.KS,43600.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,009410.KS,1586.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,097230.KS,15370.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,009540.KS,327000.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,267250.KS,190100.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,267270.KS,122800.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,042670.KS,,,,no_data
tickers_core_korea,272210.KS,62600.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,103140.KS,60700.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,005490.KS,303500.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,047050.KS,51300.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,306200.KS,118500.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,038500.KQ,7640.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,300720.KS,13960.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,001120.KS,36650.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,227840.KS,11750.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,211270.KQ,7890.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,099320.KQ,73500.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,189300.KQ,63300.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,451760.KQ,7230.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,274090.KQ,9870.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,295310.KQ,43500.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,225190.KS,645.0,yf_close(5m),2026-07-14T09:00:00+09:00,
tickers_core_korea,066970.KQ,,,,no_data
