ticker,status,error
BATL,ok,
BNO,ok,
COP,ok,
CVE,ok,
EQNR,ok,
FANG,ok,
KTB,ok,
LNG,ok,
OIH,ok,
RCAT,ok,
SHEL,ok,
TDW,ok,
TGT,ok,
TTE,ok,
UCO,ok,
USO,ok,
XLE,ok,
XOP,ok,
ZD,ok,
