ticker,status,error
EQNR,ok,
FANG,ok,
LNG,ok,
TTE,ok,
VG,ok,
MPC,ok,
VLO,ok,
PSX,ok,
USO,ok,
BNO,ok,
UCO,ok,
BATL,ok,
RCAT,ok,
ZD,ok,
SEM,ok,
CF,ok,
CHRD,ok,
WDS,ok,
HAFN,ok,
PARR,ok,
IYE,ok,
XLE,ok,
XOP,ok,
GLNG,ok,
UUP,ok,
HAL,ok,
AEM,ok,
GUSH,ok,
IYR,ok,
SMH,ok,
