BUY_NOW,BUY_NOW_REASON,PRIORITY_RANK,PRIORITY_SCORE,near_buy,chase_flag,ticker,price,daily_break_level,breakout_pct_vs_level,reason,grade,score,gap_pct,rsi14,daily_breakout,daily_retest,breakout_confirmed_close,breakout_volume_confirmed,breakout_confirmed_intraday,weekly_r1,room_to_weekly_r1_pct,px_vs_sma50,px_vs_sma200
N,Chase>2.0%,1,80.96,True,CHASE,IDYA,34.53,33.31,3.6625637946562595,Grade=C | Score=12.0 | IntradayHold=Y | CloseBreak=Y | VolConfirm=Y | Retest=N | RSI=55.4 | RoomR1=13.8% | Gap=0.65% | BreakLvl=33.31,C,12.0,0.65,55.44,True,False,True,True,True,39.28,13.75,1.59,22.91
N,Chase>2.0%;RoomR1<1.0%,2,79.03,True,CHASE,IYR,100.96,98.46,2.5391021734714636,Grade=C | Score=9.0 | IntradayHold=Y | CloseBreak=Y | VolConfirm=Y | Retest=Y | RSI=61.2 | RoomR1=-2.5% | Gap=0.00% | BreakLvl=98.46,C,9.0,0.0,61.23,True,True,True,True,True,98.46,-2.48,4.27,5.25
N,RoomR1<1.0%;RSI>75,3,77.27,True,,UUP,27.46,27.09,1.3658176448874126,Grade=C | Score=0.0 | IntradayHold=Y | CloseBreak=Y | VolConfirm=Y | Retest=Y | RSI=89.3 | RoomR1=-0.0% | Gap=0.00% | BreakLvl=27.09,C,0.0,0.0,89.29,True,True,True,True,True,27.45,-0.04,1.38,-0.08
N,IntradayHold=N;BelowBreakLvl;RoomR1<1.0%,4,57.77,True,,FANG,177.2,177.25,-0.028208744710866984,Grade=C | Score=7.0 | IntradayHold=N | CloseBreak=Y | VolConfirm=Y | Retest=Y | RSI=66.7 | RoomR1=-7.2% | Gap=-0.19% | BreakLvl=177.25,C,7.0,-0.19,66.7,True,True,True,True,False,164.44,-7.2,11.58,19.95
N,Chase>2.0%;RoomR1<1.0%,5,53.96,True,CHASE,TTE,78.22,66.69,17.28894886789625,Grade=C | Score=8.0 | IntradayHold=Y | CloseBreak=Y | VolConfirm=Y | Retest=N | RSI=63.1 | RoomR1=-14.4% | Gap=-0.15% | BreakLvl=66.69,C,8.0,-0.15,63.13,True,False,True,True,True,66.92,-14.45,10.19,22.0
N,Chase>2.0%;RoomR1<1.0%,6,52.86,True,CHASE,INGM,24.4,22.12,10.30741410488245,Grade=C | Score=6.0 | IntradayHold=Y | CloseBreak=Y | VolConfirm=Y | Retest=N | RSI=66.4 | RoomR1=-8.7% | Gap=-0.04% | BreakLvl=22.12,C,6.0,-0.04,66.43,True,False,True,True,True,22.27,-8.73,13.91,16.92
N,Chase>2.0%;RoomR1<1.0%,7,50.74,True,CHASE,FLNG,29.42,26.9,9.368029739776972,Grade=C | Score=2.0 | IntradayHold=Y | CloseBreak=Y | VolConfirm=Y | Retest=N | RSI=72.8 | RoomR1=-6.7% | Gap=0.55% | BreakLvl=26.90,C,2.0,0.55,72.79,True,False,True,True,True,27.46,-6.66,12.01,16.5
N,Chase>2.0%;RoomR1<1.0%,8,49.35,True,CHASE,XLU,47.09,43.82,7.462345960748529,Grade=C | Score=2.0 | IntradayHold=Y | CloseBreak=Y | VolConfirm=Y | Retest=N | RSI=72.7 | RoomR1=-6.9% | Gap=0.04% | BreakLvl=43.82,C,2.0,0.04,72.67,True,False,True,True,True,43.82,-6.94,7.14,9.34
N,Chase>2.0%;RoomR1<1.0%;RSI>75,9,46.67,True,CHASE,LWLG,5.62,3.71,51.482479784366575,Grade=C | Score=0.0 | IntradayHold=Y | CloseBreak=Y | VolConfirm=Y | Retest=N | RSI=85.0 | RoomR1=-11.9% | Gap=7.05% | BreakLvl=3.71,C,0.0,7.05,85.0,True,False,True,True,True,4.95,-11.92,49.55,74.36
