ticker,premarket,source
BATL,19.57,manual
BNO,39.15,manual
COP,118.13,manual
CVE,22.2,auto
EQNR,30.93,manual
FANG,176.48,manual
KTB,77.52,auto
LNG,244.5,manual
OIH,386.6,auto
RCAT,15.03,auto
SHEL,82.3,auto
TDW,87.68,manual
TGT,121.9,manual
TTE,78.28,manual
UCO,29.03,auto
USO,90.85,auto
XLE,56.41,manual
XOP,158.53,auto
ZD,41.41,auto
