ticker,price,gap_pct,rsi14,px_vs_sma50,px_vs_sma200,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,daily_breakout,daily_retest,in_daily_box_middle,grade,score
IDU,119.29,0.0,51.31,5.28,8.39,True,120.82,106.08,1.28,120.82,False,True,False,B,8.0
ASTS,87.7,1.39,50.57,-8.44,32.06,True,106.66,77.17,21.62,129.89,False,False,False,B,8.0
RCAT,16.13,3.4,63.64,19.95,57.47,True,18.78,10.8,16.43,18.78,False,False,False,B,8.0
BATL,15.89,-5.19,62.15,149.51,527.12,True,29.7,2.33,86.91,29.7,False,False,False,B,7.0
XOM,156.87,-0.29,66.48,10.46,30.66,True,159.61,114.61,1.75,159.61,False,True,False,B,7.0
BITI,24.44,-1.63,30.44,-3.3,15.82,True,30.34,20.64,24.14,30.93,False,False,False,B,5.0
SOXS,38.1,-1.15,57.71,-5.01,-61.64,False,47.4,31.4,24.41,76.0,False,False,False,B,5.0
XLU,47.29,0.29,49.45,5.85,9.11,True,47.8,41.74,1.08,47.8,False,True,False,B,5.0
SCCO,175.64,1.17,27.45,-7.34,32.8,True,223.89,181.6,27.47,223.89,False,False,False,B,5.0
BOIL,18.48,1.34,57.46,-10.28,-41.81,False,41.25,15.55,123.21,41.25,False,False,False,B,5.0
BITX,17.88,2.94,63.92,-16.54,-58.31,False,34.42,13.13,92.51,34.42,False,False,False,B,4.0
CURE,100.74,1.45,28.59,-10.47,6.83,False,120.49,106.96,19.6,123.8,False,False,False,B,3.0
TNA,46.04,1.63,31.49,-12.93,4.44,False,57.99,49.72,25.96,60.44,False,False,False,B,3.0
KOLD,19.66,-1.35,37.86,-23.09,-33.46,False,24.69,13.44,25.58,49.47,False,False,False,B,2.0
SWK,71.68,1.03,12.93,-13.25,-3.04,False,93.37,77.2,30.26,93.37,False,False,False,B,2.0
UPRO,106.98,1.03,34.13,-7.98,-0.08,False,122.85,110.29,14.83,122.85,False,False,False,B,2.0
PPG,104.13,1.12,13.47,-9.97,-4.37,False,133.43,102.01,28.14,133.43,False,False,False,B,2.0
PNR,89.42,1.28,4.59,-10.91,-14.33,False,104.19,92.92,16.52,109.09,False,False,False,B,2.0
MKC,57.92,1.49,15.78,-12.2,-15.24,False,72.41,59.62,25.02,72.41,False,False,False,B,2.0
UDOW,53.36,1.5,23.92,-11.77,-0.67,False,66.21,58.67,24.08,66.21,False,False,False,B,2.0
FAS,119.67,1.94,35.15,-19.35,-26.24,False,161.66,148.17,35.09,184.4,False,False,False,B,2.0
NUGT,207.32,2.08,24.8,-15.99,35.59,False,320.79,203.64,54.73,320.79,False,False,False,B,2.0
SCO,8.8,2.03,8.69,-42.55,-49.05,False,20.46,17.56,132.5,20.66,False,False,False,B,1.0
DUST,50.77,-1.65,73.93,1.65,-61.34,False,60.1,34.6,18.38,79.5,False,False,False,B,0.0
IDYA,34.34,-0.2,60.69,1.46,19.32,True,35.68,29.47,3.9,39.28,False,False,True,C,9.0
CNR,98.45,0.18,61.74,6.29,20.0,True,103.5,81.83,5.13,103.5,False,False,False,C,9.0
TGT,117.63,0.8,52.72,5.14,18.12,True,126.0,111.11,7.12,126.0,False,False,False,C,9.0
CINF,167.18,-0.24,63.76,2.19,6.11,True,170.1,155.14,1.75,174.27,False,False,True,C,8.0
GD,355.17,0.74,51.24,-0.22,7.69,True,366.75,337.32,3.26,369.7,False,False,True,C,8.0
FAST,45.63,0.35,50.07,1.79,2.81,False,48.42,44.51,6.11,48.45,False,False,False,C,7.0
SQQQ,72.52,-0.98,54.89,5.02,-9.77,False,75.19,61.72,3.68,76.61,False,False,False,C,6.0
