ticker,price,gap_pct,rsi14,px_vs_sma50,px_vs_sma200,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,daily_breakout,daily_retest,in_daily_box_middle,grade,score
000250.KQ,739000.0,0.0,58.42,48.41,171.85,True,860000.0,198500.0,16.37,860000.0,False,False,False,C,9.0
009150.KS,446500.0,0.0,50.09,34.98,102.85,True,474000.0,266000.0,6.16,474000.0,False,False,False,C,9.0
091160.KS,99470.0,0.0,52.8,18.15,82.59,True,107800.0,84900.0,8.37,107800.0,False,False,False,C,9.0
091230.KS,104125.0,0.0,52.83,17.72,82.57,True,112900.0,89950.0,8.43,112900.0,False,False,False,C,9.0
000660.KS,970000.0,0.0,47.74,14.13,96.66,True,1099000.0,525000.0,13.3,1099000.0,False,False,False,C,6.0
005930.KS,193900.0,0.0,47.74,16.45,90.15,True,223000.0,94500.0,15.01,223000.0,False,False,False,C,6.0
122630.KS,85450.0,0.0,42.96,13.34,104.09,True,115010.0,37815.0,34.59,115010.0,False,False,False,C,6.0
233160.KS,18485.0,0.0,44.05,4.9,47.04,True,24165.0,14500.0,30.73,24165.0,False,False,True,C,6.0
233740.KS,16705.0,0.0,44.1,5.31,48.79,True,21750.0,13050.0,30.2,21750.0,False,False,True,C,6.0
267770.KS,65395.0,0.0,43.19,14.08,104.65,True,87215.0,28980.0,33.37,87215.0,False,False,False,C,6.0
271560.KS,131100.0,0.0,40.06,8.28,17.94,True,143400.0,102000.0,9.38,143400.0,False,False,False,C,6.0
282330.KS,121700.0,0.0,33.55,2.08,6.54,True,143400.0,110100.0,17.83,143400.0,False,False,True,C,6.0
381180.KS,30255.0,0.0,44.4,0.42,23.09,True,31620.0,28670.0,4.51,31620.0,False,False,False,C,6.0
278470.KS,350000.0,0.29,63.43,28.39,58.39,True,306500.0,263000.0,-12.43,355000.0,False,True,False,C,6.0
000990.KS,85700.0,0.0,45.65,-4.08,38.47,True,98100.0,74800.0,14.47,113500.0,False,False,False,C,5.0
042700.KS,301000.0,0.0,63.62,39.22,127.59,True,201000.0,164700.0,-33.22,335500.0,False,False,False,C,5.0
068270.KS,206000.0,0.0,27.56,-5.0,11.7,True,251000.0,195900.0,21.84,251000.0,False,False,False,C,5.0
090430.KS,132700.0,0.0,26.42,-2.29,2.69,True,169000.0,122000.0,27.35,169000.0,False,False,False,C,5.0
051910.KS,307500.0,0.0,42.27,-6.77,0.04,False,424000.0,294000.0,37.89,424000.0,False,False,False,C,3.0
161890.KS,70200.0,0.0,48.62,2.72,-9.37,False,77900.0,64000.0,10.97,77900.0,False,False,True,C,3.0
000100.KS,99500.0,0.0,31.97,-7.29,-11.77,False,114500.0,91600.0,15.08,117400.0,False,False,False,C,2.0
003230.KS,1082000.0,0.0,35.58,-7.05,-17.59,False,1305000.0,1009000.0,20.61,1307000.0,False,False,False,C,2.0
004370.KS,372500.0,0.0,20.73,-10.24,-11.16,False,459500.0,401000.0,23.36,459500.0,False,False,False,C,2.0
051900.KS,243000.0,0.0,35.98,-7.44,-16.56,False,279500.0,225000.0,15.02,279500.0,False,False,False,C,2.0
097950.KS,203000.0,0.0,36.36,-3.83,-11.0,False,235000.0,200000.0,15.76,235000.0,False,False,False,C,2.0
192820.KS,175700.0,0.0,36.91,-5.07,-14.73,False,209500.0,155500.0,19.24,209500.0,False,False,False,C,2.0
207940.KS,1587000.0,0.0,40.31,-8.94,-5.14,False,1778000.0,1501000.0,12.04,1987000.0,False,False,False,C,2.0
251340.KS,2070.0,0.0,46.86,-13.88,-32.86,False,2505.0,2060.0,21.01,3035.0,False,False,False,C,2.0
252670.KS,265.0,0.0,49.53,-29.78,-72.2,False,348.0,231.0,31.32,724.0,False,False,False,C,2.0
326030.KS,98900.0,0.0,31.23,-13.27,-9.47,False,119800.0,106100.0,21.13,136000.0,False,False,False,C,2.0
