ticker,price,gap_pct,rsi14,sma10,sma40,sma50,sma200,px_vs_sma10,px_vs_sma40,px_vs_sma50,px_vs_sma200,sma10_slope,sma40_slope,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,daily_breakout,daily_retest,in_daily_box_middle,grade,score
000145.KS,12190.0,0.0,69.12,11797.0,11543.5,11652.2,12179.55,3.33,5.6,4.62,0.09,UP,UP,False,12700.0,10950.0,4.18,12420.0,False,True,False,A,6.0
488080.KS,53485.0,0.0,84.09,48841.0,43125.75,42261.8,20981.95,9.51,24.02,26.56,154.91,UP,UP,True,54885.0,30800.0,2.62,54885.0,False,True,False,A,3.0
200710.KQ,60700.0,0.0,59.17,54550.0,50313.75,48797.0,32116.05,11.27,20.64,24.39,89.0,UP,UP,True,61500.0,34600.0,1.32,62000.0,False,True,False,B,8.0
032640.KS,17570.0,6.42,61.54,17173.0,15961.25,16200.6,15335.5,2.31,10.08,8.45,14.57,UP,DN,True,17990.0,14340.0,2.39,18500.0,False,False,False,B,6.0
009540.KS,467500.0,0.0,88.71,424600.0,401162.5,406730.0,404177.5,10.1,16.54,14.94,15.67,UP,UP,True,474000.0,340500.0,1.39,477500.0,False,True,False,B,2.0
103590.KS,96700.0,0.0,80.17,87470.0,80325.0,79560.0,56380.62,10.55,20.39,21.54,71.51,UP,UP,True,98000.0,69000.0,1.34,98900.0,False,True,False,B,2.0
000720.KS,173400.0,0.0,64.63,175510.0,161647.5,155318.0,92018.0,-1.2,7.27,11.64,88.44,DN,UP,True,198400.0,139600.0,14.42,198400.0,False,False,False,C,9.0
000725.KS,76800.0,0.0,64.23,76680.0,72102.5,71632.0,60366.0,0.16,6.52,7.21,27.22,DN,UP,True,85000.0,62200.0,10.68,85000.0,False,False,False,C,9.0
005090.KS,63300.0,0.0,59.55,56190.0,55775.0,52902.0,30833.5,12.65,13.49,19.66,105.3,UP,UP,True,68300.0,38000.0,7.9,70700.0,False,False,False,C,9.0
006800.KS,66800.0,0.0,56.72,69050.0,66513.73,65947.74,34259.28,-3.26,0.43,1.29,94.98,UP,DN,True,76738.23,55593.03,14.88,76738.23,False,False,False,C,9.0
010950.KS,118100.0,0.0,50.0,117720.0,115832.5,114826.0,83881.25,0.32,1.96,2.85,40.79,UP,UP,True,177100.0,103600.0,49.96,177100.0,False,False,False,C,9.0
012450.KS,1457000.0,0.0,50.73,1461800.0,1414325.0,1367180.0,1078240.0,-0.33,3.02,6.57,35.13,DN,UP,True,1655000.0,1217000.0,13.59,1655000.0,False,False,False,C,9.0
017940.KS,100500.0,0.0,61.07,97310.0,98320.0,99396.0,86472.0,3.28,2.22,1.11,16.22,UP,DN,True,111300.0,91800.0,10.75,114500.0,False,False,True,C,9.0
018260.KS,170100.0,0.0,61.98,174090.0,162980.0,165354.0,167029.0,-2.29,4.37,2.87,1.84,UP,DN,True,196900.0,160600.0,15.76,196900.0,False,False,True,C,9.0
030200.KS,61800.0,0.0,58.0,63020.0,60797.5,61648.0,55125.5,-1.94,1.65,0.25,12.11,UP,DN,True,69400.0,54200.0,12.3,69400.0,False,False,True,C,9.0
032820.KQ,23050.0,0.0,60.0,22320.0,22144.75,20586.0,8514.48,3.27,4.09,11.97,170.72,UP,UP,True,30200.0,19300.0,31.02,30200.0,False,False,False,C,9.0
034220.KS,12700.0,0.0,60.31,13776.0,12217.0,12401.0,12199.9,-7.81,3.95,2.41,4.1,UP,DN,True,16050.0,10740.0,26.38,16050.0,False,False,False,C,9.0
038500.KQ,16390.0,0.0,58.92,16297.0,16238.25,16016.2,7059.05,0.57,0.93,2.33,132.18,DN,UP,True,19690.0,14050.0,20.13,23500.0,False,False,False,C,9.0
047050.KS,80600.0,0.0,50.0,76270.0,75105.0,74198.0,58125.5,5.68,7.32,8.63,38.67,UP,UP,True,87200.0,58700.0,8.19,87200.0,False,False,False,C,9.0
083650.KQ,95700.0,0.0,57.19,96390.0,96615.0,93766.0,61158.25,-0.72,-0.95,2.06,56.48,UP,UP,True,114200.0,87500.0,19.33,114200.0,False,False,False,C,9.0
112610.KS,74100.0,0.0,51.12,66360.0,61336.25,58584.0,47452.0,11.66,20.81,26.49,56.16,UP,UP,True,79400.0,41800.0,7.15,79400.0,False,False,False,C,9.0
181710.KS,41450.0,0.0,64.43,40960.0,38420.0,38349.0,31537.5,1.2,7.89,8.09,31.43,UP,UP,True,44150.0,35000.0,6.51,44150.0,False,False,False,C,9.0
247540.KQ,205500.0,0.0,54.91,207180.0,199710.0,201600.0,157775.5,-0.81,2.9,1.93,30.25,UP,DN,True,225000.0,178300.0,9.49,260000.0,False,False,False,C,9.0
272210.KS,131250.0,0.0,55.69,131515.0,134761.25,129387.0,77296.0,-0.2,-2.61,1.44,69.8,DN,UP,True,184000.0,113500.0,40.19,184000.0,False,False,True,C,9.0
297090.KQ,8570.0,0.0,53.77,7941.0,7650.0,7470.4,6803.9,7.92,12.03,14.72,25.96,UP,UP,True,9600.0,5540.0,12.02,9600.0,False,False,False,C,9.0
310210.KQ,306500.0,0.0,59.72,305100.0,310087.5,298160.0,206642.0,0.46,-1.16,2.8,48.32,UP,UP,True,375500.0,262500.0,22.51,375500.0,False,False,False,C,9.0
322000.KS,187800.0,0.0,54.69,168480.0,140887.5,129286.0,71389.5,11.47,33.3,45.26,163.06,UP,UP,True,197900.0,77700.0,5.38,197900.0,False,False,False,C,9.0
417500.KQ,4790.0,0.0,60.38,4793.5,4827.5,4584.9,3579.3,-0.07,-0.78,4.47,33.83,UP,UP,True,6160.0,4200.0,28.6,6160.0,False,False,True,C,9.0
000270.KS,153500.0,0.0,52.17,155450.0,159635.0,162458.0,127556.5,-1.25,-3.84,-5.51,20.34,UP,DN,True,212500.0,143800.0,38.44,212500.0,False,False,False,C,8.0
003490.KS,24800.0,0.0,62.6,24915.0,24602.5,24883.0,23621.25,-0.46,0.8,-0.33,4.99,UP,DN,True,29750.0,22800.0,19.96,29750.0,False,False,False,C,8.0
003545.KS,24300.0,0.0,62.77,24600.0,25150.0,25584.0,22122.05,-1.22,-3.38,-5.02,9.85,UP,DN,True,27600.0,22800.0,13.58,30550.0,False,False,False,C,8.0
005380.KS,512000.0,0.0,61.2,520800.0,513050.0,515330.0,336737.5,-1.69,-0.2,-0.65,52.05,UP,DN,True,687000.0,445000.0,34.18,687000.0,False,False,False,C,8.0
006805.KS,22450.0,0.0,63.5,22400.0,22310.82,22460.12,14114.34,0.22,0.62,-0.05,59.06,UP,DN,True,29661.15,19940.0,32.12,29661.15,False,False,True,C,8.0
00680K.KS,20200.0,0.0,56.78,20615.0,20485.41,20394.6,12726.16,-2.01,-1.39,-0.95,58.73,UP,DN,True,24173.04,18640.0,19.67,24173.04,False,False,False,C,8.0
010130.KS,1627000.0,0.0,64.37,1667900.0,1619875.0,1653440.0,1253685.0,-2.45,0.44,-1.6,29.78,UP,DN,True,2188000.0,1395000.0,34.48,2188000.0,False,False,False,C,8.0
012330.KS,420500.0,0.0,60.6,425250.0,414175.0,422230.0,355447.5,-1.12,1.53,-0.41,18.3,UP,DN,True,531000.0,372000.0,26.28,531000.0,False,False,False,C,8.0
099320.KQ,173000.0,0.0,57.06,175740.0,177752.5,178348.0,98180.25,-1.56,-2.67,-3.0,76.21,UP,DN,True,210000.0,149300.0,21.39,224000.0,False,False,False,C,8.0
108490.KQ,276000.0,0.0,63.22,268300.0,254987.5,260210.0,200703.0,2.87,8.24,6.07,37.52,UP,DN,True,284000.0,228500.0,2.9,364000.0,False,False,True,C,8.0
240810.KQ,115000.0,0.0,53.78,120100.0,120617.5,119646.0,71865.75,-4.25,-4.66,-3.88,60.02,DN,DN,True,138300.0,107800.0,20.26,143000.0,False,False,True,C,8.0
295310.KQ,84000.0,0.0,52.03,90080.0,89882.5,88556.0,50557.5,-6.75,-6.54,-5.14,66.15,UP,UP,True,116600.0,72000.0,38.81,116600.0,False,False,False,C,8.0
383310.KQ,32150.0,0.0,64.47,31570.0,31207.5,32181.0,27887.0,1.84,3.02,-0.1,15.29,UP,DN,True,41300.0,27700.0,28.46,46900.0,False,False,False,C,8.0
950160.KQ,99200.0,0.0,50.59,101790.0,102817.5,101166.0,67943.5,-2.54,-3.52,-1.94,46.0,DN,UP,True,130700.0,90000.0,31.75,130700.0,False,False,False,C,8.0
000880.KS,130100.0,0.0,69.23,128480.0,122392.5,122894.0,99337.5,1.26,6.3,5.86,30.97,UP,DN,True,148500.0,103400.0,14.14,148500.0,False,False,False,C,7.0
00088K.KS,50000.0,0.0,68.24,49425.0,48051.25,48250.0,41617.0,1.16,4.06,3.63,20.14,UP,DN,True,58800.0,41100.0,17.6,58800.0,False,False,True,C,7.0
003550.KS,96200.0,0.0,68.75,94210.0,91745.0,93000.0,83460.0,2.11,4.86,3.44,15.26,UP,DN,True,107800.0,81800.0,12.06,107800.0,False,False,True,C,7.0
003570.KS,57100.0,0.0,62.32,55620.0,51787.5,52406.0,54006.25,2.66,10.26,8.96,5.73,UP,DN,False,61100.0,44700.0,7.01,61100.0,False,False,False,C,7.0
006650.KS,158900.0,0.0,66.79,155210.0,142382.5,148034.0,132031.5,2.38,11.6,7.34,20.35,DN,DN,True,170000.0,121500.0,6.99,202500.0,False,False,True,C,7.0
010955.KS,57300.0,0.0,66.67,57060.0,55890.0,56222.0,47366.5,0.42,2.52,1.92,20.97,UP,UP,True,75200.0,51300.0,31.24,75200.0,False,False,False,C,7.0
011780.KS,132200.0,0.0,66.87,135570.0,128075.0,131744.0,122407.75,-2.49,3.22,0.35,8.0,UP,DN,True,162300.0,110000.0,22.77,162300.0,False,False,True,C,7.0
022100.KS,34400.0,0.0,67.22,33520.0,32146.25,33463.0,28484.25,2.63,7.01,2.8,20.77,UP,DN,True,45600.0,28900.0,32.56,41950.0,False,False,True,C,7.0
028050.KS,51100.0,0.0,65.18,50670.0,39973.75,39044.0,29798.0,0.85,27.83,30.88,71.49,DN,UP,True,54500.0,30650.0,6.65,54500.0,False,False,False,C,7.0
028260.KS,312000.0,0.0,67.21,303750.0,288687.5,297210.0,235238.5,2.72,8.08,4.98,32.63,UP,DN,True,364000.0,245500.0,16.67,364000.0,False,False,True,C,7.0
042660.KS,134200.0,0.0,66.22,129540.0,127210.0,129468.0,118463.75,3.6,5.49,3.65,13.28,UP,DN,True,154800.0,115100.0,15.35,154800.0,False,False,True,C,7.0
087010.KQ,276500.0,0.0,52.73,261350.0,284937.5,281240.0,279321.0,5.8,-2.96,-1.69,-1.01,DN,DN,True,359000.0,219000.0,29.84,359000.0,False,False,False,C,7.0
096770.KS,131800.0,0.0,67.34,128190.0,119650.0,120298.0,113601.0,2.82,10.15,9.56,16.02,UP,UP,True,141300.0,105100.0,7.21,141300.0,False,False,False,C,7.0
105560.KS,157000.0,0.0,64.35,158900.0,151945.0,154758.0,129136.0,-1.2,3.33,1.45,21.58,UP,DN,True,158900.0,141400.0,1.21,172500.0,False,False,False,C,7.0
189300.KQ,130200.0,0.0,67.01,132400.0,125350.0,124672.0,71632.25,-1.66,3.87,4.43,81.76,UP,UP,True,149400.0,108400.0,14.75,149400.0,False,False,False,C,7.0
211270.KQ,17130.0,0.0,65.31,17236.0,16638.5,17020.2,14002.15,-0.61,2.95,0.65,22.34,UP,DN,True,19690.0,14980.0,14.94,22400.0,False,False,False,C,7.0
225190.KS,2200.0,0.0,63.96,2117.1,2078.7,2151.96,1771.84,3.92,5.84,2.23,24.16,UP,DN,False,2570.0,1785.0,16.82,3155.0,False,False,False,C,7.0
226950.KQ,183700.0,0.0,65.07,170150.0,179675.0,171314.0,116798.0,7.96,2.24,7.23,57.28,UP,UP,True,217000.0,111800.0,18.13,217000.0,False,False,False,C,7.0
274090.KQ,22750.0,0.0,67.55,23265.0,21426.5,22120.2,15658.4,-2.21,6.18,2.85,45.29,UP,UP,True,25700.0,18090.0,12.97,31300.0,False,False,False,C,7.0
307950.KS,427000.0,0.0,65.17,425100.0,408462.5,416950.0,278129.5,0.45,4.54,2.41,53.53,UP,DN,True,543000.0,357000.0,27.17,543000.0,False,False,False,C,7.0
316140.KS,34750.0,0.0,69.11,35190.0,33480.0,34544.0,28493.5,-1.25,3.79,0.6,21.96,UP,DN,True,41500.0,30300.0,19.42,41500.0,False,False,True,C,7.0
319400.KQ,30200.0,0.0,68.58,30605.0,29340.0,29522.0,16467.3,-1.32,2.93,2.3,83.39,UP,DN,True,37700.0,23700.0,24.83,37700.0,False,False,True,C,7.0
451760.KQ,21300.0,0.0,66.14,21450.0,18749.5,19023.0,12522.65,-0.7,13.6,11.97,70.09,UP,UP,True,26350.0,13800.0,23.71,26350.0,False,False,False,C,7.0
000815.KS,366000.0,0.0,53.75,374450.0,380962.5,389620.0,362485.0,-2.26,-3.93,-6.06,0.97,DN,DN,False,407000.0,356500.0,11.2,472500.0,False,False,False,C,6.0
001120.KS,54300.0,0.0,56.65,50840.0,46932.5,46791.0,35752.75,6.81,15.7,16.05,51.88,UP,UP,True,54500.0,37600.0,0.37,55000.0,False,True,False,C,6.0
003547.KS,23350.0,0.0,66.25,23465.0,24000.0,24451.0,21070.5,-0.49,-2.71,-4.5,10.82,UP,DN,True,29750.0,21650.0,27.41,29750.0,False,False,False,C,6.0
005385.KS,247000.0,0.0,58.16,249700.0,255062.5,259520.0,209276.5,-1.08,-3.16,-4.82,18.03,UP,DN,False,329000.0,229000.0,33.2,329000.0,False,False,False,C,6.0
005387.KS,244500.0,0.0,55.64,247350.0,254662.5,259750.0,212220.0,-1.15,-3.99,-5.87,15.21,UP,DN,False,330000.0,231000.0,34.97,330000.0,False,False,False,C,6.0
005389.KS,238000.0,0.0,58.18,241100.0,244125.0,248590.0,205458.0,-1.29,-2.51,-4.26,15.84,UP,DN,False,310500.0,222500.0,30.46,310500.0,False,False,False,C,6.0
005930.KS,219500.0,0.0,69.3,214700.0,196436.25,194909.0,121805.5,2.24,11.74,12.62,80.21,UP,UP,True,223000.0,167000.0,1.59,229500.0,False,False,False,C,6.0
009410.KS,2035.0,0.0,62.45,2049.9,1880.35,1866.48,1856.74,-0.73,8.22,9.03,9.6,DN,UP,False,2075.0,1734.0,1.97,2275.0,False,False,False,C,6.0
024110.KS,22300.0,0.0,61.67,22460.0,22825.0,23524.0,20974.65,-0.71,-2.3,-5.2,6.32,UP,DN,False,29550.0,21100.0,32.51,29550.0,False,False,False,C,6.0
039200.KQ,50400.0,0.0,57.21,53460.0,52481.25,52547.0,45539.5,-5.72,-3.97,-4.09,10.67,DN,DN,False,60200.0,47150.0,19.44,60200.0,False,False,False,C,6.0
058610.KQ,116100.0,0.0,67.03,113620.0,117305.0,121322.0,68588.5,2.18,-1.03,-4.3,69.27,UP,DN,True,155000.0,101300.0,33.51,165700.0,False,False,False,C,6.0
068270.KS,208500.0,0.0,64.94,203980.0,204112.5,211450.0,190673.0,2.22,2.15,-1.4,9.35,UP,DN,False,251000.0,187700.0,20.38,251000.0,False,False,False,C,6.0
090430.KS,141800.0,0.0,67.32,132260.0,133665.0,138790.0,129117.5,7.21,6.09,2.17,9.82,UP,DN,True,145200.0,127100.0,2.4,169000.0,False,False,True,C,6.0
090710.KQ,12570.0,0.0,69.74,11414.0,12148.5,12630.0,7332.78,10.13,3.47,-0.48,71.42,UP,DN,True,15450.0,10180.0,22.91,16420.0,False,False,False,C,6.0
132030.KS,26560.0,0.0,51.05,27051.5,27412.38,27745.5,24347.78,-1.82,-3.11,-4.27,9.09,DN,DN,False,30735.0,24200.0,15.72,32125.0,False,False,False,C,6.0
196170.KQ,371000.0,0.0,54.09,364350.0,363175.0,369890.0,438855.0,1.83,2.15,0.3,-15.46,DN,DN,False,399500.0,329000.0,7.68,444000.0,False,False,False,C,6.0
