ticker,price,gap_pct,rsi14,sma10,sma40,sma50,sma200,px_vs_sma10,px_vs_sma40,px_vs_sma50,px_vs_sma200,sma10_slope,sma40_slope,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,daily_breakout,daily_retest,in_daily_box_middle,grade,score
005930.KS,217500.0,0.0,67.2,203230.0,193526.25,188115.0,117053.5,7.02,12.39,15.62,85.81,UP,UP,True,223000.0,167000.0,2.53,223000.0,False,True,False,A,7.0
396500.KS,35935.0,0.0,63.27,33496.0,32676.88,31885.3,20173.2,7.28,9.97,12.7,78.13,UP,UP,True,36570.0,28350.0,1.77,36570.0,False,True,False,B,9.0
034020.KS,110800.0,0.0,60.38,100260.0,100362.5,98904.0,79492.0,10.51,10.4,12.03,39.39,UP,UP,True,112100.0,91100.0,1.17,112100.0,False,True,False,B,8.0
471990.KS,26870.0,0.0,57.45,25565.5,24661.38,23748.4,15957.35,5.1,8.96,13.14,68.39,UP,UP,True,27120.0,22340.0,0.93,27140.0,False,True,False,B,8.0
032640.KS,17570.0,2.57,62.78,16588.0,16017.25,16055.2,15243.1,5.92,9.69,9.43,15.27,UP,UP,True,17990.0,14340.0,2.39,18500.0,False,False,False,B,7.0
069500.KS,94710.0,0.0,67.7,87568.5,84965.0,83598.1,60234.05,8.16,11.47,13.29,57.24,UP,UP,True,95720.0,75110.0,1.07,95720.0,False,True,False,B,6.0
102110.KS,94730.0,0.0,67.88,87566.5,84938.88,83571.7,60244.62,8.18,11.53,13.35,57.24,UP,UP,True,95680.0,75115.0,1.0,95680.0,False,True,False,B,6.0
409820.KS,16485.0,0.0,75.21,14845.0,14509.0,14670.2,14906.25,11.05,13.62,12.37,10.59,UP,UP,True,16680.0,12405.0,1.18,16680.0,False,True,False,B,2.0
000155.KS,545000.0,0.0,57.27,520750.0,515050.0,507490.0,455910.0,4.66,5.81,7.39,19.54,UP,UP,True,620000.0,434000.0,13.76,620000.0,False,False,False,C,9.0
000157.KS,465000.0,0.0,52.57,432200.0,450737.5,444050.0,428070.0,7.59,3.16,4.72,8.63,UP,UP,True,608000.0,399500.0,30.75,608000.0,False,False,False,C,9.0
000215.KS,28850.0,0.0,54.11,28520.0,26355.0,26003.0,24819.75,1.16,9.47,10.95,16.24,UP,UP,True,29850.0,21550.0,3.47,29850.0,False,False,False,C,9.0
00088K.KS,50300.0,0.0,64.24,47165.0,48191.25,47960.0,41287.5,6.65,4.38,4.88,21.83,UP,UP,True,58800.0,41100.0,16.9,58800.0,False,False,True,C,9.0
001120.KS,49800.0,0.0,53.56,49355.0,46271.25,45417.0,35134.0,0.9,7.63,9.65,41.74,DN,UP,True,54500.0,37600.0,9.44,54500.0,False,False,False,C,9.0
003550.KS,93800.0,0.0,58.0,90740.0,92357.5,92488.0,83054.0,3.37,1.56,1.42,12.94,UP,DN,True,107800.0,81800.0,14.93,107800.0,False,False,True,C,9.0
004000.KS,54100.0,0.0,57.14,50635.0,50241.25,49824.0,45817.5,6.84,7.68,8.58,18.08,UP,UP,True,56900.0,46100.0,5.18,56900.0,False,False,False,C,9.0
005070.KS,55200.0,0.0,63.57,53540.0,52177.5,52120.0,47056.75,3.1,5.79,5.91,17.31,UP,UP,True,63800.0,46600.0,15.58,63800.0,False,False,False,C,9.0
005380.KS,534000.0,0.0,57.96,491200.0,514400.0,509560.0,326970.0,8.71,3.81,4.8,63.32,UP,UP,True,687000.0,445000.0,28.65,687000.0,False,False,False,C,9.0
006650.KS,152700.0,0.0,61.99,149640.0,145635.0,146852.0,129858.0,2.04,4.85,3.98,17.59,UP,DN,True,202500.0,121500.0,32.61,202500.0,False,False,False,C,9.0
006800.KS,71300.0,0.0,58.11,66840.0,66724.32,63513.27,32856.48,6.67,6.86,12.26,117.0,UP,UP,True,76738.23,55593.03,7.63,76738.23,False,False,False,C,9.0
006805.KS,22800.0,0.0,51.2,21550.0,22725.35,22170.55,13708.88,5.8,0.33,2.84,66.32,UP,UP,True,29661.15,19562.47,30.09,29661.15,False,False,True,C,9.0
00680K.KS,21050.0,0.0,52.66,20051.0,20632.95,19924.14,12367.96,4.98,2.02,5.65,70.2,UP,UP,True,24173.04,17829.48,14.84,24173.04,False,False,False,C,9.0
007660.KS,122700.0,0.0,55.56,115640.0,113187.5,113184.0,96427.0,6.11,8.4,8.41,27.25,UP,UP,True,132500.0,96300.0,7.99,132500.0,False,False,False,C,9.0
010140.KS,28700.0,0.0,61.03,27900.0,27852.5,27893.0,24239.15,2.87,3.04,2.89,18.4,UP,UP,True,31450.0,24200.0,9.58,32000.0,False,False,False,C,9.0
010950.KS,118100.0,0.0,58.11,117340.0,115465.0,112736.0,82155.75,0.65,2.28,4.76,43.75,UP,UP,True,177100.0,103600.0,49.96,177100.0,False,False,False,C,9.0
010955.KS,57100.0,0.0,61.59,55770.0,56085.0,56000.0,46827.25,2.38,1.81,1.96,21.94,UP,UP,True,75200.0,51300.0,31.7,75200.0,False,False,False,C,9.0
011170.KS,89300.0,0.0,60.0,88840.0,82375.0,81616.0,72715.5,0.52,8.41,9.41,22.81,UP,UP,True,100500.0,68800.0,12.54,100500.0,False,False,False,C,9.0
011780.KS,137700.0,0.0,64.36,129380.0,130005.0,131950.0,121706.75,6.43,5.92,4.36,13.14,UP,DN,True,162300.0,110000.0,17.86,162300.0,False,False,True,C,9.0
012330.KS,427000.0,0.0,60.14,401700.0,418350.0,422430.0,351050.0,6.3,2.07,1.08,21.64,UP,DN,True,531000.0,372000.0,24.36,531000.0,False,False,False,C,9.0
012450.KS,1519000.0,0.0,62.42,1495900.0,1382750.0,1345700.0,1061985.0,1.54,9.85,12.88,43.03,UP,UP,True,1655000.0,1217000.0,8.95,1655000.0,False,False,False,C,9.0
017510.KS,10200.0,0.0,59.3,9275.0,9693.0,9755.2,9492.65,9.97,5.23,4.56,7.45,UP,DN,True,13460.0,8620.0,31.96,13460.0,False,False,False,C,9.0
028260.KS,306000.0,0.0,63.6,291700.0,293412.5,297050.0,230896.0,4.9,4.29,3.01,32.53,UP,DN,True,364000.0,245500.0,18.95,364000.0,False,False,True,C,9.0
030200.KS,63600.0,0.0,62.28,61810.0,61380.0,60960.0,54840.5,2.9,3.62,4.33,15.97,UP,UP,True,69400.0,54200.0,9.12,69400.0,False,False,False,C,9.0
033100.KQ,51700.0,0.0,60.94,48095.0,49291.25,50335.0,40546.25,7.5,4.89,2.71,27.51,UP,DN,True,70100.0,43250.0,35.59,70100.0,False,False,False,C,9.0
034730.KS,371000.0,0.0,62.33,342600.0,349387.5,345340.0,262827.5,8.29,6.19,7.43,41.16,UP,UP,True,424000.0,298000.0,14.29,424000.0,False,False,False,C,9.0
03473K.KS,265000.0,0.0,57.4,254800.0,255825.0,251930.0,198101.5,4.0,3.59,5.19,33.77,UP,UP,True,299500.0,226500.0,13.02,299500.0,False,False,False,C,9.0
036010.KQ,10330.0,0.0,62.63,9579.0,8767.0,8728.4,7502.65,7.84,17.83,18.35,37.68,UP,UP,True,10900.0,6900.0,5.52,10900.0,False,False,False,C,9.0
038500.KQ,16400.0,0.0,50.05,16228.0,16129.75,15865.6,6675.28,1.06,1.68,3.37,145.68,UP,UP,True,22850.0,14050.0,39.33,23500.0,False,False,False,C,9.0
039200.KQ,56600.0,0.0,54.49,52065.0,52788.75,52441.0,44840.75,8.71,7.22,7.93,26.22,UP,UP,True,60200.0,46000.0,6.36,60200.0,False,False,False,C,9.0
042660.KS,131900.0,0.0,54.74,124740.0,128942.5,129966.0,116972.75,5.74,2.29,1.49,12.76,UP,DN,True,154800.0,115100.0,17.36,154800.0,False,False,True,C,9.0
042700.KS,292000.0,0.0,54.86,276550.0,279187.5,262822.0,153858.5,5.59,4.59,11.1,89.78,UP,UP,True,335500.0,242500.0,14.9,335500.0,False,False,False,C,9.0
047810.KS,189900.0,0.0,52.15,190790.0,184075.0,180134.0,125619.5,-0.47,3.16,5.42,51.17,UP,UP,True,215500.0,164200.0,13.48,215500.0,False,False,False,C,9.0
051600.KS,59800.0,0.0,52.22,57660.0,59062.5,58714.0,54056.75,3.71,1.25,1.85,10.62,UP,UP,True,69000.0,54800.0,15.38,69000.0,False,False,True,C,9.0
051915.KS,170800.0,0.0,63.62,163870.0,160195.0,159438.0,160084.5,4.23,6.62,7.13,6.69,UP,UP,True,201000.0,141600.0,17.68,201000.0,False,False,True,C,9.0
058470.KQ,115000.0,0.0,57.71,112010.0,108907.5,106468.0,68599.0,2.67,5.59,8.01,67.64,UP,UP,True,128200.0,94200.0,11.48,128200.0,False,False,False,C,9.0
064400.KS,67100.0,0.0,60.56,61570.0,64352.5,65494.0,66829.5,8.98,4.27,2.45,0.4,UP,DN,True,78300.0,55400.0,16.69,78300.0,False,False,True,C,9.0
066575.KS,54300.0,0.0,58.07,51400.0,53782.5,53274.0,45851.5,5.64,0.96,1.93,18.43,UP,DN,True,68200.0,47100.0,25.6,68200.0,False,False,False,C,9.0
071055.KS,176300.0,0.0,58.8,164970.0,166582.5,163754.0,125306.0,6.87,5.83,7.66,40.7,UP,UP,True,190200.0,148000.0,7.88,190200.0,False,False,False,C,9.0
078600.KQ,132500.0,0.0,51.69,121450.0,113815.0,107672.0,80401.5,9.1,16.42,23.06,64.8,UP,UP,True,138500.0,76100.0,4.53,138500.0,False,False,False,C,9.0
078930.KS,73000.0,0.0,60.16,69440.0,67892.5,68150.0,55846.25,5.13,7.52,7.12,30.72,UP,UP,True,81000.0,60700.0,10.96,81000.0,False,False,False,C,9.0
078935.KS,55500.0,0.0,63.74,54490.0,55080.0,55246.0,48114.0,1.85,0.76,0.46,15.35,UP,DN,True,63500.0,51500.0,14.41,63500.0,False,False,True,C,9.0
083650.KQ,97400.0,0.0,53.37,92540.0,95012.5,90918.0,59456.75,5.25,2.51,7.13,63.82,DN,UP,True,114200.0,72000.0,17.25,114200.0,False,False,False,C,9.0
089030.KQ,57400.0,0.0,60.27,51865.0,54106.25,52277.0,46193.25,10.67,6.09,9.8,24.26,UP,UP,True,74000.0,44850.0,28.92,74000.0,False,False,False,C,9.0
097230.KS,27500.0,0.0,59.87,25700.0,25154.75,24936.8,21340.35,7.0,9.32,10.28,28.86,UP,UP,True,29300.0,21500.0,6.55,29300.0,False,False,False,C,9.0
103590.KS,86200.0,0.0,62.2,79850.0,79002.5,76790.0,54768.88,7.95,9.11,12.25,57.39,UP,UP,True,98000.0,69000.0,13.69,98000.0,False,False,False,C,9.0
105840.KS,25100.0,0.0,52.59,23520.0,25011.25,25009.0,17361.2,6.72,0.35,0.36,44.58,UP,DN,True,31700.0,18100.0,26.29,31700.0,False,False,True,C,9.0
108490.KQ,271500.0,0.0,55.45,248900.0,255800.0,262580.0,194539.0,9.08,6.14,3.4,39.56,UP,DN,True,284000.0,201000.0,4.6,364000.0,False,False,False,C,9.0
112610.KS,66600.0,0.0,56.72,67460.0,58805.0,55563.0,46854.75,-1.27,13.26,19.86,42.14,UP,UP,True,79400.0,41800.0,19.22,79400.0,False,False,False,C,9.0
189300.KQ,135000.0,0.0,53.86,119940.0,122832.5,121082.0,69100.25,12.56,9.91,11.49,95.37,UP,UP,True,149400.0,99100.0,10.67,149400.0,False,False,False,C,9.0
195870.KS,59300.0,0.0,57.33,55050.0,55923.75,57147.0,43802.25,7.72,6.04,3.77,35.38,UP,DN,True,62800.0,46000.0,5.9,67500.0,False,False,False,C,9.0
227840.KS,12620.0,0.0,58.3,12346.0,12478.5,12543.6,12486.65,2.22,1.13,0.61,1.07,UP,DN,True,14200.0,11830.0,12.52,14200.0,False,False,True,C,9.0
247540.KQ,205000.0,0.0,51.91,201430.0,200185.0,201694.0,154533.0,1.77,2.41,1.64,32.66,UP,UP,True,225000.0,178300.0,9.76,260000.0,False,False,True,C,9.0
272210.KS,131800.0,0.0,56.51,132400.0,131765.0,126732.0,75182.75,-0.45,0.03,4.0,75.31,UP,UP,True,184000.0,113500.0,39.61,184000.0,False,False,True,C,9.0
282330.KS,137400.0,0.0,55.47,134580.0,128055.0,128020.0,116492.5,2.1,7.3,7.33,17.95,DN,DN,True,143400.0,110100.0,4.37,147800.0,False,False,False,C,9.0
307950.KS,437000.0,0.0,62.22,396600.0,411737.5,415640.0,270450.5,10.19,6.14,5.14,61.58,UP,DN,True,543000.0,357000.0,24.26,543000.0,False,False,True,C,9.0
316140.KS,35650.0,0.0,61.85,33700.0,34097.5,34156.0,28102.5,5.79,4.55,4.37,26.86,UP,DN,True,41500.0,30300.0,16.41,41500.0,False,False,False,C,9.0
336260.KS,46000.0,0.0,63.8,38840.0,39273.75,38413.0,31905.0,18.43,17.13,19.75,44.18,UP,UP,True,48000.0,33400.0,4.35,48000.0,False,False,False,C,9.0
357780.KQ,431500.0,0.0,58.43,405800.0,418662.5,417480.0,295812.0,6.33,3.07,3.36,45.87,UP,UP,True,522000.0,360000.0,20.97,530000.0,False,False,False,C,9.0
357780.KS,425500.0,0.0,57.42,400150.0,417825.0,418620.0,294089.5,6.34,1.84,1.64,44.68,UP,UP,True,522000.0,360000.0,22.68,530000.0,False,False,False,C,9.0
373220.KS,416000.0,0.0,58.63,408400.0,393250.0,393310.0,388887.5,1.86,5.79,5.77,6.97,UP,UP,True,440000.0,346000.0,5.77,455000.0,False,False,False,C,9.0
393890.KQ,14950.0,0.0,57.99,15306.0,12541.75,11847.8,8506.8,-2.33,19.2,26.18,75.74,UP,UP,True,16920.0,7600.0,13.18,17680.0,False,False,False,C,9.0
417500.KQ,4950.0,0.0,51.21,4679.0,4676.75,4433.1,3545.65,5.79,5.84,11.66,39.61,UP,UP,True,6160.0,3000.0,24.44,6160.0,False,False,False,C,9.0
445290.KS,33295.0,0.0,59.18,30996.5,32496.38,32906.5,24304.45,7.42,2.46,1.18,36.99,UP,DN,True,38970.0,28470.0,17.04,38970.0,False,False,True,C,9.0
451760.KQ,22050.0,0.0,56.46,20098.0,18448.75,19043.0,12183.25,9.71,19.52,15.79,80.99,UP,UP,True,26350.0,13800.0,19.5,26350.0,False,False,False,C,9.0
471760.KS,19740.0,0.0,56.63,18866.0,18747.5,18250.3,12661.68,4.63,5.29,8.16,55.9,UP,UP,True,21025.0,16640.0,6.51,21025.0,False,False,False,C,9.0
475150.KS,55200.0,0.0,53.61,59070.0,44616.25,40121.2,26411.35,-6.55,23.72,37.58,109.0,UP,UP,True,69300.0,20950.0,25.54,69300.0,False,False,False,C,9.0
475310.KS,31450.0,0.0,56.87,29958.0,29095.0,28075.6,18552.05,4.98,8.09,12.02,69.52,UP,UP,True,32480.0,26390.0,3.28,32480.0,False,False,False,C,9.0
488080.KS,48085.0,0.0,62.74,42144.0,41718.5,40259.4,19655.72,14.1,15.26,19.44,144.64,UP,UP,True,54885.0,30800.0,14.14,54885.0,False,False,False,C,9.0
494310.KS,80545.0,0.0,64.6,68651.0,67304.25,65026.0,32565.42,17.33,19.67,23.87,147.33,UP,UP,True,84995.0,51150.0,5.52,84995.0,False,False,False,C,9.0
000270.KS,157900.0,0.0,51.79,151730.0,163187.5,161944.0,125752.0,4.07,-3.24,-2.5,25.56,UP,DN,True,212500.0,143800.0,34.58,212500.0,False,False,False,C,8.0
000725.KS,77100.0,0.0,63.48,75770.0,71527.5,70214.0,60066.5,1.76,7.79,9.81,28.36,UP,UP,True,79300.0,62200.0,2.85,85000.0,False,False,False,C,8.0
003545.KS,25100.0,0.0,52.23,24010.0,25756.25,25377.0,21991.4,4.54,-2.55,-1.09,14.14,UP,DN,True,27600.0,23400.0,9.96,30550.0,False,False,True,C,8.0
003547.KS,23900.0,0.0,51.39,22860.0,24608.75,24263.0,20924.85,4.55,-2.88,-1.5,14.22,UP,DN,True,29750.0,21650.0,24.48,29750.0,False,False,False,C,8.0
003670.KS,223500.0,0.0,63.3,215300.0,212535.0,214758.0,184102.0,3.81,5.16,4.07,21.4,UP,DN,True,230000.0,186000.0,2.91,254000.0,False,False,True,C,8.0
004170.KS,375500.0,0.0,61.42,336750.0,336800.0,338290.0,239099.5,11.51,11.49,11.0,57.05,UP,DN,True,384500.0,295500.0,2.4,391000.0,False,False,False,C,8.0
005940.KS,35200.0,0.0,53.0,33195.0,33346.25,32193.0,23624.45,6.04,5.56,9.34,49.0,UP,UP,True,35800.0,29300.0,1.7,42600.0,False,False,False,C,8.0
022100.KS,33250.0,0.0,62.5,31905.0,32787.5,33995.0,28179.5,4.22,1.41,-2.19,17.99,UP,DN,True,45600.0,28900.0,37.14,45600.0,False,False,False,C,8.0
058610.KQ,114000.0,0.0,52.67,108470.0,120772.5,125106.0,65951.75,5.1,-5.61,-8.88,72.85,UP,DN,True,155000.0,106100.0,35.96,165700.0,False,False,False,C,8.0
068270.KS,209000.0,0.0,52.51,199330.0,209862.5,212610.0,189302.5,4.85,-0.41,-1.7,10.41,UP,DN,True,251000.0,187700.0,20.1,251000.0,False,False,False,C,8.0
079550.KS,883000.0,0.0,61.78,878700.0,719175.0,665940.0,536272.5,0.49,22.78,32.59,64.66,UP,UP,True,899000.0,604000.0,1.81,979000.0,False,False,False,C,8.0
086520.KQ,149200.0,0.0,50.19,146270.0,154517.5,155716.0,93638.25,2.0,-3.44,-4.18,59.34,UP,DN,True,155200.0,138500.0,4.02,190000.0,False,False,False,C,8.0
214370.KQ,99100.0,0.0,51.53,92180.0,111705.0,112982.0,74442.0,7.51,-11.28,-12.29,33.12,UP,DN,True,153800.0,104800.0,55.2,153800.0,False,False,False,C,8.0
267250.KS,259000.0,0.0,50.89,249000.0,264337.5,260110.0,195491.5,4.02,-2.02,-0.43,32.49,UP,DN,True,317000.0,233500.0,22.39,317000.0,False,False,False,C,8.0
277810.KQ,616000.0,0.0,60.08,581700.0,670575.0,675760.0,442752.5,5.9,-8.14,-8.84,39.13,UP,DN,True,934000.0,516000.0,51.62,934000.0,False,False,False,C,8.0
298040.KS,2990000.0,0.0,61.6,2861000.0,2683550.0,2617040.0,1854410.0,4.51,11.42,14.25,61.24,UP,UP,True,3075000.0,2400000.0,2.84,3177000.0,False,False,False,C,8.0
348340.KQ,67000.0,0.0,50.86,59840.0,68140.0,72136.0,41626.5,11.97,-1.67,-7.12,60.96,UP,DN,True,139000.0,61700.0,107.46,139000.0,False,False,False,C,8.0
005490.KS,370000.0,0.0,66.27,360000.0,356600.0,358350.0,318932.5,2.78,3.76,3.25,16.01,UP,DN,True,427500.0,318000.0,15.54,427500.0,False,False,True,C,7.0
005870.KS,8970.0,0.0,54.27,8814.0,8664.0,8620.4,8446.05,1.77,3.53,4.06,6.2,UP,UP,False,9550.0,7900.0,6.47,10480.0,False,False,True,C,7.0
005945.KS,27200.0,0.0,50.28,25385.0,25803.75,25329.0,20234.75,7.15,5.41,7.39,34.42,UP,UP,True,27550.0,23650.0,1.29,31000.0,False,False,False,C,7.0
