ticker,price,gap_pct,rsi14,sma10,sma40,sma50,sma200,px_vs_sma10,px_vs_sma40,px_vs_sma50,px_vs_sma200,sma10_slope,sma40_slope,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,daily_breakout,daily_retest,in_daily_box_middle,grade,score
079550.KS,809500.0,-1.88,59.77,740500.0,631937.5,607390.0,522350.0,9.32,28.1,33.28,54.97,UP,UP,True,899000.0,399500.0,11.06,899000.0,False,False,False,B,9.0
393890.KQ,13750.0,-1.65,57.48,14047.0,11248.25,10732.6,8172.7,-2.11,22.24,28.11,68.24,UP,UP,True,16920.0,7600.0,23.05,16920.0,False,False,False,B,9.0
381180.KS,30990.0,0.0,54.57,30379.5,30469.12,30513.1,25470.45,2.01,1.71,1.56,21.67,UP,UP,True,31470.0,28285.0,1.55,31620.0,False,True,False,B,9.0
103590.KS,75900.0,-1.04,48.18,74330.0,76602.5,73874.0,52806.12,2.11,-0.92,2.74,43.73,DN,UP,True,98000.0,70200.0,29.12,98000.0,False,False,False,B,6.0
038500.KQ,14770.0,-1.04,36.21,15707.5,16024.62,14081.0,6138.45,-5.97,-7.83,4.89,140.61,DN,UP,True,22850.0,13000.0,54.71,23500.0,False,False,False,B,6.0
417500.KQ,4400.0,-1.01,39.73,4765.5,4424.62,4197.7,3502.58,-7.67,-0.56,4.82,25.62,DN,UP,True,6160.0,3000.0,40.0,6160.0,False,False,False,B,6.0
295310.KQ,79200.0,-1.98,39.74,92270.0,88585.0,88378.0,46295.0,-14.16,-10.59,-10.38,71.08,DN,DN,True,116600.0,64300.0,47.22,116600.0,False,False,False,B,5.0
003570.KS,51300.0,-1.91,58.19,49980.0,51407.5,51333.0,53961.25,2.64,-0.21,-0.06,-4.93,UP,UP,False,61100.0,44700.0,19.1,61100.0,False,False,False,B,5.0
103140.KS,107000.0,-2.28,56.51,94580.0,106452.5,109886.0,117388.0,13.13,0.51,-2.63,-8.85,UP,DN,False,159200.0,102100.0,48.79,159200.0,False,False,False,B,4.0
097950.KS,233000.0,-0.21,76.07,220050.0,213095.0,213196.0,227014.0,5.89,9.34,9.29,2.64,UP,UP,False,235000.0,186100.0,0.86,235000.0,False,True,False,B,0.0
010820.KS,7920.0,-0.75,53.65,7395.0,6873.25,6394.6,4786.5,7.1,15.23,23.85,65.47,UP,UP,True,9940.0,3710.0,25.51,9940.0,False,False,False,C,9.0
010120.KS,799000.0,-0.62,54.12,791100.0,737325.0,697920.0,447295.0,1.0,8.36,14.48,78.63,DN,UP,True,907000.0,600000.0,13.52,907000.0,False,False,False,C,9.0
356860.KQ,66400.0,-0.6,55.93,70030.0,63346.25,62401.0,49990.5,-5.18,4.82,6.41,32.83,DN,UP,True,82600.0,46250.0,24.4,82600.0,False,False,False,C,9.0
012450.KS,1447000.0,-0.48,54.87,1368100.0,1317275.0,1309360.0,1039335.0,5.77,9.85,10.51,39.22,UP,UP,True,1655000.0,1097000.0,14.37,1655000.0,False,False,False,C,9.0
064350.KS,210500.0,-0.47,58.52,190400.0,204110.0,206698.0,201113.5,10.56,3.13,1.84,4.67,UP,DN,True,274000.0,166600.0,30.17,274000.0,False,False,False,C,9.0
000990.KS,92200.0,-0.32,59.14,83330.0,89510.0,91372.0,64961.0,10.64,3.01,0.91,41.93,UP,DN,True,98100.0,76300.0,6.4,113500.0,False,False,True,C,9.0
007810.KS,66200.0,-0.3,60.27,73660.0,60435.0,61252.0,32114.95,-10.13,9.54,8.08,106.13,UP,UP,True,87400.0,44800.0,32.02,87400.0,False,False,True,C,9.0
010950.KS,117400.0,-0.25,60.69,110760.0,112345.0,109778.0,79892.25,5.99,4.5,6.94,46.95,UP,UP,True,177100.0,103600.0,50.85,177100.0,False,False,False,C,9.0
139220.KS,8090.0,-0.25,58.6,7709.5,7258.25,6987.3,5120.4,4.94,11.46,15.78,58.0,DN,UP,True,8460.0,6130.0,4.57,8460.0,False,False,False,C,9.0
298040.KS,2635000.0,-0.23,52.63,2655900.0,2569875.0,2537120.0,1767605.0,-0.79,2.53,3.86,49.07,DN,UP,True,3075000.0,2220000.0,16.7,3075000.0,False,False,False,C,9.0
006405.KS,223500.0,-0.22,50.82,216150.0,219262.5,216022.0,163602.5,3.4,1.93,3.46,36.61,UP,UP,True,279500.0,202000.0,25.06,279500.0,False,False,False,C,9.0
009150.KS,459000.0,-0.22,52.5,441900.0,402600.0,378400.0,242790.0,3.87,14.01,21.3,89.05,DN,UP,True,488500.0,266000.0,6.43,488500.0,False,False,False,C,9.0
454320.KS,44275.0,-0.2,54.04,43701.0,42646.12,41697.9,31752.25,1.31,3.82,6.18,39.44,DN,UP,True,46920.0,35555.0,5.97,46920.0,False,False,False,C,9.0
000215.KS,27950.0,-0.18,61.06,26880.0,25553.75,25067.0,24622.0,3.98,9.38,11.5,13.52,DN,UP,True,29850.0,21550.0,6.8,29850.0,False,False,False,C,9.0
006360.KS,27950.0,-0.18,62.93,26855.0,23478.0,22546.0,20293.95,4.08,19.05,23.97,37.73,DN,UP,True,33800.0,18430.0,20.93,33800.0,False,False,False,C,9.0
078600.KQ,118000.0,-0.17,54.15,124640.0,106402.5,99888.0,78244.5,-5.33,10.9,18.13,50.81,DN,UP,True,138500.0,76100.0,17.37,138500.0,False,False,False,C,9.0
030200.KS,60200.0,-0.17,51.08,60170.0,60950.0,59868.0,54435.0,0.05,-1.23,0.55,10.59,UP,UP,True,69400.0,54200.0,15.28,69400.0,False,False,True,C,9.0
271560.KS,131500.0,-0.15,50.65,131220.0,131115.0,128058.0,112541.0,0.21,0.29,2.69,16.85,DN,UP,True,137800.0,120100.0,4.79,143400.0,False,False,False,C,9.0
096770.KS,120200.0,-0.08,59.59,113750.0,116997.5,115700.0,111714.5,5.67,2.74,3.89,7.6,UP,UP,True,141300.0,105100.0,17.55,141300.0,False,False,True,C,9.0
086790.KS,113000.0,0.0,54.57,109410.0,115252.5,112752.0,94691.5,3.28,-1.95,0.22,19.33,UP,UP,True,133700.0,100800.0,18.32,133700.0,False,False,True,C,9.0
200710.KQ,54000.0,0.0,56.19,54180.0,45926.25,44130.0,29578.55,-0.33,17.58,22.37,82.56,UP,UP,True,61500.0,34600.0,13.89,61500.0,False,False,False,C,9.0
353200.KS,80700.0,0.0,60.56,83110.0,68360.0,65641.0,40703.3,-2.9,18.05,22.94,98.26,UP,UP,True,91300.0,49600.0,13.14,91300.0,False,False,False,C,9.0
390390.KS,40420.0,0.01,52.83,39766.0,39936.88,39978.2,33489.48,1.64,1.21,1.11,20.69,DN,DN,True,41050.0,37455.0,1.56,41480.0,False,True,True,C,9.0
364980.KS,10870.0,0.09,59.92,10474.5,10489.38,10453.7,9130.52,3.78,3.63,3.98,19.05,UP,UP,True,11935.0,9525.0,9.8,11935.0,False,False,False,C,9.0
036010.KQ,9270.0,0.11,57.96,8853.0,8539.75,8448.4,7327.2,4.71,8.55,9.72,26.51,DN,UP,True,10900.0,6900.0,17.58,10900.0,False,False,False,C,9.0
305720.KS,17425.0,0.11,60.46,16887.0,17034.0,17018.7,14209.55,3.19,2.3,2.39,22.63,UP,UP,True,19695.0,15430.0,13.03,19695.0,False,False,False,C,9.0
373220.KS,412000.0,0.12,59.57,399150.0,390512.5,393700.0,384355.0,3.22,5.5,4.65,7.19,UP,UP,True,440000.0,346000.0,6.8,455000.0,False,False,True,C,9.0
305540.KS,21365.0,0.14,59.52,20704.5,20899.38,20870.5,17585.85,3.19,2.23,2.37,21.49,UP,UP,True,24120.0,18925.0,12.89,24120.0,False,False,False,C,9.0
055550.KS,93800.0,0.21,53.73,91710.0,94402.5,92326.0,76615.0,2.28,-0.64,1.6,22.43,DN,UP,True,98800.0,83700.0,5.33,107200.0,False,False,True,C,9.0
032830.KS,226000.0,0.22,54.36,221300.0,216155.0,209838.0,162284.5,2.12,4.55,7.7,39.26,DN,UP,True,245500.0,190500.0,8.63,259500.0,False,False,False,C,9.0
023530.KS,104700.0,0.29,50.77,107240.0,104665.0,99672.0,78383.5,-2.37,0.03,5.04,33.57,DN,UP,True,116700.0,89600.0,11.46,120000.0,False,False,False,C,9.0
005090.KS,54800.0,0.37,50.0,59980.0,49566.25,43953.0,28700.5,-8.64,10.56,24.68,90.94,DN,UP,True,68300.0,38000.0,24.64,68300.0,False,False,False,C,9.0
047050.KS,80200.0,0.75,60.8,77530.0,72750.0,70812.0,56315.5,3.44,10.24,13.26,42.41,UP,UP,True,85900.0,58700.0,7.11,87200.0,False,False,False,C,9.0
003670.KS,210500.0,-0.47,61.65,207440.0,214097.5,215908.0,180392.9,1.48,-1.68,-2.5,16.69,UP,DN,True,254000.0,186000.0,20.67,254000.0,False,False,True,C,8.0
005070.KS,51500.0,-0.39,57.01,51365.0,51782.5,51547.0,46227.0,0.26,-0.55,-0.09,11.41,UP,UP,True,63800.0,46600.0,23.88,63800.0,False,False,True,C,8.0
010955.KS,54000.0,-0.37,51.05,53410.0,55960.0,55433.0,46180.75,1.1,-3.5,-2.59,16.93,DN,DN,True,75200.0,45550.0,39.26,75200.0,False,False,False,C,8.0
278280.KQ,52800.0,-0.19,60.85,49890.0,50176.25,51350.0,50180.5,5.83,5.23,2.82,5.22,UP,DN,True,54000.0,40000.0,2.27,65200.0,False,False,True,C,8.0
365340.KQ,60500.0,-0.17,52.7,59290.0,59618.75,60575.0,44517.75,2.04,1.48,-0.12,35.9,UP,DN,True,74000.0,48000.0,22.31,74000.0,False,False,False,C,8.0
005490.KS,348000.0,-0.14,53.06,342550.0,357875.0,358120.0,314882.5,1.59,-2.76,-2.83,10.52,UP,DN,True,427500.0,318000.0,22.84,427500.0,False,False,False,C,8.0
028300.KQ,51300.0,0.0,51.44,51505.0,51260.0,52776.0,47816.25,-0.4,0.08,-2.8,7.29,UP,DN,True,57400.0,45550.0,11.89,69200.0,False,False,False,C,8.0
241560.KQ,60600.0,0.0,55.87,59970.0,61512.5,61222.0,58000.5,1.05,-1.48,-1.02,4.48,DN,UP,True,68400.0,53000.0,12.87,68400.0,False,False,True,C,8.0
247540.KQ,200000.0,0.05,53.36,198450.0,200735.0,201984.0,150181.5,0.78,-0.37,-0.98,33.17,UP,DN,True,225000.0,178300.0,12.5,260000.0,False,False,True,C,8.0
451760.KQ,17760.0,0.06,51.15,18628.0,18592.75,19002.4,11735.65,-4.66,-4.48,-6.54,51.33,UP,DN,True,20800.0,13800.0,17.12,26350.0,False,False,False,C,8.0
017670.KS,80500.0,0.12,51.38,78860.0,78000.0,75806.0,59983.0,2.08,3.21,6.19,34.2,UP,UP,True,82100.0,69000.0,1.99,88600.0,False,False,False,C,8.0
078930.KS,65600.0,0.46,51.74,66150.0,67730.0,67020.0,54899.5,-0.83,-3.14,-2.12,19.49,DN,DN,True,70200.0,60700.0,7.01,81000.0,False,False,False,C,8.0
121600.KQ,64100.0,0.63,53.5,63910.0,65667.5,65526.0,57016.0,0.3,-2.39,-2.18,12.42,UP,DN,True,77000.0,58500.0,20.12,77000.0,False,False,False,C,8.0
