symbol,is_2x,status,status_rank,pattern,pattern_score,break_level,breakout_date,vol_confirmed,hold_confirmed,last_close,diag_touches,diag_slope_low,diag_depth,diag_vol_ratio_10_60,diag_db_score
IYE,False,ENTRY_READY,0,DOUBLE_BOTTOM,8.0,59.29,2026-03-02,True,True,59.54,2,0.224016,0.2439,0.793,3.0
XLE,False,ENTRY_READY,0,DOUBLE_BOTTOM,8.0,56.15,2026-03-02,True,True,56.36,2,0.216402,0.2438,0.774,3.0
APA,False,ENTRY_READY,0,DOUBLE_BOTTOM,7.0,30.42,2026-03-02,True,True,31.785,2,0.069507,0.2901,0.99,3.0
FANG,False,ENTRY_READY,0,DOUBLE_BOTTOM,6.0,177.25,2026-03-02,True,True,177.995,1,0.38642,0.2397,1.068,3.0
DIG,True,ENTRY_READY,0,DOUBLE_BOTTOM,5.0,55.85,2026-03-02,True,True,56.115,2,0.371355,0.4218,0.796,3.0
ERX,True,ENTRY_READY,0,DOUBLE_BOTTOM,5.0,86.58,2026-03-02,True,True,86.97,2,0.575947,0.4229,0.785,3.0
GUSH,True,ENTRY_READY,0,DOUBLE_BOTTOM,3.0,31.9,2026-03-02,True,True,34.06,1,0.147451,0.4022,0.956,3.0
COP,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,7.0,113.8,2026-03-02,True,False,118.63,1,0.386672,0.2393,0.76,3.0
SHEL,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,6.0,83.665,2026-03-02,True,False,82.06,1,0.161364,0.1883,0.993,3.0
XOP,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,6.0,154.0,2026-03-02,True,False,159.18,1,0.421007,0.235,0.942,3.0
BZ=F,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,5.5,82.11,2026-03-03,True,False,83.75,1,0.213812,0.2849,1.354,3.0
CL=F,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,5.5,75.33,2026-03-03,True,False,77.12,1,0.176855,0.2701,1.374,3.0
CNQ,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,5.0,44.04,2026-03-02,True,False,43.92,1,0.194566,0.3429,0.57,3.0
TTE,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,BASE,4.5,80.36,2026-03-02,True,False,79.32,1,0.281469,0.2439,0.777,0.0
LNG,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,BASE,4.0,236.63,2026-03-02,True,False,250.98,2,0.688388,0.2626,1.504,0.0
UCO,True,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,4.0,28.52,2026-03-03,True,False,30.32,1,0.115635,0.3647,1.193,3.0
EQNR,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,3.5,29.94,2026-03-02,True,False,31.55,1,0.131696,0.3168,1.209,3.0
