ticker,price,gap_pct,rsi14,px_vs_sma50,px_vs_sma200,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,daily_breakout,daily_retest,in_daily_box_middle,grade,score
IYZ,39.69,0.0,55.86,6.84,20.91,True,40.59,33.23,2.27,40.59,False,True,False,A,9.0
IDU,118.35,0.0,45.55,4.11,7.4,True,120.82,106.08,2.09,120.82,False,True,False,A,6.0
GLNG,46.93,-0.38,62.93,10.0,15.36,True,47.48,41.68,1.17,47.48,False,True,False,B,8.0
RCAT,17.01,1.34,67.88,23.98,64.31,True,18.78,10.8,10.41,18.78,False,False,False,B,7.0
ED,114.18,-0.27,65.4,5.55,11.89,True,115.25,96.96,0.94,116.23,False,True,False,B,6.0
XLU,47.04,-0.13,48.99,4.9,8.37,True,47.8,41.74,1.62,47.8,False,True,False,B,6.0
NUGT,185.48,1.26,15.25,-24.89,20.34,False,320.79,203.64,72.95,320.79,False,False,False,B,3.0
APH,133.39,1.34,33.34,-7.03,7.07,False,154.05,127.6,15.49,167.04,False,False,False,B,3.0
AGIG,1.69,-1.17,25.35,-40.2,-71.48,False,5.31,2.61,214.2,5.31,False,False,False,B,2.0
ULCC,3.26,1.09,12.35,-31.62,-27.24,False,6.66,4.62,104.29,6.66,False,False,False,B,2.0
SWK,71.28,1.36,4.85,-13.48,-3.65,False,93.37,77.2,30.99,93.37,False,False,False,B,2.0
CAN,0.48,1.37,41.17,-20.53,-42.34,False,0.56,0.43,15.63,0.95,False,False,False,B,2.0
CREG,0.66,1.52,21.36,-46.59,-61.14,False,1.35,1.08,104.55,2.66,False,False,False,B,2.0
NXXT,0.47,1.58,13.12,-43.79,-71.16,False,2.02,0.47,328.72,1.92,False,False,False,B,2.0
TEL,202.94,1.83,22.83,-9.2,-4.65,False,245.0,206.84,20.73,245.0,False,False,False,B,2.0
SOWG,0.4,-3.96,40.8,-25.11,-42.25,False,1.06,0.23,165.0,1.06,False,False,False,B,1.0
RMCF,2.51,-0.4,51.9,6.06,40.2,True,2.99,1.5,19.12,2.99,False,False,False,C,9.0
ENLT,77.5,-0.33,61.04,22.34,99.43,True,81.28,22.95,4.88,81.28,False,False,False,C,9.0
BATL,13.14,-0.27,57.6,93.99,398.92,True,29.7,2.33,126.03,29.7,False,False,False,C,9.0
NOC,722.59,-0.09,54.27,3.89,21.16,True,774.0,543.66,7.11,774.0,False,False,False,C,9.0
RTX,205.87,0.02,58.39,2.84,20.09,True,214.5,192.62,4.19,214.5,False,False,False,C,9.0
LUNR,18.45,0.05,54.5,0.13,43.92,True,23.32,14.54,26.37,23.32,False,False,False,C,9.0
PL,26.41,0.07,53.15,6.67,88.84,True,27.57,19.98,4.39,30.9,False,False,False,C,9.0
ANET,135.02,0.17,54.36,0.21,4.06,True,151.8,122.37,12.43,151.8,False,False,True,C,9.0
AA,64.92,0.19,53.0,4.96,54.8,True,68.4,55.04,5.36,68.4,False,False,False,C,9.0
ROST,209.9,0.23,57.15,6.37,28.24,True,216.8,194.07,3.29,216.8,False,False,False,C,9.0
TGT,116.18,0.63,51.62,3.29,16.41,True,126.0,111.11,8.45,126.0,False,False,False,C,9.0
FLEX,65.26,0.87,54.34,2.3,12.76,True,67.71,55.16,3.75,67.93,False,False,False,C,9.0
IDYA,33.39,-0.52,56.99,-1.31,15.46,True,35.68,29.47,6.86,39.28,False,False,True,C,8.0
ASTS,94.57,-0.33,57.25,-1.65,40.85,True,106.66,77.17,12.78,129.89,False,False,False,C,8.0
ELLO,25.5,0.0,63.28,-4.21,22.93,True,30.34,23.41,18.98,30.34,False,False,True,C,8.0
GD,357.37,0.06,57.3,0.3,8.09,True,366.75,337.32,2.62,369.7,False,False,True,C,8.0
DDD,2.24,0.83,57.42,-1.49,2.3,True,2.89,1.88,29.02,2.89,False,False,False,C,8.0
FAST,45.66,-0.2,50.58,1.39,2.77,False,48.42,44.51,6.04,48.45,False,False,False,C,7.0
APD,284.53,0.01,60.65,3.61,4.27,False,296.46,268.12,4.19,296.82,False,False,False,C,7.0
COST,988.66,0.15,50.18,1.08,4.05,False,1028.44,960.46,4.02,1028.44,False,False,False,C,7.0
CNR,98.82,0.26,67.41,6.26,20.04,True,103.5,81.83,4.74,103.5,False,False,False,C,7.0
CWEN,39.89,0.26,65.37,7.1,20.44,True,41.51,36.48,4.06,41.51,False,False,False,C,7.0
NXT,120.55,0.3,67.72,9.54,43.72,True,128.75,97.46,6.8,131.59,False,False,False,C,7.0
JBL,252.74,-0.78,37.94,0.98,13.86,True,281.37,227.29,11.33,281.37,False,False,True,C,6.0
TECS,18.34,-0.7,53.29,3.11,-12.28,False,20.32,15.31,10.8,20.69,False,False,True,C,6.0
NRGV,3.9,-0.64,61.49,-7.5,32.85,False,6.35,2.85,62.82,6.35,False,False,False,C,6.0
BE,160.44,-0.4,46.73,7.27,80.15,True,180.9,131.0,12.75,180.9,False,False,False,C,6.0
SQQQ,72.73,-0.4,56.44,5.06,-8.99,False,75.19,61.72,3.38,76.61,False,False,False,C,6.0
KO,76.39,-0.39,27.82,0.59,7.48,True,82.0,67.27,7.34,82.0,False,False,True,C,6.0
NEE,91.64,-0.29,49.48,3.21,14.46,True,95.91,78.36,4.66,95.91,False,False,False,C,6.0
JNJ,237.65,-0.28,40.56,2.02,22.65,True,251.71,200.91,5.92,251.71,False,False,False,C,6.0
ATO,185.74,-0.16,57.22,5.55,10.56,True,180.65,163.57,-2.74,190.13,False,True,False,C,6.0
HAL,35.42,-0.13,48.56,3.97,33.78,True,37.03,24.92,4.55,37.03,False,False,False,C,6.0
LMT,639.11,-0.12,49.27,3.07,26.42,True,692.0,437.25,8.28,692.0,False,False,False,C,6.0
TDW,76.73,-0.09,48.78,11.72,35.36,True,88.99,49.54,15.98,88.99,False,False,False,C,6.0
MU,465.03,-0.08,61.88,17.14,103.61,True,455.5,221.69,-2.05,467.98,False,True,False,C,6.0
BEPC,41.23,-0.07,36.1,0.46,9.48,True,45.18,38.7,9.58,45.18,False,False,True,C,6.0
HAFN,6.89,-0.07,36.87,5.2,15.68,True,7.95,5.17,15.46,7.95,False,False,False,C,6.0
FRT,106.05,-0.05,40.39,1.18,6.91,True,110.89,99.29,4.56,110.89,False,False,True,C,6.0
BEP,31.6,-0.04,43.11,5.41,14.31,True,32.78,29.25,3.73,32.78,False,False,False,C,6.0
HSY,216.71,-0.03,28.03,2.29,15.17,True,239.48,188.79,10.51,239.48,False,False,False,C,6.0
CME,313.46,-0.03,47.05,5.38,12.57,True,329.16,262.19,5.01,329.16,False,False,False,C,6.0
ES,72.87,-0.03,38.24,2.22,6.57,True,76.41,66.6,4.86,76.41,False,False,False,C,6.0
CB,330.48,-0.02,39.81,3.07,12.51,True,345.67,296.06,4.6,345.67,False,False,True,C,6.0
NVDD,38.84,-0.0,52.39,0.86,-5.51,False,40.59,36.02,4.51,41.76,False,False,True,C,6.0
IH,1.93,0.0,58.81,3.27,-21.47,False,2.24,1.67,16.06,2.34,False,False,False,C,6.0
RLX,2.37,0.0,46.53,1.72,0.71,True,2.46,2.23,4.02,2.46,False,False,True,C,6.0
MTZ,306.35,0.02,59.29,15.71,45.45,True,233.14,226.09,-23.9,310.64,False,True,False,C,6.0
ETN,369.84,0.03,46.95,3.73,4.03,True,408.45,315.76,10.44,408.45,False,False,True,C,6.0
O,63.29,0.06,26.96,0.29,6.84,True,67.94,55.86,7.35,67.94,False,False,True,C,6.0
SQM,76.47,0.08,47.24,0.44,41.58,True,81.67,65.65,6.8,86.13,False,False,True,C,6.0
PWR,579.84,0.1,56.02,13.63,33.85,True,473.99,451.17,-18.26,583.73,False,True,False,C,6.0
VRT,271.55,0.1,56.79,24.77,63.54,True,189.66,158.77,-30.16,276.78,False,True,False,C,6.0
COIN,204.61,0.11,62.69,3.5,-28.03,False,213.5,139.36,4.34,263.07,False,False,True,C,6.0
HWM,244.57,0.13,34.62,4.51,22.23,True,267.31,204.55,9.3,267.31,False,False,False,C,6.0
ADM,71.74,0.15,64.2,6.54,18.87,True,70.09,65.5,-2.3,73.72,False,True,False,C,6.0
