symbol,is_2x,status,status_rank,pattern,pattern_score,break_level,breakout_date,vol_confirmed,hold_confirmed,last_close,diag_touches,diag_slope_low,diag_depth,diag_vol_ratio_10_60,diag_db_score
IYE,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,9.0,59.29,2026-03-02,True,False,60.29,4,0.21665,0.2216,0.782,3.0
XLE,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,9.0,56.15,2026-03-02,True,False,57.04,3,0.209527,0.2205,0.772,3.0
COP,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,8.0,113.8,2026-03-02,True,False,118.24,3,0.372276,0.2094,0.908,3.0
FANG,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,8.0,177.25,2026-03-02,True,False,178.96,4,0.350625,0.2135,1.064,3.0
SHEL,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,7.0,83.665,2026-03-02,True,False,84.22,1,0.150071,0.1798,0.86,3.0
XOP,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,7.0,154.0,2026-03-02,True,False,159.56,2,0.385066,0.2003,1.036,3.0
ERX,True,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,7.0,86.58,2026-03-02,True,False,89.34,3,0.556594,0.3869,0.775,3.0
UCO,True,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,7.0,25.66,2026-03-02,True,False,27.72,2,0.102795,0.2938,1.134,3.0
TTE,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,ASC_TRIANGLE,6.5,80.36,2026-03-02,True,False,81.07,3,0.270602,0.2265,0.561,0.0
APA,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,6.0,30.42,2026-03-02,True,False,31.69,1,0.061151,0.2357,1.066,3.0
DIG,True,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,6.0,55.85,2026-03-02,True,False,57.67,2,0.358822,0.385,0.757,3.0
BZ=F,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,5.5,82.11,2026-03-03,True,False,83.53,1,0.213812,0.2849,1.34,3.0
EQNR,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,5.5,29.94,2026-03-02,True,False,32.07,1,0.124915,0.2565,1.296,3.0
CNQ,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,5.0,44.04,2026-03-02,True,False,44.35,1,0.184802,0.3158,0.517,3.0
GUSH,True,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,5.0,31.9,2026-03-02,True,False,34.23,2,0.133737,0.3478,1.054,3.0
LNG,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,BASE,4.0,236.63,2026-03-02,True,False,248.93,2,0.610308,0.2131,1.563,0.0
^VIX,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,BASE,0.5,25.24,2026-03-03,True,False,25.91,1,0.087564,0.4699,1.171,2.0
VG,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,BASE,0.0,10.43,2026-03-02,True,False,11.38,1,0.072478,0.4516,1.409,0.0
IYM,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,9.0,188.81,2026-03-02,False,False,189.59,5,0.715904,0.2299,0.513,3.0
OIH,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,7.0,400.44,2026-02-24,False,False,395.43,3,1.97229,0.306,0.708,3.0
CVE,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,6.0,22.57,2026-02-19,False,True,22.88,3,0.099671,0.3318,0.911,3.0
CL=F,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,5.5,75.33,2026-03-03,False,False,76.18,1,0.176855,0.2701,1.302,3.0
AEM,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,5.0,246.78,2026-02-27,False,True,252.19,1,1.210951,0.3662,0.695,3.0
RB=F,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,4.5,2.093,2026-03-02,False,False,2.466,2,0.00623,0.3326,1.72,3.0
HAL,False,SETUP_NEAR_BREAK,3,DOUBLE_BOTTOM,9.0,36.19,,False,False,35.97,4,0.15263,0.2597,0.632,3.0
MPC,False,SETUP_NEAR_BREAK,3,DOUBLE_BOTTOM,8.0,210.32,,False,False,209.82,3,0.35857,0.2301,1.085,3.0
XLB,False,NO_SIGNAL,9,DOUBLE_BOTTOM,8.0,54.14,,False,False,53.25,2,0.175451,0.1993,0.575,3.0
JETS,False,NO_SIGNAL,9,DOUBLE_BOTTOM,7.5,31.33,,False,False,27.7,4,0.024799,0.1529,1.425,3.0
PSX,False,NO_SIGNAL,9,DOUBLE_BOTTOM,7.0,163.79,,False,False,160.18,1,0.421756,0.2236,0.741,3.0
SLB,False,NO_SIGNAL,9,DOUBLE_BOTTOM,7.0,52.4,,False,False,51.27,8,0.286505,0.3086,0.619,3.0
FCX,False,NO_SIGNAL,9,DOUBLE_BOTTOM,6.0,69.75,,False,False,68.29,2,0.374202,0.3741,0.725,3.0
CCJ,False,NO_SIGNAL,9,DOUBLE_BOTTOM,5.0,135.24,,False,False,125.74,1,0.630089,0.3767,0.761,3.0
UYM,True,NO_SIGNAL,9,DOUBLE_BOTTOM,5.0,34.54,,False,False,33.31,1,0.1918,0.3526,0.592,3.0
GC=F,False,NO_SIGNAL,9,BASE,4.5,5586.2,,False,False,5168.3,1,17.650072,0.2526,0.679,0.0
UUP,False,NO_SIGNAL,9,DOUBLE_BOTTOM,4.5,28.25,,False,False,27.33,7,-0.018041,0.0655,0.554,3.0
SCCO,False,NO_SIGNAL,9,BASE,2.5,223.89,,False,False,218.85,1,1.381329,0.3971,0.71,0.0
^TNX,False,NO_SIGNAL,9,RECTANGLE,2.5,4.311,,False,False,4.094,6,-0.00109,0.0823,1.346,2.0
NQ=F,False,NO_SIGNAL,9,BASE,2.0,26349.0,,False,False,24514.25,2,-14.321874,0.0801,1.119,2.0
ES=F,False,NO_SIGNAL,9,RECTANGLE,0.5,7043.0,,False,False,6774.5,21,-0.093227,0.0458,1.102,2.0
NG=F,False,NO_SIGNAL,9,BASE,-1.0,7.827,,False,False,3.115,1,-0.024548,0.6455,0.282,2.0
BOIL,True,NO_SIGNAL,9,BASE,-1.0,46.85,,False,False,17.78,1,-0.237672,0.6756,0.405,2.0
