ticker,price,gap_pct,rsi14,sma10,sma40,sma50,sma200,px_vs_sma10,px_vs_sma40,px_vs_sma50,px_vs_sma200,sma10_slope,sma40_slope,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,daily_breakout,daily_retest,in_daily_box_middle,grade,score
TER,291.7,-1.9,59.3,302.21,301.35,287.51,176.72,-3.48,-3.2,1.46,65.06,UP,UP,True,344.92,263.02,18.24,344.92,False,False,False,B,9.0
ADM,72.39,0.08,62.05,70.4,68.72,68.33,61.01,2.83,5.34,5.94,18.64,UP,UP,True,73.72,62.4,1.84,73.72,False,True,False,B,9.0
COM,33.5,0.15,56.89,33.58,32.19,31.98,29.56,-0.22,4.06,4.76,13.31,DN,UP,True,34.08,30.46,1.73,34.08,False,True,False,B,9.0
CWEN,39.4,1.18,58.66,38.97,38.52,37.97,33.37,1.09,2.29,3.76,18.07,UP,UP,True,41.51,36.48,5.36,41.51,False,False,False,B,9.0
FLEX,65.62,1.33,58.49,65.31,64.08,64.26,58.56,0.48,2.4,2.11,12.05,UP,UP,True,67.71,58.53,3.19,70.74,False,False,False,B,9.0
GLW,131.9,-2.53,58.63,133.32,132.24,125.0,86.82,-1.07,-0.26,5.52,51.92,UP,UP,True,162.1,120.01,22.9,162.1,False,False,False,B,8.0
SOXX,324.46,-1.33,53.29,337.21,345.46,345.27,289.58,-3.78,-6.08,-6.03,12.04,UP,DN,True,368.82,316.22,13.67,368.82,False,False,False,B,8.0
SMH,376.41,-1.16,50.15,391.73,400.6,400.54,341.2,-3.91,-6.04,-6.02,10.32,DN,DN,True,427.94,374.16,13.69,427.94,False,False,False,B,8.0
ON,60.18,-1.13,62.74,60.46,63.85,63.44,55.23,-0.47,-5.75,-5.14,8.97,UP,DN,True,73.76,54.99,22.57,73.76,False,False,False,B,8.0
ROST,214.3,-0.0,55.48,211.17,202.74,200.09,165.78,1.48,5.7,7.1,29.27,UP,UP,True,216.8,194.07,1.17,217.5,False,True,False,B,8.0
AMKR,44.22,-2.04,57.43,46.62,47.18,47.8,34.49,-5.15,-6.27,-7.48,28.22,UP,DN,True,57.09,40.22,29.1,57.09,False,False,False,B,7.0
NVDD,41.01,-0.05,56.07,39.79,38.78,38.73,40.74,3.06,5.76,5.88,0.67,UP,UP,False,41.76,36.02,1.83,41.76,False,True,False,B,7.0
LIT,71.93,2.23,53.62,70.18,71.81,71.97,57.8,2.49,0.17,-0.06,24.45,DN,DN,True,78.0,68.02,8.44,78.0,False,False,True,B,7.0
NRGV,3.45,-1.99,64.04,3.52,3.58,3.98,3.01,-2.07,-3.71,-13.33,14.47,UP,DN,False,6.35,2.85,84.06,6.35,False,False,False,B,6.0
AMD,201.21,-1.26,57.5,202.44,207.08,214.35,194.77,-0.61,-2.83,-6.13,3.31,UP,DN,False,266.96,188.22,32.68,266.96,False,False,False,B,6.0
GS,814.06,-1.04,50.42,814.4,875.07,888.84,803.39,-0.04,-6.97,-8.41,1.33,UP,DN,False,968.39,780.5,18.96,984.7,False,False,False,B,6.0
SOXL,47.07,-3.88,51.42,53.34,59.26,59.74,40.87,-11.75,-20.57,-21.21,15.17,UP,DN,False,72.36,44.53,53.73,72.36,False,False,False,B,5.0
HIMS,20.46,-1.92,62.56,22.95,20.27,22.26,40.72,-10.83,0.93,-8.08,-49.76,DN,DN,False,27.54,13.74,34.6,36.45,False,False,False,B,5.0
RDW,8.71,-1.8,53.54,9.41,9.35,9.83,10.17,-7.44,-6.85,-11.38,-14.39,DN,DN,False,10.4,7.53,19.4,14.55,False,False,False,B,5.0
JBLU,4.45,-1.33,50.53,4.24,5.15,5.15,4.79,4.85,-13.55,-13.53,-7.03,UP,DN,False,6.5,4.6,46.07,6.5,False,False,False,B,5.0
FCX,55.1,-1.31,42.34,55.79,61.56,61.38,48.26,-1.24,-10.49,-10.23,14.18,DN,DN,True,69.75,58.23,26.59,69.75,False,False,False,B,5.0
UAL,91.5,-1.28,51.07,91.98,102.67,104.03,99.16,-0.53,-10.88,-12.04,-7.72,UP,DN,False,118.94,84.7,29.99,119.21,False,False,False,B,5.0
SYM,50.15,-1.28,55.95,51.41,53.92,55.67,56.31,-2.46,-7.0,-9.91,-10.94,UP,DN,False,64.41,45.75,28.43,73.97,False,False,False,B,5.0
CCJ,103.35,-1.26,44.78,107.46,115.59,116.58,91.83,-3.82,-10.59,-11.35,12.54,DN,DN,True,126.13,107.92,22.04,135.24,False,False,False,B,5.0
TSM,322.63,-1.07,43.79,338.77,351.95,348.36,287.39,-4.76,-8.33,-7.39,12.26,DN,UP,True,390.21,319.07,20.95,390.21,False,False,False,B,5.0
RIO,84.88,-1.06,39.48,87.0,93.48,92.51,73.33,-2.43,-9.2,-8.25,15.75,DN,DN,True,101.53,67.74,19.62,101.53,False,False,False,B,5.0
QETH,20.71,1.67,54.1,21.61,20.91,22.86,32.3,-4.16,-0.95,-9.41,-35.87,UP,DN,False,33.92,17.99,63.79,33.92,False,False,False,B,5.0
ENLT,66.55,-7.49,41.48,73.61,68.92,65.97,40.46,-9.59,-3.43,0.88,64.48,UP,UP,True,81.28,22.95,22.13,81.28,False,False,False,B,4.0
BE,130.05,-2.6,49.17,151.26,153.65,152.36,92.86,-14.02,-15.36,-14.65,40.05,DN,DN,True,180.9,131.0,39.1,180.9,False,False,True,B,4.0
MU,346.38,-2.55,46.69,419.59,409.82,404.23,237.25,-17.45,-15.48,-14.31,46.0,DN,DN,True,455.5,221.69,31.5,471.34,False,False,False,B,4.0
NNDM,1.75,-2.23,47.37,1.68,1.86,1.86,1.64,4.35,-6.02,-5.75,6.51,DN,DN,True,2.32,1.7,32.57,2.32,False,False,False,B,4.0
FLNC,14.65,-2.07,51.15,15.96,18.39,20.07,15.01,-8.23,-20.35,-27.01,-2.4,DN,DN,False,18.21,13.81,24.3,33.51,False,False,False,B,4.0
TRX,1.29,2.38,31.07,1.42,1.67,1.57,0.82,-9.35,-22.77,-17.96,57.37,DN,DN,True,2.02,0.84,56.59,2.8,False,False,False,B,4.0
ULCC,3.78,2.44,52.15,3.37,4.45,4.58,4.46,12.03,-15.03,-17.46,-15.33,UP,DN,False,6.66,4.62,76.19,6.66,False,False,False,B,4.0
KOLD,19.74,-8.19,62.01,20.46,20.48,22.14,29.43,-3.54,-3.63,-10.86,-32.92,UP,UP,False,24.69,17.41,25.08,49.47,False,False,False,B,3.0
SOWG,0.5,-1.96,65.79,0.48,0.47,0.53,0.68,3.95,6.61,-5.3,-26.88,UP,DN,False,0.61,0.36,22.0,1.06,False,False,False,B,3.0
SCCO,157.51,-1.41,35.26,164.86,191.2,189.8,135.12,-4.46,-17.62,-17.01,16.57,DN,DN,False,223.89,181.6,42.14,223.89,False,False,False,B,3.0
GOOGL,277.9,-1.08,34.92,299.89,310.75,314.83,262.27,-7.33,-10.57,-11.73,5.96,DN,DN,False,349.0,296.12,25.58,349.0,False,False,False,B,3.0
LUV,39.12,-1.04,42.72,40.05,46.93,46.0,37.11,-2.31,-16.64,-14.95,5.43,DN,DN,False,55.11,38.09,40.87,55.11,False,False,False,B,3.0
LABD,18.79,1.02,48.18,19.62,18.77,18.69,37.86,-4.25,0.08,0.56,-50.37,UP,UP,False,21.18,16.16,12.72,23.02,False,False,False,B,3.0
IAU,82.99,1.1,16.24,87.89,93.52,93.24,77.01,-5.57,-11.26,-10.99,7.76,DN,DN,False,100.81,86.54,21.47,104.4,False,False,False,B,3.0
GLD,405.06,1.1,16.27,429.02,456.58,455.19,376.1,-5.58,-11.28,-11.01,7.7,DN,DN,False,492.15,442.04,21.5,509.7,False,False,False,B,3.0
GLDM,87.32,1.15,16.23,92.43,98.34,98.04,80.94,-5.53,-11.21,-10.93,7.88,DN,DN,False,105.99,91.0,21.38,109.74,False,False,False,B,3.0
SIVR,64.7,1.35,26.16,69.83,77.67,81.12,54.61,-7.35,-16.7,-20.24,18.48,DN,DN,False,89.58,68.43,38.45,115.26,False,False,False,B,3.0
SLV,61.6,1.37,26.23,66.49,73.96,77.25,52.02,-7.35,-16.72,-20.26,18.41,DN,DN,False,85.27,65.14,38.43,109.83,False,False,False,B,3.0
KALU,117.13,1.97,41.09,114.89,127.8,127.77,98.18,1.95,-8.35,-8.33,19.3,DN,DN,False,150.0,118.83,28.06,150.0,False,False,False,B,3.0
BATL,6.4,15.11,22.8,11.37,9.17,7.74,2.87,-43.71,-30.24,-17.35,122.9,DN,UP,True,29.7,2.33,364.06,29.7,False,False,False,B,3.0
SAFX,0.43,-4.87,66.43,0.36,0.25,0.23,1.07,18.75,72.59,85.71,-59.64,DN,UP,False,0.65,0.15,51.16,0.65,False,False,False,B,2.0
ENPH,39.05,-2.81,49.87,43.11,44.09,42.81,37.2,-9.42,-11.44,-8.78,4.97,DN,UP,False,52.93,38.43,35.54,52.93,False,False,False,B,2.0
TGB,5.68,-2.24,27.51,6.18,7.54,7.53,4.93,-8.14,-24.64,-24.54,15.31,DN,DN,False,8.91,3.93,56.87,9.25,False,False,False,B,2.0
UBOT,20.5,-1.9,27.44,22.53,26.03,26.39,24.76,-9.0,-21.23,-22.33,-17.19,DN,DN,False,30.22,24.64,47.41,30.22,False,False,False,B,2.0
TQQQ,40.46,-1.87,33.4,45.02,48.83,49.92,49.14,-10.13,-17.14,-18.95,-17.67,DN,DN,False,58.01,49.37,43.38,58.01,False,False,False,B,2.0
USD,46.62,-1.81,43.41,51.36,54.54,54.96,49.11,-9.23,-14.52,-15.18,-5.08,DN,DN,False,61.65,47.81,32.24,61.68,False,False,False,B,2.0
DRIP,3.92,-1.75,21.05,4.53,5.82,6.27,8.34,-13.41,-32.67,-37.47,-53.0,DN,DN,False,9.47,7.54,141.58,9.47,False,False,False,B,2.0
TMF,34.8,-1.75,35.4,36.39,38.41,38.29,38.93,-4.36,-9.39,-9.11,-10.61,DN,DN,False,41.88,36.27,20.34,41.88,False,False,False,B,2.0
TEL,200.18,-1.49,47.52,201.81,216.92,219.89,214.0,-0.81,-7.72,-8.96,-6.46,UP,DN,False,245.0,206.84,22.39,245.0,False,False,False,B,2.0
VST,150.05,-1.48,44.33,157.66,161.62,162.13,181.48,-4.83,-7.16,-7.45,-17.32,DN,DN,False,178.31,138.53,18.83,182.56,False,False,False,B,2.0
CEG,291.0,-1.42,38.89,301.38,297.56,298.2,329.47,-3.45,-2.21,-2.41,-11.68,DN,UP,False,333.8,243.3,14.71,378.5,False,False,False,B,2.0
MP,50.97,-1.41,37.02,54.91,58.53,60.29,60.27,-7.18,-12.92,-15.46,-15.43,DN,DN,False,63.9,53.89,25.37,72.93,False,False,False,B,2.0
QS,6.41,-1.38,46.06,6.82,7.41,8.01,10.33,-5.94,-13.55,-20.02,-37.92,DN,DN,False,11.93,6.39,86.12,11.93,False,False,False,B,2.0
SPXL,179.02,-1.37,31.96,192.94,212.83,215.62,205.02,-7.22,-15.89,-16.97,-12.68,DN,DN,False,234.09,209.68,30.76,234.09,False,False,False,B,2.0
ALK,38.42,-1.36,36.39,38.35,48.41,48.69,50.16,0.2,-20.64,-21.09,-23.41,DN,DN,False,60.63,46.38,57.81,60.63,False,False,False,B,2.0
UPRO,93.89,-1.36,31.65,101.23,111.67,113.13,107.81,-7.25,-15.92,-17.01,-12.91,DN,DN,False,122.85,110.29,30.84,122.85,False,False,False,B,2.0
CCL,24.94,-1.34,47.11,24.9,29.09,29.03,28.84,0.18,-14.26,-14.09,-13.51,UP,DN,False,34.03,23.47,36.45,34.03,False,False,False,B,2.0
AGIG,1.58,-1.25,29.63,1.61,2.6,2.72,5.83,-1.8,-39.16,-41.92,-72.91,DN,DN,False,5.31,2.61,236.08,5.31,False,False,False,B,2.0
QLD,59.69,-1.22,33.93,63.95,67.29,68.21,66.64,-6.66,-11.3,-12.5,-10.42,DN,DN,False,75.22,67.26,26.02,75.22,False,False,False,B,2.0
RCL,270.65,-1.22,48.1,274.18,304.15,299.89,303.57,-1.29,-11.02,-9.75,-10.84,DN,DN,False,356.39,256.16,31.68,356.39,False,False,False,B,2.0
NCLH,19.61,-1.21,48.75,19.72,21.84,21.74,22.25,-0.57,-10.22,-9.81,-11.87,DN,DN,False,25.1,18.51,28.0,25.13,False,False,False,B,2.0
AVGO,305.68,-1.21,38.3,318.37,326.84,328.12,326.46,-3.99,-6.47,-6.84,-6.37,DN,DN,False,353.14,307.2,15.53,360.66,False,False,False,B,2.0
BULL,4.99,-1.19,36.11,5.23,5.87,6.27,10.44,-4.68,-14.97,-20.47,-52.22,DN,DN,False,6.46,7.66,29.46,8.74,False,False,False,B,2.0
UDOW,48.59,-1.12,32.16,50.57,57.92,58.62,54.02,-3.92,-16.1,-17.11,-10.05,DN,DN,False,66.21,58.67,36.26,66.21,False,False,False,B,2.0
EMR,124.9,-1.12,25.75,130.29,144.05,144.91,137.08,-4.14,-13.29,-13.81,-8.88,DN,DN,False,165.15,123.38,32.23,165.15,False,False,False,B,2.0
IONQ,29.54,-1.01,22.35,32.27,34.58,37.25,47.05,-8.45,-14.56,-20.7,-37.22,DN,DN,False,41.9,30.17,41.84,54.24,False,False,False,B,2.0
EBON,2.01,1.01,37.11,2.33,2.53,2.68,3.7,-13.84,-20.43,-25.08,-45.74,DN,DN,False,2.85,2.31,41.79,3.65,False,False,False,B,2.0
BESS,2.54,1.2,33.33,2.75,5.27,6.18,7.34,-7.5,-51.78,-58.93,-65.38,DN,DN,False,10.17,2.22,300.39,10.58,False,False,False,B,2.0
PALL,124.12,1.42,25.76,133.69,150.36,155.14,129.46,-7.16,-17.45,-19.99,-4.12,DN,DN,False,165.99,145.38,33.73,197.41,False,False,False,B,2.0
WANT,36.84,1.43,32.17,38.11,44.09,45.88,47.59,-3.33,-16.45,-19.7,-22.58,DN,DN,False,57.27,48.21,55.45,57.27,False,False,False,B,2.0
JNUG,159.0,1.59,22.35,187.14,258.0,266.77,169.19,-15.04,-38.37,-40.4,-6.02,DN,DN,False,363.55,221.1,128.65,363.55,False,False,False,B,2.0
SUUN,0.61,1.67,36.41,0.64,0.97,1.1,1.54,-5.41,-36.87,-44.79,-60.35,DN,DN,False,2.08,1.45,240.98,2.08,False,False,False,B,2.0
BATT,14.49,2.04,45.71,14.48,15.24,15.29,12.81,0.04,-4.9,-5.24,13.11,DN,DN,False,16.63,14.52,14.77,16.68,False,False,False,B,2.0
UGL,54.65,2.23,15.0,61.89,70.77,70.82,51.4,-11.7,-22.78,-22.84,6.31,DN,DN,False,81.9,61.04,49.86,90.4,False,False,False,B,2.0
HBM,19.25,2.28,32.28,19.63,23.74,23.89,16.6,-1.95,-18.93,-19.43,15.95,DN,DN,False,28.53,14.34,48.21,28.74,False,False,False,B,2.0
PILL,10.3,3.0,40.78,9.98,11.68,11.81,9.19,3.19,-11.81,-12.78,12.07,DN,DN,False,13.67,11.22,32.72,13.67,False,False,False,B,2.0
SCO,7.75,-3.85,28.21,8.3,12.59,13.59,16.82,-6.66,-38.43,-42.95,-53.91,DN,DN,False,20.46,17.56,164.0,20.46,False,False,False,B,1.0
COIN,168.03,-3.09,34.06,194.79,181.89,190.81,282.38,-13.74,-7.62,-11.94,-40.5,DN,DN,False,213.5,139.36,27.06,263.07,False,False,False,B,1.0
BULZ,16.88,-2.99,33.2,20.18,21.44,22.54,23.04,-16.33,-21.26,-25.12,-26.73,DN,DN,False,23.73,18.5,40.58,29.07,False,False,False,B,1.0
HOOD,68.49,-2.64,38.62,73.05,78.23,84.17,107.81,-6.24,-12.45,-18.63,-36.47,DN,DN,False,84.75,69.22,23.74,124.35,False,False,False,B,1.0
TECL,84.17,-2.6,38.61,95.85,103.19,106.56,111.93,-12.19,-18.43,-21.01,-24.8,DN,DN,False,130.8,94.81,55.4,130.8,False,False,False,B,1.0
MSTR,129.64,-2.47,49.38,139.84,134.85,140.93,260.86,-7.3,-3.86,-8.01,-50.3,DN,DN,False,190.2,118.4,46.71,190.2,False,False,False,B,1.0
SMCI,21.72,-2.21,27.89,26.59,30.33,30.49,40.4,-18.3,-28.38,-28.76,-46.23,DN,DN,False,34.94,28.64,60.87,34.94,False,False,False,B,1.0
TNA,43.27,-2.02,44.74,44.46,50.6,51.74,44.64,-2.68,-14.49,-16.38,-3.06,DN,DN,False,57.99,49.72,34.02,60.44,False,False,False,B,1.0
APD,292.0,-0.4,70.01,285.8,280.93,277.24,273.05,2.17,3.94,5.32,6.94,UP,UP,False,296.82,268.12,1.65,296.82,False,True,False,B,1.0
AGQ,97.7,2.55,26.04,115.65,151.07,181.27,107.59,-15.52,-35.33,-46.1,-9.19,DN,DN,False,194.61,114.55,99.19,431.47,False,False,False,B,1.0
UNG,12.31,3.97,37.53,12.18,12.45,12.52,13.34,1.04,-1.09,-1.71,-7.69,DN,DN,False,13.26,11.17,7.72,17.03,False,False,False,B,1.0
SOXS,42.84,4.03,43.05,38.95,37.81,38.41,91.71,9.97,13.3,11.55,-53.29,DN,UP,False,48.26,31.4,12.65,62.8,False,False,False,B,1.0
BNRG,0.63,-4.26,38.03,0.66,1.43,1.85,9.41,-4.6,-55.93,-65.99,-93.31,DN,DN,False,4.34,3.15,588.89,6.37,False,False,False,B,0.0
BTCT,1.2,6.19,26.92,1.29,1.27,1.32,2.21,-6.69,-5.4,-9.42,-45.78,DN,DN,False,1.5,1.12,25.0,1.83,False,False,False,B,0.0
BOIL,17.79,8.15,34.63,17.55,19.3,20.36,30.28,1.37,-7.82,-12.64,-41.25,DN,DN,False,21.31,15.55,19.79,41.25,False,False,False,B,0.0
LUNR,19.0,-1.2,55.24,18.7,17.99,18.47,13.05,1.58,5.63,2.89,45.55,UP,DN,True,23.32,14.54,22.71,23.32,False,False,True,C,9.0
MGM,37.34,-0.61,60.87,36.75,36.03,35.64,35.27,1.6,3.64,4.76,5.86,UP,UP,True,39.25,33.45,5.12,39.25,False,False,False,C,9.0
GEV,868.0,-0.59,62.99,865.22,827.15,795.93,648.7,0.32,4.94,9.06,33.81,UP,UP,True,894.93,777.0,3.1,948.38,False,False,False,C,9.0
VSAT,47.55,-0.59,57.83,48.6,46.22,45.78,32.9,-2.16,2.88,3.87,44.53,UP,UP,True,50.24,41.67,5.66,52.7,False,False,False,C,9.0
JBL,263.0,-0.44,61.35,263.96,257.53,255.25,224.84,-0.37,2.13,3.04,16.97,UP,UP,True,281.37,234.96,6.98,283.76,False,False,False,C,9.0
NEE,90.8,-0.39,50.61,91.52,91.45,90.06,80.65,-0.78,-0.71,0.82,12.58,DN,UP,True,95.91,78.36,5.63,95.91,False,False,False,C,9.0
^VIX,29.53,-0.37,58.97,25.73,22.22,21.1,17.96,14.76,32.89,39.95,64.46,UP,UP,True,35.3,13.38,19.54,35.3,False,False,False,C,9.0
NXT,119.45,-0.33,63.98,120.01,115.83,113.26,85.75,-0.47,3.12,5.47,39.3,UP,UP,True,128.75,97.46,7.79,131.72,False,False,False,C,9.0
ZD,43.33,-0.0,55.24,42.48,36.3,36.74,35.17,2.01,19.38,17.94,23.2,UP,UP,True,50.55,22.45,16.66,50.55,False,False,False,C,9.0
HAFN,7.55,-0.0,51.79,7.1,6.98,6.75,6.02,6.29,8.17,11.86,25.37,UP,UP,True,7.95,6.52,5.36,7.95,False,False,False,C,9.0
BWXT,205.09,0.0,56.07,206.2,202.99,204.38,180.26,-0.54,1.04,0.35,13.77,UP,DN,True,218.65,188.84,6.61,222.29,False,False,False,C,9.0
BEP,31.43,0.03,58.99,31.15,30.97,30.43,27.86,0.9,1.47,3.28,12.83,UP,UP,True,32.78,29.25,4.3,32.78,False,False,False,C,9.0
SQM,77.43,0.08,61.94,75.76,74.49,76.06,55.32,2.2,3.94,1.8,39.97,UP,DN,True,81.67,65.65,5.48,86.13,False,False,True,C,9.0
ALB,174.84,0.19,58.62,167.33,169.75,172.06,114.69,4.49,3.0,1.62,52.44,UP,DN,True,206.0,156.04,17.82,206.0,False,False,True,C,9.0
CF,133.0,0.33,62.22,126.02,106.88,103.44,90.62,5.54,24.44,28.58,46.77,UP,UP,True,137.44,75.87,3.34,137.44,False,False,False,C,9.0
TDW,81.5,0.87,56.14,76.02,74.0,71.14,57.68,7.22,10.14,14.57,41.29,UP,UP,True,88.99,49.54,9.19,88.99,False,False,False,C,9.0
ASML,1303.44,-1.96,54.32,1364.17,1402.93,1396.65,1038.79,-4.45,-7.09,-6.67,25.48,UP,DN,True,1547.22,1276.11,18.7,1547.22,False,False,True,C,8.0
LRCX,207.75,-1.83,56.13,226.23,228.26,227.4,155.26,-8.17,-8.99,-8.64,33.81,UP,DN,True,256.68,194.08,23.55,256.68,False,False,True,C,8.0
AMAT,332.91,-1.67,55.82,354.76,348.98,343.61,244.71,-6.16,-4.6,-3.11,36.04,UP,UP,True,395.95,316.66,18.94,395.95,False,False,True,C,8.0
KLAC,1428.95,-1.53,61.26,1490.33,1465.44,1479.41,1160.13,-4.12,-2.49,-3.41,23.17,UP,DN,True,1577.35,1321.02,10.39,1693.35,False,False,True,C,8.0
CAT,694.0,-1.31,57.87,699.95,721.29,705.04,541.08,-0.85,-3.78,-1.57,28.26,UP,UP,True,789.81,662.85,13.81,789.81,False,False,True,C,8.0
TXN,192.15,-0.65,50.23,191.91,208.37,205.81,190.38,0.13,-7.78,-6.64,0.93,DN,DN,True,231.32,173.44,20.39,231.32,False,False,False,C,8.0
HUBB,480.7,-0.2,53.74,483.67,498.24,495.21,448.28,-0.61,-3.52,-2.93,7.23,UP,UP,True,533.8,457.6,11.05,533.8,False,False,True,C,8.0
DOV,209.0,-0.1,51.07,211.05,218.64,216.18,190.37,-0.97,-4.41,-3.32,9.79,UP,UP,True,237.54,201.79,13.66,237.54,False,False,False,C,8.0
HLT,301.5,-0.07,52.77,297.93,306.52,304.67,279.35,1.2,-1.64,-1.04,7.93,UP,UP,True,333.86,289.52,10.73,333.86,False,False,True,C,8.0
MAR,325.64,-0.03,51.64,323.34,333.62,330.69,291.33,0.71,-2.39,-1.53,11.78,UP,UP,True,370.0,311.2,13.62,370.0,False,False,False,C,8.0
DD,46.02,-0.0,53.88,44.76,47.24,46.51,37.39,2.81,-2.58,-1.06,23.07,UP,UP,True,52.66,40.18,14.43,52.66,False,False,True,C,8.0
IYZ,39.86,0.0,55.72,39.68,38.83,37.87,33.17,0.46,2.66,5.24,20.18,UP,UP,True,40.59,38.28,1.83,41.04,False,False,False,C,8.0
EME,727.12,0.11,55.79,737.59,750.89,740.42,646.98,-1.42,-3.17,-1.8,12.39,UP,UP,True,835.0,685.5,14.84,835.0,False,False,True,C,8.0
FLR,46.5,0.26,54.08,45.87,47.6,47.06,45.89,1.38,-2.31,-1.19,1.33,UP,UP,True,54.26,42.46,16.69,54.26,False,False,True,C,8.0
VIK,72.99,1.96,54.68,71.37,74.25,73.3,64.21,2.27,-1.7,-0.43,13.67,UP,UP,True,81.47,65.65,11.62,81.47,False,False,True,C,8.0
LIN,494.45,-0.21,58.2,489.76,483.56,475.81,457.56,0.96,2.25,3.92,8.06,UP,UP,False,510.65,471.14,3.28,510.65,False,False,False,C,7.0
CZR,26.89,0.0,53.12,27.06,23.67,23.59,24.68,-0.64,13.58,13.97,8.97,DN,UP,False,30.88,17.86,14.84,30.88,False,False,False,C,7.0
DBC,29.57,3.97,57.56,28.54,25.99,25.57,23.26,3.6,13.75,15.64,27.13,UP,UP,True,25.69,23.39,-13.12,29.3,True,True,False,C,7.0
DAL,66.15,-1.06,69.08,64.33,66.53,66.88,61.23,2.82,-0.57,-1.1,8.04,UP,UP,True,76.39,55.28,15.48,76.39,False,False,True,C,6.0
ORA,110.0,-0.81,54.79,109.31,114.93,116.3,103.38,0.63,-4.29,-5.41,6.4,UP,DN,False,132.58,100.84,20.53,132.58,False,False,False,C,6.0
GSAT,59.8,-0.79,56.15,60.66,59.88,60.49,46.1,-1.41,-0.14,-1.14,29.72,UP,DN,False,65.02,53.67,8.73,74.65,False,False,False,C,6.0
MS,162.0,-0.75,56.72,160.64,169.07,171.96,160.43,0.85,-4.18,-5.79,0.98,UP,DN,False,188.68,152.8,16.47,192.68,False,False,False,C,6.0
ABNB,130.45,-0.47,46.22,130.25,128.42,129.21,128.44,0.16,1.58,0.96,1.56,DN,DN,True,139.0,115.53,6.55,141.4,False,False,True,C,6.0
ED,111.02,-0.45,47.27,112.04,110.84,109.45,102.27,-0.91,0.17,1.44,8.55,DN,UP,True,115.25,96.96,3.81,116.23,False,False,False,C,6.0
XLU,45.2,-0.29,36.36,45.97,45.69,45.18,43.54,-1.68,-1.08,0.05,3.81,DN,UP,True,47.8,41.74,5.75,47.8,False,False,True,C,6.0
DE,580.0,-0.2,45.08,573.38,591.94,577.09,507.69,1.15,-2.02,0.5,14.24,DN,UP,True,674.19,458.92,16.24,674.19,False,False,True,C,6.0
GM,75.5,-0.13,51.69,74.4,78.84,79.33,66.97,1.48,-4.23,-4.83,12.74,UP,DN,False,87.62,71.92,16.05,87.62,False,False,False,C,6.0
WMB,74.0,-0.08,49.17,73.61,72.21,70.42,62.38,0.53,2.47,5.08,18.63,UP,UP,True,76.87,58.09,3.88,76.87,False,False,False,C,6.0
ET,19.43,-0.05,64.71,18.98,18.66,18.48,17.49,2.39,4.1,5.11,11.1,UP,UP,True,19.3,18.24,-0.67,19.47,False,True,False,C,6.0
TJX,157.5,-0.04,45.48,156.16,156.22,155.64,143.65,0.86,0.82,1.2,9.64,UP,UP,True,162.68,145.83,3.29,162.68,False,False,True,C,6.0
JNJ,239.17,-0.03,47.26,238.29,240.46,236.47,196.24,0.37,-0.54,1.14,21.87,DN,UP,True,251.71,200.91,5.24,251.71,False,False,False,C,6.0
