# saved_at_kr,2026-03-09 21:17:21 KST
# used_candidates_txt,True
# used_candidates_meta,True
# count_base,10
# count_premarket,87
# count_final_universe,10
# count_scored,9
# count_skipped,1
ticker,price,gap_pct,rsi14,px_vs_sma50,px_vs_sma200,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,break_level_src,daily_breakout,daily_retest,in_daily_box_middle,breakout_confirmed_close,breakout_volume_confirmed,breakout_confirmed_intraday,grade,score
RCAT,16.35,6.45,74.01,29.77,63.89,True,18.02,10.8,10.23,13.83,pattern:DOUBLE_BOTTOM,True,False,False,True,True,True,A,4.0
IOT,34.58,-2.21,75.54,12.97,-6.16,False,47.47,23.38,37.28,28.28,pattern:DOUBLE_BOTTOM,True,False,True,True,True,True,A,2.0
IYR,97.72,-1.31,42.15,0.5,1.79,True,98.46,94.41,0.76,98.46,pattern:DOUBLE_BOTTOM,True,True,True,True,True,False,C,8.0
INDS,39.42,0.0,43.67,1.08,4.61,True,39.78,38.03,0.91,39.78,pattern:DOUBLE_BOTTOM,True,True,True,True,True,False,C,8.0
TTE,79.91,1.45,58.22,11.44,24.11,True,66.92,62.16,-16.26,66.69,pattern:DOUBLE_BOTTOM,True,False,False,True,True,True,C,8.0
FANG,184.69,2.3,66.26,14.96,24.54,True,164.44,139.41,-10.96,177.25,pattern:DOUBLE_BOTTOM,True,False,False,True,True,True,C,5.0
FLNG,30.45,0.73,87.86,14.71,20.23,True,27.46,25.41,-9.82,28.16,pattern:DOUBLE_BOTTOM,True,False,False,True,True,True,C,2.0
UUP,27.6,0.47,84.95,1.95,0.45,False,27.45,26.4,-0.54,27.09,pattern:DOUBLE_BOTTOM,True,True,True,True,True,True,C,1.0
PBR,17.97,2.1,79.18,25.66,39.97,True,13.62,11.43,-24.21,16.03,pattern:DOUBLE_BOTTOM,True,False,False,True,True,True,C,1.0
