ticker,price,gap_pct,rsi14,px_vs_sma50,px_vs_sma200,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,daily_breakout,daily_retest,in_daily_box_middle,grade,score
381180.KS,30780.0,0.0,44.85,1.67,24.55,True,31620.0,28670.0,2.73,31620.0,False,True,False,A,6.0
390390.KS,40470.0,0.0,45.38,1.8,24.55,True,41480.0,37270.0,2.5,41480.0,False,True,False,A,6.0
471760.KS,20705.0,0.0,56.53,26.79,78.17,True,21025.0,12655.0,1.55,21025.0,False,True,False,B,9.0
000250.KQ,806000.0,0.0,54.01,54.94,189.52,True,860000.0,198500.0,6.7,860000.0,False,False,False,C,9.0
000720.KS,170600.0,0.0,53.55,41.06,113.99,True,176900.0,98000.0,3.69,176900.0,False,False,False,C,9.0
005945.KS,26600.0,0.0,51.03,14.27,38.21,True,31000.0,22000.0,16.54,31000.0,False,False,False,C,9.0
010140.KS,28850.0,0.0,50.43,0.8,24.35,True,32000.0,23000.0,10.92,32000.0,False,False,False,C,9.0
012450.KS,1378000.0,0.0,61.41,8.44,36.52,True,1655000.0,1097000.0,20.1,1655000.0,False,False,False,C,9.0
023530.KS,107800.0,0.0,50.66,18.33,40.63,True,120000.0,67800.0,11.32,120000.0,False,False,False,C,9.0
047810.KS,191600.0,0.0,53.08,13.58,65.07,True,215500.0,156600.0,12.47,215500.0,False,False,False,C,9.0
272210.KS,139900.0,0.0,59.93,29.58,107.61,True,184000.0,44750.0,31.52,184000.0,False,False,False,C,9.0
357780.KS,440000.0,0.0,54.62,14.64,62.72,True,530000.0,366000.0,20.45,530000.0,False,False,False,C,9.0
469150.KS,49165.0,0.0,51.43,26.17,103.66,True,51290.0,23670.0,4.32,51290.0,False,False,False,C,9.0
489790.KS,86400.0,0.0,50.31,34.75,57.63,True,94400.0,35650.0,9.26,94400.0,False,False,False,C,9.0
222800.KQ,60800.0,0.33,55.93,15.95,49.35,True,65700.0,42500.0,8.06,65700.0,False,False,False,C,9.0
034020.KS,107600.0,0.0,52.88,13.32,44.67,True,110200.0,79000.0,2.42,110700.0,False,False,False,C,8.0
079550.KS,694000.0,0.0,65.79,23.65,37.41,True,899000.0,399500.0,29.54,899000.0,False,False,False,C,7.0
403870.KQ,52700.0,-0.75,62.76,27.93,64.12,True,48800.0,37950.0,-7.4,53900.0,False,True,False,C,6.0
006360.KS,26750.0,-0.37,60.3,30.82,33.95,True,24300.0,18220.0,-9.16,27350.0,False,True,False,C,6.0
000270.KS,173100.0,0.0,34.61,8.69,44.57,True,212500.0,111000.0,22.76,212500.0,False,False,False,C,6.0
000660.KS,1033000.0,0.0,45.81,19.41,105.91,True,1099000.0,525000.0,6.39,1099000.0,False,False,False,C,6.0
000815.KS,396000.0,0.0,41.07,1.96,11.87,True,472500.0,364000.0,19.32,472500.0,False,False,False,C,6.0
000880.KS,123000.0,0.0,39.95,3.91,29.88,True,148500.0,111000.0,20.73,148500.0,False,False,False,C,6.0
003490.KS,24800.0,0.0,37.11,2.35,6.19,True,29750.0,22400.0,19.96,29750.0,False,False,False,C,6.0
004170.KS,341500.0,0.0,44.76,7.49,52.58,True,384500.0,226500.0,12.59,391000.0,False,False,False,C,6.0
005380.KS,527000.0,0.0,40.68,7.72,77.11,True,687000.0,253500.0,30.36,687000.0,False,False,False,C,6.0
005385.KS,273000.0,0.0,40.16,3.03,38.46,True,329000.0,235000.0,20.51,329000.0,False,False,False,C,6.0
005387.KS,272000.0,0.0,38.42,1.39,35.78,True,330000.0,238000.0,21.32,332000.0,False,False,True,C,6.0
005389.KS,257500.0,0.0,37.84,0.78,32.45,True,310500.0,226000.0,20.58,310500.0,False,False,True,C,6.0
005930.KS,203500.0,0.0,44.68,19.86,96.66,True,223000.0,94500.0,9.58,223000.0,False,False,False,C,6.0
005935.KS,145600.0,0.0,48.38,20.17,85.18,True,150000.0,112600.0,3.02,150000.0,False,False,False,C,6.0
005940.KS,33550.0,0.0,42.72,19.09,51.72,True,42600.0,28550.0,26.97,42600.0,False,False,False,C,6.0
006400.KS,409500.0,0.0,42.81,11.57,54.77,True,473500.0,348500.0,15.63,473500.0,False,False,False,C,6.0
006405.KS,227000.0,0.0,41.55,11.2,44.81,True,279500.0,191000.0,23.13,279500.0,False,False,False,C,6.0
006800.KS,67850.0,0.0,44.33,36.15,142.12,True,76738.23,55593.03,13.1,76738.23,False,False,False,C,6.0
007660.KS,131300.0,0.0,55.81,15.41,47.11,True,131200.0,98200.0,-0.08,132500.0,False,True,False,C,6.0
009830.KS,50100.0,0.0,48.84,27.2,53.43,True,59300.0,39300.0,18.36,59300.0,False,False,False,C,6.0
010120.KS,883000.0,0.0,57.81,40.75,112.98,True,824000.0,600000.0,-6.68,898000.0,False,True,False,C,6.0
010950.KS,110700.0,0.0,48.49,6.37,44.56,True,177100.0,79500.0,59.98,177100.0,False,False,False,C,6.0
010955.KS,56200.0,0.0,49.52,3.82,24.37,True,75200.0,45550.0,33.81,75200.0,False,False,False,C,6.0
011070.KS,290000.0,0.0,36.52,9.12,37.05,True,353500.0,226000.0,21.9,353500.0,False,False,True,C,6.0
011170.KS,84000.0,0.0,45.36,8.16,19.39,True,100500.0,66500.0,19.64,100500.0,False,False,True,C,6.0
016360.KS,99600.0,0.0,38.96,8.36,28.19,True,119400.0,86800.0,19.88,119400.0,False,False,True,C,6.0
024110.KS,23950.0,0.0,36.07,4.25,18.34,True,29550.0,22050.0,23.38,29550.0,False,False,False,C,6.0
034730.KS,350500.0,0.0,34.75,6.73,42.01,True,424000.0,243000.0,20.97,424000.0,False,False,False,C,6.0
039030.KQ,420500.0,0.0,49.91,15.15,63.02,True,469500.0,361500.0,11.65,469500.0,False,False,False,C,6.0
055550.KS,96700.0,0.0,44.94,8.35,29.72,True,107200.0,74600.0,10.86,107200.0,False,False,False,C,6.0
058610.KQ,124700.0,0.0,35.29,1.42,116.74,True,155000.0,106100.0,24.3,165700.0,False,False,False,C,6.0
066570.KS,117350.0,0.0,29.08,7.05,33.2,True,151900.0,106700.0,29.44,151900.0,False,False,True,C,6.0
069500.KS,87875.0,0.0,42.75,12.44,58.07,True,95720.0,53925.0,8.93,95720.0,False,False,False,C,6.0
071050.KS,230500.0,0.0,37.87,6.71,40.39,True,300500.0,202500.0,30.37,300500.0,False,False,True,C,6.0
071055.KS,168200.0,0.0,41.37,9.27,43.62,True,190200.0,148000.0,13.08,190200.0,False,False,False,C,6.0
078935.KS,55200.0,0.0,41.76,2.76,17.93,True,63500.0,49800.0,15.04,63500.0,False,False,True,C,6.0
086520.KQ,153500.0,0.0,37.45,8.7,84.35,True,190000.0,133500.0,23.78,190000.0,False,False,False,C,6.0
086790.KS,114700.0,0.0,38.72,4.91,24.05,True,133700.0,91000.0,16.56,133700.0,False,False,True,C,6.0
091160.KS,104465.0,0.0,49.44,21.69,89.18,True,107800.0,84900.0,3.19,107800.0,False,False,False,C,6.0
091170.KS,15565.0,0.0,40.94,6.99,24.24,True,17725.0,13270.0,13.88,17725.0,False,False,False,C,6.0
091230.KS,109455.0,0.0,49.53,21.35,89.33,True,112900.0,89950.0,3.15,112900.0,False,False,False,C,6.0
102110.KS,87860.0,0.0,42.83,12.43,58.02,True,95680.0,53960.0,8.9,95680.0,False,False,False,C,6.0
105560.KS,158400.0,0.0,44.76,9.32,28.74,True,172500.0,121400.0,8.9,172500.0,False,False,False,C,6.0
122630.KS,91900.0,0.0,39.5,19.09,115.51,True,115010.0,37815.0,25.15,115010.0,False,False,False,C,6.0
139220.KS,7910.0,0.0,48.24,24.24,61.55,True,8340.0,6130.0,5.44,8340.0,False,False,False,C,6.0
145720.KS,52100.0,0.0,53.42,5.83,-7.06,False,60600.0,43350.0,16.31,55700.0,False,False,False,C,6.0
195870.KS,57600.0,0.0,41.91,0.99,42.32,True,66700.0,48000.0,15.8,67500.0,False,False,True,C,6.0
233160.KS,19010.0,0.0,40.75,6.38,49.82,True,24165.0,14500.0,27.12,24165.0,False,False,False,C,6.0
233740.KS,17165.0,0.0,40.7,6.68,51.45,True,21750.0,13050.0,26.71,21750.0,False,False,False,C,6.0
240810.KQ,122500.0,0.0,47.8,17.83,105.61,True,143000.0,107500.0,16.73,143000.0,False,False,False,C,6.0
247540.KQ,194200.0,0.0,39.69,1.73,35.05,True,225000.0,165600.0,15.86,260000.0,False,False,True,C,6.0
266370.KS,47230.0,0.0,46.05,18.62,78.61,True,50175.0,39040.0,6.24,50175.0,False,False,False,C,6.0
267260.KS,978000.0,0.0,38.59,5.35,42.32,True,1116000.0,853000.0,14.11,1116000.0,False,False,False,C,6.0
267270.KS,133600.0,0.0,43.6,7.09,35.55,True,148500.0,113300.0,11.15,148500.0,False,False,False,C,6.0
267770.KS,70165.0,0.0,39.52,19.57,115.6,True,87215.0,28980.0,24.3,87215.0,False,False,False,C,6.0
271560.KS,130400.0,0.0,40.82,6.72,17.12,True,143400.0,102000.0,9.97,143400.0,False,False,False,C,6.0
277810.KQ,721000.0,0.0,35.36,9.26,74.71,True,934000.0,437000.0,29.54,934000.0,False,False,False,C,6.0
282330.KS,121100.0,0.0,39.6,1.01,5.82,True,143400.0,110100.0,18.41,143400.0,False,False,True,C,6.0
298040.KS,2735000.0,0.0,44.24,14.18,66.16,True,2941000.0,2220000.0,7.53,2941000.0,False,False,False,C,6.0
305540.KS,20215.0,0.0,37.42,0.12,18.38,True,24120.0,17795.0,19.32,24120.0,False,False,True,C,6.0
305720.KS,16480.0,0.0,36.55,0.21,19.5,True,19695.0,14885.0,19.51,19695.0,False,False,True,C,6.0
307950.KS,439500.0,0.0,37.76,0.63,78.79,True,543000.0,357000.0,23.55,543000.0,False,False,False,C,6.0
316140.KS,33900.0,0.0,37.22,4.87,26.66,True,41500.0,27000.0,22.42,41500.0,False,False,True,C,6.0
353200.KS,78200.0,0.0,60.45,37.35,113.4,True,69000.0,49600.0,-11.76,79900.0,False,True,False,C,6.0
395160.KS,28920.0,0.0,49.73,19.85,83.9,True,30065.0,23750.0,3.96,30065.0,False,False,False,C,6.0
395270.KS,36300.0,0.0,48.42,23.93,98.11,True,37585.0,29665.0,3.54,37585.0,False,False,False,C,6.0
396500.KS,34840.0,0.0,48.99,21.34,93.94,True,36570.0,29075.0,4.97,36570.0,False,False,False,C,6.0
445290.KS,33510.0,0.0,37.28,1.18,47.32,True,38970.0,29365.0,16.29,38970.0,False,False,False,C,6.0
475310.KS,31860.0,0.0,57.43,30.29,91.64,True,26080.0,18740.0,-18.14,32480.0,False,True,False,C,6.0
488080.KS,47295.0,0.0,46.74,36.47,192.8,True,54885.0,33935.0,16.05,54885.0,False,False,False,C,6.0
494310.KS,75375.0,0.0,46.91,35.85,179.99,True,84995.0,53795.0,12.76,84995.0,False,False,False,C,6.0
278470.KS,372500.0,0.13,63.61,33.99,66.66,True,306500.0,263000.0,-17.72,375000.0,False,True,False,C,6.0
471990.KS,26950.0,0.15,56.3,30.42,88.02,True,21560.0,16100.0,-20.0,27045.0,False,True,False,C,6.0
009150.KS,480000.0,0.31,52.16,41.53,114.64,True,474000.0,266000.0,-1.25,485500.0,False,True,False,C,6.0
000990.KS,88700.0,0.0,45.92,-1.5,42.19,True,98100.0,74800.0,10.6,113500.0,False,False,True,C,5.0
003550.KS,91000.0,0.0,37.8,-0.51,11.73,True,107800.0,78600.0,18.46,107800.0,False,False,True,C,5.0
003555.KS,70200.0,0.0,32.57,-0.95,6.97,True,81000.0,67100.0,15.38,81000.0,False,False,True,C,5.0
005490.KS,340500.0,0.0,32.99,-3.97,10.1,True,427500.0,318000.0,25.55,427500.0,False,False,False,C,5.0
012330.KS,416000.0,0.0,30.45,-4.78,23.06,True,531000.0,387500.0,27.64,531000.0,False,False,False,C,5.0
028260.KS,295000.0,0.0,31.32,-1.06,34.95,True,364000.0,276500.0,23.39,364000.0,False,False,True,C,5.0
042660.KS,131500.0,0.0,44.39,-3.27,16.66,True,154800.0,108500.0,17.72,154800.0,False,False,True,C,5.0
042700.KS,310500.0,0.0,56.27,39.12,130.82,True,201000.0,164700.0,-35.27,335500.0,False,False,False,C,5.0
058470.KQ,118400.0,0.0,57.36,29.16,89.76,True,114300.0,94500.0,-3.46,128200.0,False,False,False,C,5.0
060280.KQ,15720.0,0.0,42.41,-4.38,35.23,True,22550.0,13550.0,43.45,22550.0,False,False,False,C,5.0
089030.KQ,59350.0,0.0,64.85,18.26,33.47,True,51300.0,36150.0,-13.56,74000.0,False,False,False,C,5.0
090430.KS,134600.0,0.0,30.29,-1.24,4.07,True,169000.0,122000.0,25.56,169000.0,False,False,False,C,5.0
097230.KS,28425.0,0.0,59.19,14.38,45.43,True,27500.0,18800.0,-3.25,29300.0,False,False,False,C,5.0
132030.KS,27650.0,0.0,27.1,-2.43,17.74,True,30735.0,25845.0,11.16,32125.0,False,False,False,C,5.0
241560.KQ,61000.0,0.0,44.24,-0.2,6.66,True,68400.0,53000.0,12.13,68400.0,False,False,True,C,5.0
252670.KS,243.0,0.0,51.21,-33.06,-74.01,False,348.0,231.0,43.21,724.0,False,False,False,C,5.0
329180.KS,572000.0,0.0,46.03,-2.02,11.46,True,630000.0,503000.0,10.14,652000.0,False,False,True,C,5.0
411060.KS,32295.0,0.0,39.52,-1.36,22.57,True,35442.0,30850.0,9.74,37890.0,False,False,True,C,5.0
112610.KS,64500.0,0.62,64.21,41.3,42.95,True,46500.0,41800.0,-27.91,67300.0,False,False,False,C,5.0
353200.KQ,77800.0,4.01,59.54,38.12,114.16,True,69000.0,49600.0,-11.31,75600.0,True,False,False,C,5.0
297090.KQ,7840.0,-0.13,58.63,22.83,16.16,False,6900.0,5540.0,-11.99,8390.0,False,False,False,C,3.0
000810.KS,481000.0,0.0,35.31,-4.81,2.43,False,646000.0,477000.0,34.3,646000.0,False,False,False,C,3.0
003670.KS,201500.0,0.0,34.12,-4.91,15.29,False,254000.0,184500.0,26.05,254000.0,False,False,False,C,3.0
010060.KS,196900.0,0.0,67.22,45.37,87.37,True,163300.0,115800.0,-17.06,206000.0,False,False,False,C,3.0
015760.KS,48700.0,0.0,29.08,-13.04,10.68,False,65300.0,45700.0,34.09,69500.0,False,False,False,C,3.0
051910.KS,310500.0,0.0,34.74,-5.72,0.6,False,424000.0,294000.0,36.55,424000.0,False,False,False,C,3.0
051915.KS,155000.0,0.0,39.05,-4.7,0.46,False,201000.0,147400.0,29.68,201000.0,False,False,False,C,3.0
068270.KS,203500.0,0.0,30.3,-6.41,10.01,False,251000.0,195900.0,23.34,251000.0,False,False,False,C,3.0
069960.KS,87500.0,0.0,25.46,-8.4,3.56,False,115000.0,85900.0,31.43,115000.0,False,False,False,C,3.0
117730.KQ,20100.0,0.0,35.54,-11.58,26.0,False,30900.0,17880.0,53.73,30900.0,False,False,False,C,3.0
161890.KS,70300.0,0.0,42.77,2.48,-9.06,False,77900.0,64000.0,10.81,77900.0,False,False,True,C,3.0
204320.KS,53300.0,0.0,36.97,-10.33,22.51,False,65000.0,46850.0,21.95,75800.0,False,False,False,C,3.0
298690.KS,1832.0,0.0,42.33,0.13,-5.36,False,2090.0,1633.0,14.08,2090.0,False,False,True,C,3.0
322000.KS,137400.0,0.0,67.85,74.37,140.58,True,96600.0,77700.0,-29.69,148400.0,False,False,False,C,3.0
455900.KQ,27750.0,0.0,32.13,-15.94,0.39,False,43950.0,24800.0,58.38,43950.0,False,False,False,C,3.0
000100.KS,99000.0,0.0,34.46,-7.3,-12.16,False,114500.0,91600.0,15.66,117300.0,False,False,False,C,2.0
001045.KS,89600.0,0.0,35.11,-4.15,-0.44,False,104400.0,86000.0,16.52,104400.0,False,False,False,C,2.0
003230.KS,1118000.0,0.0,40.23,-3.49,-14.83,False,1305000.0,1009000.0,16.73,1307000.0,False,False,True,C,2.0
004370.KS,371000.0,0.0,26.14,-10.12,-11.41,False,459500.0,401000.0,23.85,459500.0,False,False,False,C,2.0
008770.KS,43700.0,0.0,37.5,-4.99,-9.23,False,53400.0,44400.0,22.2,53400.0,False,False,False,C,2.0
018260.KS,162100.0,0.0,32.82,-5.94,-2.13,False,196900.0,160600.0,21.47,196900.0,False,False,False,C,2.0
020560.KS,7080.0,0.0,33.98,-6.04,-19.29,False,8200.0,7480.0,15.82,8230.0,False,False,False,C,2.0
035420.KS,221500.0,0.0,29.26,-10.76,-8.3,False,267000.0,237500.0,20.54,292000.0,False,False,False,C,2.0
035720.KS,50300.0,0.0,32.55,-11.9,-14.0,False,64500.0,47050.0,28.23,64500.0,False,False,False,C,2.0
039130.KQ,42500.0,0.0,33.0,-7.56,-14.66,False,51500.0,44550.0,21.18,51500.0,False,False,False,C,2.0
051900.KS,243000.0,0.0,36.6,-7.16,-16.37,False,279500.0,225000.0,15.02,279500.0,False,False,False,C,2.0
064350.KS,187600.0,0.0,39.79,-12.02,-5.52,False,274000.0,189000.0,46.06,274000.0,False,False,False,C,2.0
080160.KQ,11270.0,0.0,29.64,-5.46,-4.07,False,17500.0,10840.0,55.28,17500.0,False,False,False,C,2.0
089590.KS,5000.0,0.0,27.76,-11.19,-18.83,False,6790.0,5260.0,35.8,6790.0,False,False,False,C,2.0
