ticker,price,gap_pct,rsi14,px_vs_sma50,px_vs_sma200,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,daily_breakout,daily_retest,in_daily_box_middle,grade,score
IYZ,39.59,0.0,51.68,6.89,20.82,True,40.59,33.23,2.53,40.59,False,True,False,A,9.0
IDU,118.39,0.0,44.89,4.32,7.5,True,120.82,106.08,2.05,120.82,False,True,False,A,6.0
AA,64.37,-1.61,51.13,4.18,54.19,True,68.4,55.04,6.26,68.4,False,False,False,B,9.0
MTZ,304.66,-0.0,60.67,15.72,45.16,True,310.36,226.09,1.87,310.36,False,True,False,B,9.0
RMCF,2.55,1.19,51.9,7.75,42.43,True,2.99,1.5,17.25,2.99,False,False,False,B,9.0
NXT,123.8,1.61,55.84,13.12,48.15,True,128.75,97.46,4.0,131.59,False,False,False,B,9.0
GLNG,46.99,1.47,61.2,10.61,15.59,True,47.48,41.68,1.04,47.48,False,True,False,B,8.0
ENLT,76.32,2.0,58.38,21.54,97.87,True,81.28,22.95,6.5,81.28,False,False,False,B,8.0
ASTS,93.76,-2.03,60.18,-2.41,40.39,True,106.66,77.17,13.76,129.89,False,False,False,B,7.0
BATL,12.71,12.18,56.29,94.49,393.67,True,29.7,2.33,133.67,29.7,False,False,False,B,7.0
LUNR,18.43,-2.49,65.25,0.03,44.16,True,23.32,14.54,26.51,23.32,False,False,False,B,6.0
TRX,1.57,-1.88,39.42,3.85,100.11,True,2.02,0.84,28.66,2.8,False,False,False,B,6.0
FLNC,16.24,-1.58,51.21,-22.65,11.04,False,33.51,13.81,106.34,33.51,False,False,False,B,6.0
RDW,10.0,-1.28,62.56,0.13,-4.13,False,10.4,7.53,4.0,14.55,False,False,False,B,6.0
TDW,75.23,-1.2,46.4,10.33,33.15,True,88.99,49.54,18.29,88.99,False,False,False,B,6.0
FLEX,64.7,-1.06,49.26,1.51,12.01,True,67.71,55.16,4.65,67.93,False,False,False,B,6.0
XLU,47.02,-0.23,47.22,5.06,8.4,True,47.8,41.74,1.66,47.8,False,True,False,B,6.0
HAFN,6.76,1.2,35.78,3.74,13.67,True,7.95,5.17,17.68,7.95,False,False,False,B,6.0
GLW,131.6,1.32,30.27,11.11,56.89,True,162.1,83.95,23.18,162.1,False,False,False,B,6.0
MSTR,145.6,-3.11,61.1,0.69,-45.93,False,190.2,118.4,30.63,190.2,False,False,True,B,5.0
COIN,204.79,-2.59,64.77,3.06,-28.02,False,213.5,139.36,4.25,263.07,False,False,True,B,5.0
SLV,70.42,-1.73,37.03,-10.33,38.35,True,85.27,65.14,21.09,109.83,False,False,False,B,5.0
SIVR,74.01,-1.66,37.07,-10.25,38.52,True,89.58,68.43,21.04,115.26,False,False,False,B,5.0
ASML,1367.37,-1.57,35.95,-0.94,34.4,True,1547.22,1010.01,13.15,1547.22,False,False,False,B,5.0
TGB,6.6,-1.35,29.35,-12.59,37.26,True,8.91,3.93,35.0,9.25,False,False,False,B,5.0
HBM,20.94,-1.27,18.07,-13.69,28.75,True,28.53,14.34,36.25,28.74,False,False,False,B,5.0
SOXS,38.54,1.23,59.3,-3.11,-60.79,False,47.4,31.4,22.99,71.0,False,False,False,B,5.0
SQQQ,73.16,1.4,59.22,5.85,-8.71,False,75.19,61.72,2.77,76.61,False,False,False,B,5.0
KTB,66.14,-4.49,54.07,1.83,-5.71,False,80.31,62.23,21.42,80.31,False,False,False,B,4.0
ETHA,16.89,-3.71,61.68,-8.29,-31.36,False,25.75,13.62,52.46,25.75,False,False,False,B,4.0
FETH,22.3,-3.63,61.56,-8.29,-31.35,False,33.98,17.98,52.38,33.98,False,False,False,B,4.0
TETH,11.19,-3.62,61.71,-8.12,-31.15,False,16.99,9.02,51.83,16.99,False,False,False,B,4.0
ETH,21.2,-3.59,61.75,-8.08,-30.9,False,32.19,17.07,51.84,32.19,False,False,False,B,4.0
ETHE,18.23,-3.54,61.49,-8.41,-31.9,False,27.84,14.71,52.72,27.84,False,False,False,B,4.0
EZET,16.98,-3.52,61.66,-8.2,-31.26,False,25.84,13.68,52.18,25.84,False,False,False,B,4.0
ETHV,32.79,-3.39,61.39,-8.07,-31.17,False,49.82,26.43,51.94,49.82,False,False,False,B,4.0
LOGI,89.47,-3.37,57.25,-2.94,-11.16,False,120.88,88.25,35.11,107.74,False,False,False,B,4.0
BITB,39.27,-3.06,60.8,-6.78,-27.51,False,53.24,34.11,35.57,53.24,False,False,False,B,4.0
IBIT,41.0,-3.0,60.83,-6.76,-27.51,False,55.6,35.6,35.61,55.6,False,False,False,B,4.0
GBTC,56.35,-2.98,60.69,-6.85,-27.86,False,76.5,48.95,35.76,76.5,False,False,False,B,4.0
