ticker,price,gap_pct,rsi14,sma10,sma40,sma50,sma200,px_vs_sma10,px_vs_sma40,px_vs_sma50,px_vs_sma200,sma10_slope,sma40_slope,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,daily_breakout,daily_retest,in_daily_box_middle,grade,score
ZD,43.33,-1.57,61.52,42.84,38.33,37.6,35.71,1.14,13.06,15.22,21.34,UP,UP,True,45.26,22.45,4.45,50.55,False,False,False,B,9.0
MGM,37.34,1.66,58.25,36.87,36.32,36.2,35.44,1.29,2.81,3.16,5.35,DN,DN,True,39.25,33.45,5.12,39.25,False,False,False,B,9.0
TJX,157.5,-2.62,60.42,160.17,158.13,157.01,145.45,-1.67,-0.4,0.31,8.28,UP,UP,True,162.68,152.18,3.29,165.82,False,False,True,B,8.0
NXT,119.45,2.42,51.62,115.04,114.94,115.67,88.56,3.83,3.92,3.27,34.89,DN,DN,True,131.72,97.46,10.27,131.72,False,False,False,B,8.0
LUNR,19.0,-20.17,62.18,21.15,18.74,18.62,13.58,-10.15,1.4,2.04,39.87,UP,UP,True,23.32,14.54,22.71,25.0,False,False,False,B,7.0
VSAT,47.55,-13.53,64.24,50.77,48.04,47.13,34.82,-6.34,-1.03,0.9,36.57,UP,UP,True,50.24,41.67,5.66,59.19,False,False,True,B,7.0
PWR,546.5,-6.57,60.55,560.67,558.61,545.36,449.49,-2.53,-2.17,0.21,21.58,UP,UP,True,583.73,531.21,6.81,592.58,False,False,False,B,7.0
CHD,92.9,-3.63,58.14,94.01,98.49,98.47,91.85,-1.18,-5.67,-5.65,1.15,UP,DN,True,106.04,81.57,14.14,106.04,False,False,False,B,7.0
DAL,66.15,-3.43,63.2,66.57,65.45,66.54,62.13,-0.63,1.07,-0.58,6.47,UP,DN,True,76.39,55.28,15.48,76.39,False,False,True,B,7.0
NDSN,267.21,-3.22,63.02,266.84,277.2,278.66,243.41,0.14,-3.6,-4.11,9.78,UP,DN,True,305.28,223.29,14.25,305.28,False,False,False,B,7.0
CAH,207.7,-3.07,62.8,212.09,217.23,217.66,186.14,-2.07,-4.39,-4.57,11.58,UP,DN,True,233.6,203.86,12.47,233.6,False,False,False,B,7.0
LIN,494.45,-1.77,60.7,498.38,493.12,486.52,459.25,-0.79,0.27,1.63,7.66,UP,UP,False,510.65,471.14,3.28,510.65,False,False,False,B,7.0
ALB,174.84,-1.58,66.79,176.68,171.79,171.13,120.49,-1.04,1.78,2.17,45.11,DN,UP,True,206.0,154.69,17.82,206.0,False,False,False,B,7.0
EPD,39.09,4.03,50.14,38.06,37.29,36.75,32.95,2.72,4.82,6.36,18.63,DN,UP,True,39.74,31.55,1.66,39.74,False,True,False,B,7.0
BE,130.05,-21.51,57.64,139.98,150.66,150.92,98.75,-7.1,-13.68,-13.83,31.69,UP,UP,True,169.09,131.0,30.02,180.9,False,False,False,B,6.0
LRCX,207.75,-21.12,64.6,227.91,227.88,228.19,162.06,-8.84,-8.83,-8.96,28.2,UP,UP,True,256.68,194.08,23.55,265.0,False,False,False,B,6.0
AMAT,332.91,-17.39,64.5,359.78,358.06,351.14,254.01,-7.47,-7.02,-5.19,31.06,UP,UP,True,395.95,316.66,18.94,407.29,False,False,False,B,6.0
GOOGL,277.9,-13.06,61.66,298.95,302.98,308.39,268.56,-7.04,-8.28,-9.89,3.48,UP,UP,True,312.47,296.12,12.44,349.0,False,False,False,B,6.0
ASML,1303.44,-12.44,64.93,1352.3,1388.6,1392.81,1067.59,-3.61,-6.13,-6.42,22.09,UP,UP,True,1547.22,1276.11,18.7,1547.22,False,False,False,B,6.0
ENLT,66.55,-11.73,56.49,69.52,71.41,69.04,42.93,-4.27,-6.8,-3.6,55.03,UP,UP,True,81.28,22.95,22.13,81.28,False,False,True,B,6.0
SRRK,43.9,-10.15,60.98,48.1,45.5,45.71,39.3,-8.72,-3.51,-3.95,11.69,UP,UP,True,49.82,38.75,13.49,51.62,False,False,True,B,6.0
HWM,230.21,-8.95,64.39,238.26,246.27,240.21,205.23,-3.38,-6.52,-4.16,12.17,UP,UP,True,267.31,204.55,16.12,267.31,False,False,True,B,6.0
ASTS,87.87,-8.76,54.5,88.37,88.13,91.45,71.27,-0.57,-0.29,-3.92,23.3,UP,DN,True,106.66,77.17,21.38,129.89,False,False,False,B,6.0
GLD,405.06,-7.74,63.33,429.77,449.76,451.22,382.07,-5.75,-9.94,-10.23,6.02,UP,DN,True,492.15,399.2,21.5,509.7,False,False,False,B,6.0
IAU,82.99,-7.74,63.35,88.04,92.13,92.43,78.24,-5.74,-9.92,-10.21,6.07,UP,DN,True,100.81,81.87,21.47,104.4,False,False,False,B,6.0
