ticker,price,gap_pct,rsi14,px_vs_sma50,px_vs_sma200,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,daily_breakout,daily_retest,in_daily_box_middle,grade,score
MTZ,303.75,-0.3,60.67,15.38,44.73,True,310.36,226.09,2.18,310.36,False,True,False,A,9.0
IYZ,39.59,0.0,51.68,6.89,20.82,True,40.59,33.23,2.53,40.59,False,True,False,A,9.0
IDU,118.39,0.0,44.89,4.32,7.5,True,120.82,106.08,2.05,120.82,False,True,False,A,6.0
HAL,35.11,-1.49,52.11,3.28,33.01,True,37.03,24.92,5.47,37.03,False,False,False,B,9.0
AA,64.54,-1.35,51.13,4.45,54.59,True,68.4,55.04,5.98,68.4,False,False,False,B,9.0
PL,26.75,-1.22,59.55,8.48,92.83,True,27.57,19.98,3.06,30.9,False,False,False,B,9.0
RMCF,2.55,1.19,51.9,7.75,42.43,True,2.99,1.5,17.25,2.99,False,False,False,B,9.0
GLNG,46.98,1.45,61.2,10.58,15.56,True,47.48,41.68,1.06,47.48,False,True,False,B,8.0
BATL,12.58,11.03,56.29,92.5,388.62,True,29.7,2.33,136.09,29.7,False,False,False,B,7.0
LUNR,18.45,-2.38,65.25,0.14,44.32,True,23.32,14.54,26.37,23.32,False,False,False,B,6.0
FLEX,64.7,-1.06,49.26,1.51,12.01,True,67.71,55.16,4.65,67.93,False,False,False,B,6.0
XLU,47.05,-0.17,47.22,5.13,8.47,True,47.8,41.74,1.59,47.8,False,True,False,B,6.0
ES,73.22,1.08,36.0,2.88,7.15,True,76.41,66.6,4.36,76.41,False,False,False,B,6.0
HAFN,6.79,1.65,35.78,4.2,14.18,True,7.95,5.17,17.16,7.95,False,False,False,B,6.0
TRX,1.55,-3.13,39.42,2.53,97.57,True,2.02,0.84,30.32,2.8,False,False,False,B,5.0
MSTR,145.76,-3.01,61.1,0.8,-45.87,False,190.2,118.4,30.49,190.2,False,False,True,B,5.0
