ticker,price,gap_pct,rsi14,sma10,sma40,sma50,sma200,px_vs_sma10,px_vs_sma40,px_vs_sma50,px_vs_sma200,sma10_slope,sma40_slope,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,daily_breakout,daily_retest,in_daily_box_middle,grade,score
IYZ,39.65,0.0,49.23,39.22,38.13,37.24,32.88,1.1,3.98,6.46,20.59,DN,UP,True,40.59,33.23,2.37,40.59,False,True,False,A,6.0
CWEN,39.0,-1.74,62.73,38.57,38.25,37.36,33.16,1.11,1.97,4.38,17.6,UP,UP,True,41.51,36.48,6.44,41.51,False,False,False,B,9.0
ROST,207.01,-1.73,55.65,210.08,199.36,197.75,164.0,-1.46,3.84,4.68,26.22,UP,UP,True,216.8,194.07,4.73,216.8,False,False,False,B,9.0
GEV,842.5,-3.98,50.69,835.06,800.89,771.23,638.65,0.89,5.2,9.24,31.92,UP,UP,True,894.93,617.11,6.22,894.93,False,False,False,B,8.0
MGM,35.9,-3.34,51.5,36.18,35.63,35.42,35.15,-0.78,0.74,1.36,2.14,UP,UP,True,39.25,32.14,9.33,39.25,False,False,True,B,8.0
BEP,31.05,-2.57,50.84,30.85,30.64,30.06,27.69,0.65,1.34,3.3,12.15,UP,UP,True,32.78,29.25,5.57,32.78,False,False,False,B,8.0
MU,434.7,-2.15,57.24,422.24,411.6,398.93,230.11,2.95,5.61,8.97,88.91,UP,UP,True,455.5,221.69,4.78,471.34,False,False,False,B,8.0
VSAT,47.44,-8.98,64.95,47.35,45.75,44.94,31.93,0.18,3.69,5.57,48.6,UP,UP,True,50.24,36.71,5.9,52.7,False,False,False,B,7.0
BE,153.0,-8.21,54.83,154.84,154.32,150.75,89.78,-1.19,-0.85,1.49,70.42,UP,UP,True,180.9,131.0,18.24,180.9,False,False,False,B,7.0
PL,24.84,-7.86,59.51,25.51,24.62,24.83,14.09,-2.65,0.89,0.04,76.25,UP,DN,True,27.57,19.98,10.99,30.9,False,False,True,B,7.0
JBL,254.0,-4.26,50.24,254.23,254.3,251.18,222.47,-0.09,-0.12,1.12,14.17,UP,UP,True,281.37,227.29,10.78,281.37,False,False,True,B,7.0
