ticker,price,gap_pct,rsi14,sma10,sma40,sma50,sma200,px_vs_sma10,px_vs_sma40,px_vs_sma50,px_vs_sma200,sma10_slope,sma40_slope,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,daily_breakout,daily_retest,in_daily_box_middle,grade,score
000145.KS,12180.0,0.0,68.89,11796.0,11543.25,11652.0,12179.5,3.26,5.52,4.53,0.0,UP,UP,False,12700.0,10950.0,4.27,12420.0,False,True,False,A,6.0
032640.KS,17570.0,6.23,62.02,17176.0,15962.0,16201.2,15335.65,2.29,10.07,8.45,14.57,UP,DN,True,17990.0,14340.0,2.39,18500.0,False,False,False,B,6.0
000720.KS,172300.0,0.0,63.67,175400.0,161620.0,155296.0,92012.5,-1.77,6.61,10.95,87.26,DN,UP,True,198400.0,139600.0,15.15,198400.0,False,False,False,C,9.0
000725.KS,76300.0,0.0,63.27,76630.0,72090.0,71622.0,60363.5,-0.43,5.84,6.53,26.4,DN,UP,True,85000.0,62200.0,11.4,85000.0,False,False,False,C,9.0
005090.KS,62600.0,0.0,58.61,56120.0,55757.5,52888.0,30830.0,11.55,12.27,18.36,103.05,UP,UP,True,68300.0,38000.0,9.11,70700.0,False,False,False,C,9.0
006800.KS,66700.0,0.0,56.51,69040.0,66511.23,65945.74,34258.78,-3.39,0.28,1.14,94.69,UP,DN,True,76738.23,55593.03,15.05,76738.23,False,False,False,C,9.0
010950.KS,118400.0,0.0,50.44,117750.0,115840.0,114832.0,83882.75,0.55,2.21,3.11,41.15,UP,UP,True,177100.0,103600.0,49.58,177100.0,False,False,False,C,9.0
012450.KS,1470000.0,0.0,52.02,1463100.0,1414650.0,1367440.0,1078305.0,0.47,3.91,7.5,36.33,DN,UP,True,1655000.0,1217000.0,12.59,1655000.0,False,False,False,C,9.0
017940.KS,102000.0,0.0,64.63,97460.0,98357.5,99426.0,86479.5,4.66,3.7,2.59,17.95,UP,DN,True,111300.0,91800.0,9.12,114500.0,False,False,False,C,9.0
018260.KS,170000.0,0.0,61.89,174080.0,162977.5,165352.0,167028.5,-2.34,4.31,2.81,1.78,UP,DN,True,196900.0,160600.0,15.82,196900.0,False,False,True,C,9.0
030200.KS,61800.0,0.0,58.0,63020.0,60797.5,61648.0,55125.5,-1.94,1.65,0.25,12.11,UP,DN,True,69400.0,54200.0,12.3,69400.0,False,False,True,C,9.0
032820.KQ,22700.0,0.0,58.33,22285.0,22136.0,20579.0,8512.72,1.86,2.55,10.31,166.66,UP,UP,True,30200.0,19300.0,33.04,30200.0,False,False,False,C,9.0
034220.KS,12740.0,0.0,60.59,13780.0,12218.0,12401.8,12200.1,-7.55,4.27,2.73,4.43,UP,DN,True,16050.0,10740.0,25.98,16050.0,False,False,False,C,9.0
