ticker,price,gap_pct,rsi14,sma10,sma40,sma50,sma200,px_vs_sma10,px_vs_sma40,px_vs_sma50,px_vs_sma200,sma10_slope,sma40_slope,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,daily_breakout,daily_retest,in_daily_box_middle,grade,score
143240.KQ,17260.0,0.0,53.74,17093.0,15820.75,15526.2,14298.9,0.98,9.1,11.17,20.71,UP,UP,True,17675.0,15490.0,2.4,17700.0,False,True,False,A,9.0
000145.KS,12140.0,0.0,67.15,11849.0,11553.25,11649.6,12172.9,2.46,5.08,4.21,-0.27,UP,UP,False,12700.0,10950.0,4.61,12420.0,False,True,False,A,5.0
005490.KS,417000.0,0.0,82.06,395650.0,358087.5,365030.0,323965.0,5.4,16.45,14.24,28.72,UP,UP,True,427500.0,318000.0,2.52,427500.0,False,True,False,A,3.0
033780.KS,177800.0,0.0,92.62,172130.0,160717.5,163212.0,145910.5,3.29,10.63,8.94,21.86,UP,UP,True,181500.0,148000.0,2.08,181500.0,False,True,False,A,3.0
03473K.KS,293000.0,0.0,85.03,272100.0,254750.0,257970.0,201916.0,7.68,15.01,13.58,45.11,UP,DN,True,299500.0,226500.0,2.22,299500.0,False,True,False,A,3.0
099430.KQ,5810.0,0.0,73.91,5697.0,5215.88,5253.3,5911.42,1.98,11.39,10.6,-1.72,UP,UP,False,5950.0,4830.0,2.41,5950.0,False,True,False,A,0.0
093050.KS,25800.0,0.0,62.26,25595.0,23446.25,23312.0,19712.4,0.8,10.04,10.67,30.88,UP,UP,True,26100.0,19750.0,1.16,26450.0,False,True,False,B,8.0
028050.KS,54000.0,0.0,66.58,51255.0,40448.75,39493.0,29960.5,5.36,33.5,36.73,80.24,UP,UP,True,54500.0,30650.0,0.93,55200.0,False,True,False,B,6.0
034730.KS,416500.0,0.0,89.1,382700.0,348987.5,354610.0,269317.0,8.83,19.35,17.45,54.65,UP,DN,True,424000.0,298000.0,1.8,424000.0,False,True,False,B,3.0
192080.KS,56800.0,0.0,82.72,52900.0,50452.5,51388.0,52945.0,7.37,12.58,10.53,7.28,UP,UP,False,57500.0,47550.0,1.23,58400.0,False,True,False,B,0.0
000720.KS,172200.0,0.0,61.53,175090.0,161825.0,156514.0,92493.0,-1.65,6.41,10.02,86.18,DN,UP,True,198400.0,139600.0,15.21,198400.0,False,False,False,C,9.0
000725.KS,76300.0,0.0,62.25,76580.0,72040.0,71856.0,60418.5,-0.37,5.91,6.18,26.29,DN,DN,True,85000.0,62200.0,11.4,85000.0,False,False,False,C,9.0
001430.KS,71700.0,0.0,58.75,70660.0,67365.0,68314.0,45429.25,1.47,6.44,4.96,57.83,UP,UP,True,74000.0,62000.0,3.21,92500.0,False,False,True,C,9.0
003000.KS,7740.0,0.0,53.31,7773.0,7048.88,6664.8,4429.8,-0.42,9.8,16.13,74.73,DN,UP,True,9890.0,3600.0,27.78,9890.0,False,False,False,C,9.0
