ticker,price,gap_pct,rsi14,sma10,sma40,sma50,sma200,px_vs_sma10,px_vs_sma40,px_vs_sma50,px_vs_sma200,sma10_slope,sma40_slope,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,daily_breakout,daily_retest,in_daily_box_middle,grade,score
475150.KS,6000.0,-89.17,79.82,42475.0,28494.25,26869.4,23234.35,-85.87,-78.94,-77.67,-74.18,UP,UP,True,34150.0,20950.0,469.17,67000.0,False,False,False,B,-1.0
000500.KS,115500.0,0.0,54.24,103690.0,95695.0,94774.0,74583.5,11.39,20.7,21.87,54.86,UP,UP,True,127200.0,86700.0,10.13,127200.0,False,False,False,C,9.0
000660.KS,952000.0,0.0,50.92,970500.0,907225.0,875440.0,509387.5,-1.91,4.94,8.75,86.89,UP,UP,True,1099000.0,808000.0,15.44,1099000.0,False,False,False,C,9.0
000720.KS,155800.0,0.0,52.25,160090.0,132305.0,124308.0,80804.5,-2.68,17.76,25.33,92.81,UP,UP,True,176900.0,98000.0,13.54,176900.0,False,False,False,C,9.0
000725.KS,71000.0,0.0,52.1,72300.0,68412.5,66958.0,59355.0,-1.8,3.78,6.04,19.62,UP,UP,True,79300.0,58200.0,11.69,79300.0,False,False,False,C,9.0
001120.KS,47100.0,0.0,59.51,44150.0,42141.25,40549.0,33364.0,6.68,11.77,16.16,41.17,UP,UP,True,49750.0,37600.0,5.63,49750.0,False,False,False,C,9.0
003160.KS,36250.0,0.0,55.71,35270.0,33976.25,33040.0,21695.35,2.78,6.69,9.72,67.09,UP,UP,True,41700.0,27050.0,15.03,41700.0,False,False,False,C,9.0
003545.KS,26650.0,0.0,51.37,26550.0,25200.0,24373.0,21513.1,0.38,5.75,9.34,23.88,UP,UP,True,30550.0,23400.0,14.63,30550.0,False,False,False,C,9.0
003547.KS,25600.0,0.0,50.74,25360.0,24145.0,23344.8,20434.95,0.95,6.03,9.66,25.28,UP,UP,True,29750.0,22000.0,16.21,29750.0,False,False,False,C,9.0
005935.KS,134700.0,0.0,53.15,138780.0,126782.5,122524.0,79536.0,-2.94,6.24,9.94,69.36,UP,UP,True,150000.0,112600.0,11.36,150000.0,False,False,False,C,9.0
005940.KS,33400.0,0.0,50.23,32970.0,30431.25,28687.0,22297.15,1.3,9.76,16.43,49.79,UP,UP,True,42600.0,28550.0,27.54,42600.0,False,False,False,C,9.0
005945.KS,26750.0,0.0,58.58,26275.0,24511.25,23570.4,19370.7,1.81,9.13,13.49,38.1,UP,UP,True,31000.0,22000.0,15.89,31000.0,False,False,False,C,9.0
007810.KS,61500.0,0.0,58.99,56220.0,58167.5,57333.0,28949.7,9.39,5.73,7.27,112.44,UP,UP,True,75800.0,44800.0,23.25,75800.0,False,False,False,C,9.0
009150.KS,440000.0,0.0,55.94,431550.0,362837.5,346490.0,226976.0,1.96,21.27,26.99,93.85,UP,UP,True,474000.0,266000.0,7.73,488500.0,False,False,False,C,9.0
009155.KS,175900.0,0.0,52.83,174150.0,149265.0,144446.0,99787.5,1.0,17.84,21.78,76.27,UP,UP,True,194400.0,113100.0,10.52,195600.0,False,False,False,C,9.0
009830.KS,48350.0,0.0,50.0,49970.0,43407.5,40290.0,32838.38,-3.24,11.39,20.0,47.24,UP,UP,True,59300.0,39300.0,22.65,59300.0,False,False,False,C,9.0
011070.KS,294500.0,0.0,53.14,267750.0,263687.5,266650.0,213126.5,9.99,11.69,10.44,38.18,UP,UP,True,353500.0,240000.0,20.03,353500.0,False,False,True,C,9.0
023530.KS,104400.0,0.0,50.62,102210.0,97875.0,92700.0,76967.0,2.14,6.67,12.62,35.64,UP,UP,True,120000.0,89600.0,14.94,120000.0,False,False,False,C,9.0
028050.KS,36700.0,0.0,54.13,32860.0,32633.75,31132.0,27148.0,11.69,12.46,17.89,35.18,UP,UP,True,39800.0,30650.0,8.45,40700.0,False,False,False,C,9.0
034020.KS,103900.0,0.0,55.49,105070.0,97467.5,95816.0,75040.0,-1.11,6.6,8.44,38.46,UP,UP,True,110200.0,79000.0,6.06,112100.0,False,False,False,C,9.0
036010.KQ,9420.0,0.0,61.51,8394.0,8354.0,8174.8,7147.5,12.22,12.76,15.23,31.79,UP,UP,True,9870.0,6900.0,4.78,9870.0,False,False,False,C,9.0
039030.KQ,437500.0,0.0,52.77,413300.0,385762.5,369610.0,260855.5,5.86,13.41,18.37,67.72,DN,UP,True,469500.0,361500.0,7.31,469500.0,False,False,False,C,9.0
042700.KS,311000.0,0.0,57.36,309850.0,241265.0,228516.0,136804.5,0.37,28.9,36.1,127.33,DN,UP,True,335500.0,164700.0,7.88,335500.0,False,False,False,C,9.0
047050.KS,78500.0,0.0,58.35,75010.0,69172.5,66231.0,54937.5,4.65,13.48,18.52,42.89,UP,UP,True,85900.0,58700.0,9.43,85900.0,False,False,False,C,9.0
052690.KS,165000.0,0.0,52.19,168590.0,152590.0,144748.0,105549.75,-2.13,8.13,13.99,56.32,UP,UP,True,192000.0,130000.0,16.36,192000.0,False,False,False,C,9.0
062040.KS,158400.0,0.0,54.27,147510.0,149197.5,147608.0,124122.5,7.38,6.17,7.31,27.62,UP,UP,True,185500.0,125000.0,17.11,185500.0,False,False,True,C,9.0
083650.KQ,105200.0,0.0,59.62,103990.0,84960.0,79388.0,54564.75,1.16,23.82,32.51,92.8,UP,UP,True,114200.0,72000.0,8.56,114200.0,False,False,False,C,9.0
089030.KQ,55800.0,0.0,55.5,61700.0,50771.25,50326.0,44685.25,-9.56,9.9,10.88,24.87,DN,UP,True,74000.0,36150.0,32.62,74000.0,False,False,True,C,9.0
090710.KQ,14150.0,0.0,54.91,13272.0,14182.25,13192.0,6211.45,6.62,-0.23,7.26,127.81,UP,UP,True,26600.0,10000.0,87.99,26600.0,False,False,False,C,9.0
091160.KS,100515.0,0.0,52.29,100449.5,91291.5,87122.6,55932.92,0.07,10.1,15.37,79.71,UP,UP,True,107800.0,84900.0,7.25,107800.0,False,False,False,C,9.0
091230.KS,105300.0,0.0,51.69,105760.5,95911.88,91558.9,58566.98,-0.44,9.79,15.01,79.79,UP,UP,True,112900.0,89950.0,7.22,112900.0,False,False,False,C,9.0
105840.KS,29050.0,0.0,61.55,27545.0,25675.0,24711.8,16105.35,5.46,13.15,17.56,80.37,UP,UP,True,30100.0,18100.0,3.61,31700.0,False,False,False,C,9.0
141080.KQ,196200.0,0.0,51.22,197590.0,186405.0,183488.0,156284.0,-0.7,5.25,6.93,25.54,UP,UP,True,221500.0,159900.0,12.9,225000.0,False,False,False,C,9.0
181710.KS,37600.0,0.0,53.33,38280.0,35536.25,34786.0,29980.6,-1.78,5.81,8.09,25.41,UP,UP,True,44150.0,33100.0,17.42,44150.0,False,False,False,C,9.0
222800.KQ,58500.0,0.0,58.05,56330.0,54145.0,52848.0,41130.4,3.85,8.04,10.69,42.23,UP,UP,True,65700.0,42500.0,12.31,65700.0,False,False,False,C,9.0
271560.KS,132100.0,0.0,51.2,131150.0,127330.0,123434.0,111574.5,0.72,3.75,7.02,18.4,UP,UP,True,143400.0,120100.0,8.55,143400.0,False,False,False,C,9.0
298040.KS,2640000.0,0.0,51.31,2609900.0,2508700.0,2426940.0,1666700.0,1.15,5.23,8.78,58.4,UP,UP,True,2941000.0,2220000.0,11.4,2941000.0,False,False,False,C,9.0
395160.KS,27610.0,0.0,51.32,27696.0,25485.88,24444.6,15921.65,-0.31,8.33,12.95,73.41,UP,UP,True,30065.0,23750.0,8.89,30065.0,False,False,False,C,9.0
395270.KS,34425.0,0.0,51.85,34435.0,31135.25,29744.9,18578.2,-0.03,10.57,15.73,85.3,UP,UP,True,37585.0,29665.0,9.18,37585.0,False,False,False,C,9.0
396500.KS,33235.0,0.0,50.88,33573.0,30496.38,29126.3,18204.28,-1.01,8.98,14.11,82.57,UP,UP,True,36570.0,29075.0,10.03,36570.0,False,False,False,C,9.0
454320.KS,44995.0,0.0,54.78,43614.0,41217.88,40151.4,30545.05,3.17,9.16,12.06,47.31,UP,UP,True,46825.0,35555.0,4.07,46920.0,False,False,False,C,9.0
469150.KS,47190.0,0.0,53.75,47280.0,41409.38,39604.8,24491.4,-0.19,13.96,19.15,92.68,UP,UP,True,51290.0,23670.0,8.69,51290.0,False,False,False,C,9.0
471760.KS,20045.0,0.0,55.47,19774.5,17378.88,16590.8,11745.65,1.37,15.34,20.82,70.66,UP,UP,True,21025.0,12655.0,4.89,21025.0,False,False,False,C,9.0
475310.KS,31160.0,0.0,57.76,30374.0,26116.38,24892.2,16837.78,2.59,19.31,25.18,85.06,UP,UP,True,32480.0,18740.0,4.24,32480.0,False,False,False,C,9.0
097230.KS,26800.0,0.0,60.05,26360.0,24926.0,25084.8,19744.4,1.67,7.52,6.84,35.73,UP,UP,True,27500.0,18800.0,2.61,29300.0,False,False,False,C,8.0
282330.KS,120500.0,0.0,51.33,120750.0,123625.0,120638.0,114670.0,-0.21,-2.53,-0.11,5.08,UP,UP,True,143400.0,110100.0,19.0,143400.0,False,False,True,C,8.0
