ticker,price,gap_pct,rsi14,sma10,sma40,sma50,sma200,px_vs_sma10,px_vs_sma40,px_vs_sma50,px_vs_sma200,sma10_slope,sma40_slope,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,daily_breakout,daily_retest,in_daily_box_middle,grade,score
UCO,42.57,-0.49,67.12,41.19,30.88,29.08,23.82,3.35,37.87,46.37,78.74,UP,UP,True,44.25,18.49,3.95,44.25,False,True,False,A,8.0
ATO,182.4,-1.42,54.44,183.32,181.07,178.32,169.18,-0.5,0.73,2.29,7.81,DN,UP,True,190.13,163.57,4.24,190.13,False,False,False,B,9.0
NEE,90.8,-1.36,52.32,91.3,91.63,90.45,80.84,-0.55,-0.91,0.39,12.32,DN,UP,True,94.44,89.17,4.01,95.91,False,False,False,B,9.0
BEP,31.43,-1.01,58.46,31.42,31.1,30.58,27.91,0.04,1.05,2.78,12.6,UP,UP,True,32.78,29.25,4.3,32.78,False,False,False,B,9.0
COM,33.5,0.0,58.55,33.53,32.29,32.09,29.61,-0.1,3.73,4.4,13.12,DN,UP,True,34.08,30.46,1.73,34.08,False,True,False,B,9.0
^VIX,29.53,-3.53,61.66,26.58,22.59,21.42,18.03,11.09,30.75,37.84,63.79,UP,UP,True,35.3,13.38,19.54,35.3,False,False,False,B,8.0
TR,41.62,-2.83,60.22,41.71,40.67,39.82,37.92,-0.21,2.34,4.53,9.75,UP,UP,True,43.4,40.2,4.28,43.4,False,False,False,B,8.0
ED,111.02,-2.09,57.07,111.52,111.15,109.87,102.38,-0.45,-0.12,1.05,8.44,DN,UP,True,116.23,96.96,4.69,116.23,False,False,False,B,8.0
CWEN,39.4,1.23,58.61,39.01,38.66,38.16,33.45,1.01,1.92,3.24,17.78,UP,UP,True,40.11,36.48,1.8,41.51,False,False,False,B,8.0
ZD,43.33,3.36,61.34,42.68,36.44,36.93,35.25,1.52,18.91,17.35,22.93,UP,UP,True,50.55,22.45,16.66,50.55,False,False,False,B,8.0
SQM,77.43,-4.31,57.22,77.04,74.62,76.08,55.8,0.5,3.76,1.77,38.77,UP,DN,True,81.67,65.65,5.48,86.13,False,False,True,B,7.0
GSAT,59.8,-3.27,54.35,61.5,59.87,60.48,46.51,-2.77,-0.12,-1.13,28.57,UP,DN,True,65.02,53.67,8.73,74.65,False,False,False,B,7.0
AA,57.07,-9.73,53.11,59.54,61.01,60.95,43.15,-4.15,-6.46,-6.37,32.27,DN,UP,True,68.4,55.04,19.85,68.4,False,False,False,B,6.0
TGT,117.01,-1.49,44.64,116.24,115.97,113.97,100.6,0.66,0.89,2.67,16.31,UP,UP,True,126.0,111.11,7.68,126.0,False,False,False,B,6.0
JNJ,239.17,-1.37,47.11,238.12,241.17,237.37,197.1,0.44,-0.83,0.76,21.35,DN,UP,True,251.71,200.91,5.24,251.71,False,False,False,B,6.0
HAFN,7.55,1.07,49.61,7.26,7.05,6.81,6.05,4.02,7.13,10.83,24.89,UP,UP,True,7.95,6.52,5.36,7.95,False,False,False,B,6.0
FLNG,30.21,1.44,49.12,30.26,28.32,27.97,25.81,-0.17,6.69,8.02,17.05,UP,UP,True,31.99,25.41,5.89,31.99,False,False,False,B,6.0
ERIE,243.26,-1.91,54.48,242.69,262.45,266.01,307.66,0.24,-7.31,-8.55,-20.93,DN,DN,False,292.69,275.82,20.32,292.69,False,False,False,B,5.0
FNV,229.99,-1.55,30.86,233.85,250.92,251.7,206.77,-1.65,-8.34,-8.63,11.23,DN,DN,True,285.67,219.1,24.21,285.67,False,False,False,B,5.0
KKR,89.17,-1.32,50.96,89.97,95.19,100.23,124.48,-0.89,-6.32,-11.04,-28.37,UP,DN,False,137.28,82.67,53.95,137.28,False,False,False,B,5.0
APD,292.0,0.15,66.08,286.47,282.31,278.25,273.15,1.93,3.43,4.94,6.9,UP,UP,False,296.82,268.12,1.65,296.82,False,True,False,B,5.0
HPQ,19.27,1.15,53.25,18.84,18.94,19.07,23.98,2.28,1.72,1.06,-19.65,UP,DN,False,19.58,18.01,1.61,22.6,False,False,False,B,5.0
WST,248.01,1.17,62.74,242.61,243.27,243.25,253.14,2.23,1.95,1.96,-2.03,UP,UP,False,254.61,228.4,2.66,291.38,False,False,False,B,5.0
WMB,74.0,2.11,43.6,73.49,72.5,70.92,62.52,0.69,2.07,4.34,18.37,DN,UP,True,76.87,58.09,3.88,76.87,False,False,False,B,5.0
PWR,546.5,2.38,38.79,562.58,544.68,530.35,441.36,-2.86,0.33,3.04,23.82,DN,UP,True,583.73,531.21,6.81,583.73,False,False,False,B,5.0
GLW,131.9,2.61,44.23,133.74,133.72,126.64,87.64,-1.38,-1.36,4.16,50.5,UP,UP,True,162.1,120.01,22.9,162.1,False,False,False,B,5.0
MGM,37.34,4.83,52.97,36.68,36.15,35.69,35.3,1.8,3.28,4.63,5.78,UP,UP,False,39.25,33.45,5.12,39.25,False,False,False,B,5.0
LABD,18.79,-10.57,63.55,19.89,18.88,18.75,37.37,-5.52,-0.45,0.19,-49.72,UP,UP,False,21.18,16.16,12.72,23.02,False,False,False,B,4.0
PEP,150.92,-3.76,40.98,152.67,161.5,158.7,147.27,-1.15,-6.55,-4.9,2.48,DN,UP,True,171.48,136.01,13.62,171.48,False,False,True,B,4.0
ALOT,9.05,-2.69,54.23,8.87,9.07,9.12,9.63,1.98,-0.23,-0.81,-6.01,UP,UP,False,10.0,8.29,10.5,10.0,False,False,True,B,4.0
BX,108.74,-2.56,52.6,110.44,118.26,124.79,151.07,-1.54,-8.05,-12.86,-28.02,UP,DN,False,165.14,101.73,51.87,165.14,False,False,False,B,4.0
TRX,1.29,2.38,17.2,1.36,1.64,1.59,0.83,-5.15,-21.32,-18.64,55.57,DN,DN,True,2.02,0.84,56.59,2.8,False,False,False,B,4.0
ROST,214.3,2.64,42.49,211.8,203.87,200.79,166.5,1.18,5.12,6.73,28.71,UP,UP,True,216.8,194.07,1.17,217.51,False,True,False,B,4.0
AMAT,332.91,3.03,39.92,352.02,348.89,344.4,246.28,-5.43,-4.58,-3.34,35.18,DN,DN,True,395.95,316.66,18.94,395.95,False,False,True,B,4.0
NOC,691.99,3.04,18.22,696.59,714.69,706.72,604.46,-0.66,-3.18,-2.08,14.48,DN,DN,True,774.0,543.66,11.85,774.0,False,False,False,B,4.0
HWM,230.21,3.24,25.49,234.49,241.54,236.47,202.48,-1.82,-4.69,-2.65,13.69,DN,UP,True,267.31,204.55,16.12,267.31,False,False,True,B,4.0
KLAC,1428.95,3.35,41.88,1487.23,1458.27,1476.34,1165.61,-3.92,-2.01,-3.21,22.59,UP,DN,True,1577.35,1321.02,10.39,1693.35,False,False,True,B,4.0
JCI,131.07,3.55,38.58,132.59,136.16,132.15,115.9,-1.15,-3.74,-0.82,13.09,DN,UP,True,146.49,108.41,11.76,146.49,False,False,True,B,4.0
ENLT,66.55,3.55,40.34,72.09,69.34,66.56,40.92,-7.69,-4.02,-0.02,62.65,DN,UP,True,81.28,22.95,22.13,81.28,False,False,False,B,4.0
EME,727.12,3.71,44.37,737.35,750.46,742.24,649.46,-1.39,-3.11,-2.04,11.96,UP,DN,True,835.0,685.5,14.84,835.0,False,False,True,B,4.0
CSTM,23.95,3.86,38.03,24.03,24.75,24.34,17.82,-0.33,-3.23,-1.6,34.38,DN,UP,True,27.41,22.03,14.45,27.41,False,False,False,B,4.0
CAT,694.0,3.98,32.61,696.85,722.29,706.57,544.29,-0.41,-3.92,-1.78,27.51,DN,UP,True,789.81,662.85,13.81,789.81,False,False,True,B,4.0
DE,580.0,4.41,30.7,570.6,593.54,578.99,508.12,1.65,-2.28,0.17,14.15,DN,UP,True,674.19,551.28,16.24,674.19,False,False,True,B,4.0
DAL,66.15,4.68,59.18,65.17,66.42,66.65,61.37,1.5,-0.4,-0.75,7.8,UP,DN,False,76.39,55.28,15.48,76.39,False,False,True,B,4.0
TER,291.7,5.55,40.14,300.94,303.32,289.79,178.7,-3.07,-3.83,0.66,63.23,DN,UP,True,344.92,263.02,18.24,344.92,False,False,False,B,4.0
NXT,119.45,6.17,49.0,119.49,115.69,114.04,86.32,-0.04,3.25,4.74,38.38,DN,DN,True,128.75,97.46,7.79,131.72,False,False,False,B,4.0
GEV,868.0,6.2,46.68,869.03,832.82,803.61,652.31,-0.12,4.22,8.01,33.07,UP,UP,True,894.93,777.0,3.1,948.38,False,False,False,B,4.0
JBL,263.0,6.27,48.3,263.96,258.21,255.53,225.6,-0.36,1.85,2.92,16.58,UP,UP,True,281.37,234.96,6.98,283.76,False,False,False,B,4.0
NRGV,3.45,7.14,51.55,3.52,3.5,3.87,3.04,-2.02,-1.49,-10.93,13.52,UP,DN,False,4.02,2.85,16.52,6.35,False,False,False,B,4.0
VSAT,47.55,8.76,45.27,48.26,46.19,45.85,33.24,-1.48,2.94,3.71,43.04,DN,DN,True,52.7,41.67,10.83,52.7,False,False,False,B,4.0
SAFX,0.43,11.2,58.0,0.37,0.26,0.24,0.92,17.79,66.2,78.03,-53.19,UP,UP,False,0.65,0.15,51.16,0.65,False,False,False,B,4.0
SPIR,13.37,13.69,61.13,12.3,10.44,10.8,10.27,8.72,28.02,23.75,30.18,UP,UP,False,13.69,8.3,2.39,14.99,False,False,False,B,4.0
LUNR,19.0,16.21,46.15,18.56,17.83,18.36,13.11,2.35,6.53,3.5,44.91,UP,DN,True,23.32,14.54,22.71,23.32,False,False,True,B,4.0
KOLD,19.74,-9.74,56.02,20.7,20.74,21.15,29.39,-4.64,-4.84,-6.67,-32.83,UP,UP,False,24.69,17.41,25.08,49.47,False,False,False,B,3.0
CENX,48.94,-8.09,49.48,50.87,51.87,51.02,33.32,-3.78,-5.64,-4.08,46.86,DN,UP,True,59.12,43.11,20.8,59.84,False,False,True,B,3.0
RIO,84.88,-4.44,43.66,86.77,93.22,92.58,73.62,-2.18,-8.94,-8.32,15.3,DN,DN,True,101.53,82.35,19.62,101.53,False,False,False,B,3.0
COST,977.45,-1.92,49.59,979.77,991.03,986.27,948.25,-0.24,-1.37,-0.89,3.08,DN,UP,False,1028.44,960.46,5.22,1028.44,False,False,False,B,3.0
AEM,188.94,-1.52,27.79,190.19,212.93,212.36,167.52,-0.66,-11.27,-11.03,12.78,DN,DN,False,255.24,175.56,35.09,255.24,False,False,False,B,3.0
SCCO,157.51,-1.11,26.79,162.23,189.36,189.02,135.78,-2.91,-16.82,-16.67,16.0,DN,DN,False,223.89,151.37,42.14,223.89,False,False,False,B,3.0
CINF,158.01,1.02,35.49,158.28,163.49,162.66,157.98,-0.17,-3.35,-2.86,0.02,DN,DN,False,170.1,155.14,7.65,174.27,False,False,False,B,3.0
HBM,19.25,1.05,30.37,19.3,23.44,23.75,16.7,-0.25,-17.88,-18.94,15.27,DN,DN,False,28.53,17.5,48.21,28.74,False,False,False,B,3.0
IDYA,31.79,1.08,36.95,32.05,32.62,33.03,29.32,-0.81,-2.53,-3.74,8.43,DN,DN,False,35.68,29.47,12.24,39.28,False,False,False,B,3.0
LLY,896.68,1.13,19.73,906.43,992.95,1004.31,896.07,-1.08,-9.7,-10.72,0.07,DN,DN,False,1114.0,993.58,24.24,1133.95,False,False,False,B,3.0
BATT,14.49,1.4,38.68,14.39,15.17,15.26,12.86,0.69,-4.47,-5.02,12.65,DN,DN,False,16.63,13.68,14.77,16.68,False,False,False,B,3.0
GOOGL,277.9,1.61,20.7,293.89,307.54,312.41,263.23,-5.44,-9.64,-11.05,5.57,DN,DN,False,312.47,296.12,12.44,349.0,False,False,False,B,3.0
BDX,157.38,1.74,30.03,156.74,167.71,166.21,152.21,0.41,-6.16,-5.31,3.4,DN,DN,False,187.35,151.32,19.04,187.35,False,False,False,B,3.0
TSM,322.63,1.94,35.06,335.24,351.28,347.85,288.47,-3.76,-8.15,-7.25,11.84,DN,DN,False,390.21,319.07,20.95,390.21,False,False,False,B,3.0
BEPC,39.75,1.98,37.22,39.55,41.44,41.11,38.0,0.51,-4.08,-3.3,4.59,DN,DN,False,45.18,37.73,13.66,45.18,False,False,False,B,3.0
MAR,325.64,1.98,44.53,323.46,333.66,330.52,291.85,0.67,-2.4,-1.48,11.58,UP,UP,False,370.0,311.2,13.62,370.0,False,False,False,B,3.0
DD,46.02,4.07,41.94,44.68,47.26,46.58,37.55,3.0,-2.63,-1.2,22.56,DN,UP,True,52.66,42.04,14.43,52.66,False,False,True,B,3.0
LMT,624.81,4.38,25.07,623.59,641.58,632.47,511.25,0.2,-2.61,-1.21,22.21,DN,DN,True,692.0,437.25,10.75,692.0,False,False,False,B,3.0
RMCF,2.31,5.0,37.86,2.3,2.46,2.42,1.84,0.61,-6.28,-4.44,25.62,DN,DN,True,2.99,2.08,29.44,2.99,False,False,False,B,3.0
BATL,6.4,16.79,21.43,9.18,9.25,7.93,2.92,-30.27,-30.8,-19.28,119.46,DN,UP,True,29.7,2.33,364.06,29.7,False,False,False,B,3.0
RCAT,13.91,20.02,39.48,14.77,13.77,14.05,10.61,-5.84,1.04,-1.0,31.12,DN,DN,True,18.78,10.8,35.01,18.78,False,False,False,B,3.0
SOWG,0.5,21.3,52.42,0.48,0.46,0.51,0.68,3.9,8.74,-2.69,-26.5,UP,DN,False,0.61,0.36,22.0,1.06,False,False,False,B,3.0
SOXS,42.84,-12.11,66.58,40.12,38.24,38.46,90.28,6.77,12.02,11.38,-52.55,UP,UP,False,48.26,31.4,12.65,58.2,False,False,False,B,2.0
NEM,99.08,-3.92,29.05,101.58,115.2,116.6,89.33,-2.46,-13.99,-15.02,10.91,DN,DN,False,131.98,94.34,33.21,134.88,False,False,False,B,2.0
GDX,82.78,-3.51,27.47,85.23,98.66,99.82,77.3,-2.87,-16.09,-17.07,7.08,DN,DN,False,117.18,78.74,41.56,117.18,False,False,False,B,2.0
PAAS,49.4,-3.44,28.99,50.56,57.7,58.37,42.72,-2.29,-14.39,-15.36,15.63,DN,DN,False,68.91,45.94,39.49,69.99,False,False,False,B,2.0
CF,133.0,-3.34,70.26,128.23,109.05,105.49,91.05,3.72,21.96,26.08,46.07,UP,UP,True,137.44,75.87,3.34,141.96,False,False,False,B,2.0
GDXJ,106.93,-3.33,26.01,111.55,130.74,132.51,101.0,-4.14,-18.21,-19.3,5.87,DN,DN,False,157.49,102.88,47.28,157.49,False,False,False,B,2.0
