sector,score,change,perf_week,perf_month,member_count
UNKNOWN,0.9111111111111111,7.708536267901475,9.13143554242352,30.55358777018414,21
Technology,0.7682539682539682,4.000327545940196,8.655860630091205,28.958373364312376,5
Consumer Defensive,0.5992063492063492,2.8972492980846067,7.189526147024135,5.094275925237942,10
Basic Materials,0.4261904761904762,2.764227642276418,0.15847860538826808,-2.0155038759689936,1
Industrials,0.40714285714285714,1.7035775127768327,1.186440677966094,11.17318435754191,1
