ticker,price,gap_pct,rsi14,sma10,sma40,sma50,sma200,px_vs_sma10,px_vs_sma40,px_vs_sma50,px_vs_sma200,sma10_slope,sma40_slope,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,daily_breakout,daily_retest,in_daily_box_middle,grade,score
ALB,174.84,1.44,57.14,176.36,171.73,171.27,119.9,-0.86,1.81,2.09,45.82,DN,UP,True,206.0,154.69,17.82,206.0,False,False,False,B,9.0
CWEN,39.4,-3.36,56.72,39.72,39.05,38.72,33.74,-0.8,0.89,1.76,16.78,UP,UP,True,41.51,36.48,5.36,41.51,False,False,False,B,8.0
ZD,43.33,-2.19,63.09,42.77,38.01,37.51,35.65,1.3,13.99,15.52,21.55,UP,UP,True,45.26,22.45,4.45,50.55,False,False,False,B,8.0
IDU,119.13,0.0,58.27,116.81,117.25,115.81,111.08,1.98,1.61,2.86,7.25,UP,UP,True,120.82,112.03,1.42,120.82,False,True,False,B,8.0
ADM,72.39,2.9,55.55,72.28,69.87,69.34,61.93,0.15,3.61,4.41,16.89,UP,UP,True,74.19,65.07,2.49,74.19,False,True,False,B,8.0
VSAT,47.55,-14.15,54.6,50.06,47.8,46.98,34.61,-5.0,-0.53,1.21,37.39,UP,UP,True,50.24,41.67,5.66,59.19,False,False,True,B,7.0
LUNR,19.0,-13.52,56.44,20.69,18.57,18.6,13.52,-8.17,2.32,2.15,40.57,UP,UP,True,23.32,14.54,22.71,25.0,False,False,False,B,7.0
FLEX,65.62,-12.52,62.04,67.65,65.06,64.83,59.61,-3.01,0.85,1.22,10.08,UP,UP,True,67.71,58.53,3.19,75.92,False,False,True,B,7.0
GEV,868.0,-10.33,62.64,892.21,857.51,836.93,667.1,-2.71,1.22,3.71,30.11,UP,UP,True,894.93,777.0,3.1,979.43,False,False,False,B,7.0
JBL,263.0,-10.25,60.53,269.93,262.63,259.6,228.47,-2.57,0.14,1.31,15.11,UP,UP,True,281.37,234.96,6.98,295.22,False,False,True,B,7.0
