ticker,price,gap_pct,rsi14,px_vs_sma50,px_vs_sma200,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,daily_breakout,daily_retest,in_daily_box_middle,grade,score
034020.KS,107700.0,0.0,52.95,13.42,44.81,True,110200.0,79000.0,2.32,110700.0,False,True,False,A,9.0
390390.KS,40410.0,0.0,45.12,1.65,24.36,True,41480.0,37270.0,2.65,41480.0,False,True,False,A,6.0
471760.KS,20780.0,0.0,56.76,27.24,78.81,True,21025.0,12655.0,1.18,21025.0,False,True,False,B,8.0
222800.KQ,61200.0,-0.16,56.64,16.68,50.32,True,65700.0,42500.0,7.35,65700.0,False,False,False,C,9.0
000250.KQ,810000.0,0.0,54.31,55.69,190.94,True,860000.0,198500.0,6.17,860000.0,False,False,False,C,9.0
000720.KS,171600.0,0.0,53.93,41.87,115.23,True,176900.0,98000.0,3.09,176900.0,False,False,False,C,9.0
005945.KS,26850.0,0.0,52.1,15.32,39.5,True,31000.0,22000.0,15.46,31000.0,False,False,False,C,9.0
010140.KS,28925.0,0.0,50.66,1.06,24.68,True,32000.0,23000.0,10.63,32000.0,False,False,False,C,9.0
012450.KS,1375000.0,0.0,61.19,8.21,36.22,True,1655000.0,1097000.0,20.36,1655000.0,False,False,False,C,9.0
039030.KQ,421000.0,0.0,50.0,15.28,63.21,True,469500.0,361500.0,11.52,469500.0,False,False,False,C,9.0
047810.KS,191600.0,0.0,53.08,13.58,65.07,True,215500.0,156600.0,12.47,215500.0,False,False,False,C,9.0
272210.KS,139800.0,0.0,59.91,29.49,107.46,True,184000.0,44750.0,31.62,184000.0,False,False,False,C,9.0
357780.KS,440000.0,0.0,54.62,14.64,62.72,True,530000.0,366000.0,20.45,530000.0,False,False,False,C,9.0
469150.KS,49260.0,0.0,51.58,26.41,104.05,True,51290.0,23670.0,4.12,51290.0,False,False,False,C,9.0
009150.KS,482500.0,1.26,51.81,42.29,115.77,True,474000.0,266000.0,-1.76,479000.0,True,True,False,C,8.0
079550.KS,692000.0,0.0,65.67,23.31,37.01,True,899000.0,399500.0,29.91,899000.0,False,False,False,C,7.0
006360.KS,26750.0,-0.74,60.53,30.81,33.95,True,24300.0,18220.0,-9.16,27350.0,False,True,False,C,6.0
403870.KQ,53500.0,-0.56,63.43,29.83,66.6,True,48800.0,37950.0,-8.79,53800.0,False,True,False,C,6.0
471990.KS,26890.0,-0.07,56.3,30.13,87.6,True,21560.0,16100.0,-19.82,26965.0,False,True,False,C,6.0
000270.KS,173200.0,0.0,34.64,8.75,44.65,True,212500.0,111000.0,22.69,212500.0,False,False,False,C,6.0
000660.KS,1032000.0,0.0,45.75,19.3,105.71,True,1099000.0,525000.0,6.49,1099000.0,False,False,False,C,6.0
000815.KS,396500.0,0.0,41.26,2.09,12.01,True,472500.0,364000.0,19.17,472500.0,False,False,False,C,6.0
000880.KS,123100.0,0.0,40.0,4.0,29.99,True,148500.0,111000.0,20.63,148500.0,False,False,False,C,6.0
003490.KS,24850.0,0.0,37.25,2.55,6.41,True,29750.0,22400.0,19.72,29750.0,False,False,False,C,6.0
004170.KS,343000.0,0.0,45.14,7.96,53.25,True,384500.0,226500.0,12.1,391000.0,False,False,False,C,6.0
005380.KS,529500.0,0.0,40.91,8.22,77.94,True,687000.0,253500.0,29.75,687000.0,False,False,False,C,6.0
005385.KS,273500.0,0.0,40.26,3.21,38.72,True,329000.0,235000.0,20.29,329000.0,False,False,False,C,6.0
005387.KS,272500.0,0.0,38.52,1.57,36.02,True,330000.0,238000.0,21.1,332000.0,False,False,True,C,6.0
005389.KS,258000.0,0.0,37.95,0.97,32.7,True,310500.0,226000.0,20.35,310500.0,False,False,True,C,6.0
005930.KS,205000.0,0.0,45.18,20.72,98.1,True,223000.0,94500.0,8.78,223000.0,False,False,False,C,6.0
005940.KS,33600.0,0.0,42.82,19.26,51.94,True,42600.0,28550.0,26.79,42600.0,False,False,False,C,6.0
006400.KS,409000.0,0.0,42.7,11.44,54.58,True,473500.0,348500.0,15.77,473500.0,False,False,False,C,6.0
006405.KS,226500.0,0.0,41.39,10.96,44.49,True,279500.0,191000.0,23.4,279500.0,False,False,False,C,6.0
006800.KS,68200.0,0.0,44.67,36.83,143.35,True,76738.23,55593.03,12.52,76738.23,False,False,False,C,6.0
007660.KS,132100.0,0.0,56.13,16.1,48.0,True,131200.0,98200.0,-0.68,132400.0,False,True,False,C,6.0
009830.KS,50300.0,0.0,49.07,27.69,54.04,True,59300.0,39300.0,17.89,59300.0,False,False,False,C,6.0
010120.KS,883000.0,0.0,57.81,40.75,112.98,True,824000.0,600000.0,-6.68,886000.0,False,True,False,C,6.0
010950.KS,110700.0,0.0,48.49,6.37,44.56,True,177100.0,79500.0,59.98,177100.0,False,False,False,C,6.0
010955.KS,56000.0,0.0,49.2,3.46,23.93,True,75200.0,45550.0,34.29,75200.0,False,False,False,C,6.0
011070.KS,287500.0,0.0,35.73,8.2,35.88,True,353500.0,226000.0,22.96,353500.0,False,False,True,C,6.0
011170.KS,82700.0,0.0,44.23,6.52,17.55,True,100500.0,66500.0,21.52,100500.0,False,False,True,C,6.0
016360.KS,100000.0,0.0,39.26,8.79,28.7,True,119400.0,86800.0,19.4,119400.0,False,False,False,C,6.0
023530.KS,106200.0,0.0,48.87,16.62,38.55,True,120000.0,67800.0,12.99,120000.0,False,False,False,C,6.0
024110.KS,23900.0,0.0,35.71,4.04,18.1,True,29550.0,22050.0,23.64,29550.0,False,False,False,C,6.0
034730.KS,351000.0,0.0,34.82,6.88,42.21,True,424000.0,243000.0,20.8,424000.0,False,False,False,C,6.0
055550.KS,96100.0,0.0,43.87,7.7,28.92,True,107200.0,74600.0,11.55,107200.0,False,False,False,C,6.0
058610.KQ,125200.0,0.0,35.49,1.82,117.6,True,155000.0,106100.0,23.8,165700.0,False,False,False,C,6.0
066570.KS,117800.0,0.0,29.27,7.45,33.71,True,151900.0,106700.0,28.95,151900.0,False,False,True,C,6.0
069500.KS,88045.0,0.0,42.9,12.65,58.37,True,95720.0,53925.0,8.72,95720.0,False,False,False,C,6.0
071050.KS,232500.0,0.0,38.38,7.62,41.6,True,300500.0,202500.0,29.25,300500.0,False,False,True,C,6.0
071055.KS,169900.0,0.0,42.16,10.35,45.06,True,190200.0,148000.0,11.95,190200.0,False,False,False,C,6.0
078935.KS,54500.0,0.0,40.0,1.49,16.44,True,63500.0,49800.0,16.51,63500.0,False,False,True,C,6.0
086520.KQ,154300.0,0.0,37.76,9.25,85.3,True,190000.0,133500.0,23.14,190000.0,False,False,False,C,6.0
086790.KS,114100.0,0.0,38.11,4.37,23.41,True,133700.0,91000.0,17.18,133700.0,False,False,True,C,6.0
091170.KS,15490.0,0.0,40.24,6.49,23.64,True,17725.0,13270.0,14.43,17725.0,False,False,False,C,6.0
102110.KS,87995.0,0.0,42.94,12.6,58.26,True,95680.0,53960.0,8.73,95680.0,False,False,False,C,6.0
105560.KS,157800.0,0.0,44.26,8.91,28.26,True,172500.0,121400.0,9.32,172500.0,False,False,False,C,6.0
122630.KS,92165.0,0.0,39.6,19.42,116.13,True,115010.0,37815.0,24.79,115010.0,False,False,False,C,6.0
139220.KS,7920.0,0.0,48.35,24.39,61.75,True,8340.0,6130.0,5.3,8340.0,False,False,False,C,6.0
145720.KS,52400.0,0.0,54.11,6.43,-6.53,False,60600.0,43350.0,15.65,55700.0,False,False,False,C,6.0
195870.KS,57800.0,0.0,42.16,1.33,42.81,True,66700.0,48000.0,15.4,67500.0,False,False,True,C,6.0
