ticker,price,gap_pct,rsi14,sma10,sma40,sma50,sma200,px_vs_sma10,px_vs_sma40,px_vs_sma50,px_vs_sma200,sma10_slope,sma40_slope,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,daily_breakout,daily_retest,in_daily_box_middle,grade,score
UCO,42.91,0.0,55.25,41.27,38.5,35.61,25.28,3.98,11.45,20.49,69.74,UP,UP,True,44.25,18.49,3.12,44.92,False,True,False,A,10.0
HAL,40.36,0.0,62.78,38.29,37.11,36.67,28.68,5.4,8.77,10.07,40.74,UP,UP,True,41.18,33.49,2.03,41.18,False,True,False,A,9.0
AEP,134.73,0.0,57.19,133.91,132.35,131.89,119.23,0.61,1.8,2.15,13.0,DN,UP,True,137.74,125.08,2.23,137.74,False,True,False,A,9.0
PNW,102.3,0.0,49.34,102.68,101.52,101.0,92.92,-0.37,0.77,1.29,10.1,DN,UP,True,104.92,96.75,2.56,104.92,False,True,False,A,6.0
GOOG,342.32,0.0,83.22,334.01,308.62,308.57,276.8,2.49,10.92,10.94,23.67,UP,UP,True,350.15,271.54,2.29,350.15,False,True,False,A,3.0
FTV,61.09,0.0,73.3,60.41,57.31,57.39,52.92,1.12,6.59,6.44,15.43,UP,UP,True,62.42,53.48,2.18,62.42,False,True,False,A,3.0
ELV,344.76,0.0,77.81,324.62,302.6,309.71,324.25,6.2,13.93,11.32,6.32,UP,UP,False,352.0,274.84,2.1,352.0,False,True,False,A,1.0
COM,33.8,0.0,60.25,33.53,33.29,32.9,30.09,0.8,1.54,2.74,12.32,UP,UP,True,34.08,32.82,0.83,34.08,False,True,False,B,8.0
RIO,99.61,0.0,66.24,99.28,93.55,94.46,77.19,0.33,6.47,5.45,29.05,UP,UP,True,101.53,82.35,1.93,101.53,False,True,False,B,7.0
KIM,23.69,0.0,70.43,23.71,23.1,23.09,21.66,-0.07,2.54,2.61,9.36,UP,UP,True,23.91,22.11,0.93,24.31,False,True,False,B,2.0
PLD,142.1,0.0,75.22,141.54,135.91,136.75,124.41,0.4,4.56,3.91,14.22,UP,UP,True,143.95,127.29,1.3,145.44,False,True,False,B,2.0
PSA,308.29,0.0,73.29,305.54,292.04,293.83,285.28,0.9,5.56,4.92,8.07,UP,UP,False,312.86,262.99,1.48,313.51,False,True,False,B,0.0
INVH,27.13,0.0,70.34,26.75,25.76,25.85,28.05,1.41,5.3,4.95,-3.27,UP,UP,False,27.48,24.25,1.29,27.51,False,True,False,B,-1.0
JPM,308.28,0.0,63.73,311.39,297.59,298.96,304.25,-1.0,3.59,3.12,1.32,UP,UP,True,326.4,279.1,5.88,326.4,False,False,True,C,9.0
WMT,129.92,0.0,56.1,127.62,125.34,125.74,111.52,1.81,3.65,3.32,16.5,UP,UP,True,134.69,118.02,3.67,134.69,False,False,False,C,9.0
PH,974.47,0.0,64.75,975.6,940.95,954.46,847.13,-0.12,3.56,2.1,15.03,DN,DN,True,1034.96,858.72,6.21,1034.96,False,False,True,C,9.0
NXT,121.41,0.0,60.48,113.13,113.91,114.61,91.18,7.32,6.59,5.93,33.15,UP,UP,True,131.72,97.46,8.49,131.72,False,False,False,C,9.0
SYM,59.39,0.0,62.99,60.68,54.16,54.37,58.33,-2.13,9.66,9.24,1.83,UP,UP,True,64.41,47.18,8.45,67.08,False,False,False,C,9.0
AAPL,271.06,0.0,62.01,267.5,258.77,260.15,253.64,1.33,4.75,4.2,6.87,UP,DN,True,280.91,245.51,3.63,280.91,False,False,True,C,9.0
ALB,188.33,0.0,57.95,194.3,176.58,176.21,126.9,-3.07,6.65,6.88,48.4,UP,UP,True,206.0,154.69,9.38,215.71,False,False,True,C,9.0
FLR,48.23,0.0,57.71,48.28,47.12,47.84,45.64,-0.1,2.36,0.81,5.67,DN,DN,True,50.8,42.46,5.33,54.26,False,False,True,C,9.0
DAL,68.45,0.0,54.93,69.9,65.57,66.33,63.13,-2.08,4.39,3.2,8.42,UP,DN,True,76.39,55.28,11.6,76.39,False,False,False,C,9.0
JBLU,5.27,0.0,60.87,5.42,4.75,4.97,4.85,-2.84,11.05,5.95,8.69,UP,DN,True,6.5,3.87,23.34,6.5,False,False,True,C,9.0
COPX,82.37,0.0,61.87,84.82,80.48,82.29,66.89,-2.89,2.35,0.1,23.15,UP,DN,True,97.24,68.49,18.05,99.99,False,False,True,C,9.0
EMR,141.35,0.0,64.62,143.43,137.69,139.96,137.77,-1.45,2.66,0.99,2.6,DN,DN,True,165.15,122.64,16.84,165.15,False,False,True,C,9.0
FANG,194.79,0.0,50.65,188.59,187.82,184.47,156.45,3.29,3.71,5.59,24.5,UP,UP,True,204.91,139.41,5.2,204.91,False,False,False,C,9.0
ET,19.08,0.0,54.55,18.92,18.95,18.91,17.6,0.85,0.68,0.92,8.41,DN,UP,True,19.86,18.24,4.09,19.86,False,False,True,C,9.0
EPD,38.0,0.0,52.0,37.35,37.56,37.3,33.25,1.75,1.17,1.88,14.28,UP,UP,True,39.74,31.55,4.58,39.74,False,False,False,C,9.0
CINF,164.48,0.0,60.64,165.16,162.63,162.77,159.45,-0.41,1.14,1.05,3.15,UP,UP,True,170.1,153.4,3.42,174.27,False,False,True,C,9.0
CFG,63.79,0.0,62.53,64.89,60.69,61.37,55.88,-1.69,5.11,3.95,14.15,UP,UP,True,68.79,55.49,7.84,68.79,False,False,True,C,9.0
CVS,77.94,0.0,62.61,77.2,75.87,76.13,75.17,0.96,2.73,2.38,3.69,DN,UP,True,81.69,69.51,4.81,81.69,False,False,False,C,9.0
DVA,151.85,0.0,53.19,150.02,151.24,150.98,132.64,1.22,0.4,0.57,14.48,UP,UP,True,159.42,101.0,4.99,159.42,False,False,False,C,9.0
DECK,108.53,0.0,63.87,109.08,104.87,107.55,103.51,-0.51,3.49,0.91,4.85,DN,DN,True,122.29,92.56,12.68,122.29,False,False,True,C,9.0
EW,84.15,0.0,58.03,80.11,81.96,81.62,80.92,5.04,2.68,3.11,3.99,UP,DN,True,87.32,74.66,3.77,87.32,False,False,False,C,9.0
