ticker,price,gap_pct,rsi14,px_vs_sma50,px_vs_sma200,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,daily_breakout,daily_retest,in_daily_box_middle,grade,score
471760.KS,20570.0,0.0,56.1,25.99,77.02,True,21025.0,12655.0,2.21,21025.0,False,True,False,A,9.0
007660.KS,129500.0,0.0,55.07,13.87,45.11,True,131200.0,98200.0,1.31,132500.0,False,True,False,B,8.0
000250.KQ,801000.0,0.0,53.63,54.01,187.75,True,860000.0,198500.0,7.37,860000.0,False,False,False,C,9.0
000720.KS,169100.0,0.0,52.92,39.86,112.12,True,176900.0,98000.0,4.61,176900.0,False,False,False,C,9.0
005945.KS,26400.0,0.0,50.2,13.43,37.18,True,31000.0,22000.0,17.42,31000.0,False,False,False,C,9.0
010955.KS,56600.0,0.0,50.16,4.54,25.25,True,75200.0,45550.0,32.86,75200.0,False,False,False,C,9.0
012450.KS,1368000.0,0.0,60.66,7.67,35.54,True,1655000.0,1097000.0,20.98,1655000.0,False,False,False,C,9.0
034020.KS,106000.0,0.0,51.64,11.67,42.54,True,110200.0,79000.0,3.96,110700.0,False,False,False,C,9.0
047810.KS,189900.0,0.0,52.37,12.6,63.62,True,215500.0,156600.0,13.48,215500.0,False,False,False,C,9.0
087010.KS,328000.0,0.0,60.79,21.81,22.66,True,340000.0,219000.0,3.66,340000.0,False,False,False,C,9.0
222800.KQ,60600.0,0.0,55.93,15.57,48.86,True,65700.0,42500.0,8.42,65700.0,False,False,False,C,9.0
272210.KS,140300.0,0.0,60.04,29.94,108.2,True,184000.0,44750.0,31.15,184000.0,False,False,False,C,9.0
357780.KS,440000.0,0.0,54.62,14.64,62.72,True,530000.0,366000.0,20.45,530000.0,False,False,False,C,9.0
469150.KS,48610.0,0.0,50.58,24.78,101.38,True,51290.0,23670.0,5.51,51290.0,False,False,False,C,9.0
489790.KS,87600.0,0.0,51.23,36.57,59.81,True,94400.0,35650.0,7.76,94400.0,False,False,False,C,9.0
079550.KS,700000.0,0.0,66.12,24.69,38.59,True,899000.0,399500.0,28.43,899000.0,False,False,False,C,7.0
000270.KS,170500.0,0.0,33.79,7.1,42.41,True,212500.0,111000.0,24.63,212500.0,False,False,False,C,6.0
000500.KS,111000.0,0.0,45.88,18.3,49.5,True,127200.0,86700.0,14.59,127200.0,False,False,False,C,6.0
000660.KS,1010000.0,0.0,44.51,16.81,101.37,True,1099000.0,525000.0,8.81,1099000.0,False,False,False,C,6.0
000815.KS,394000.0,0.0,40.35,1.45,11.31,True,472500.0,364000.0,19.92,472500.0,False,False,False,C,6.0
000880.KS,121700.0,0.0,39.32,2.84,28.52,True,148500.0,111000.0,22.02,148500.0,False,False,False,C,6.0
001440.KS,30050.0,0.0,37.44,2.18,43.11,True,37350.0,25250.0,24.29,37350.0,False,False,True,C,6.0
003490.KS,24550.0,0.0,36.4,1.34,5.13,True,29750.0,22400.0,21.18,29750.0,False,False,False,C,6.0
004170.KS,332500.0,0.0,42.59,4.72,48.59,True,384500.0,226500.0,15.64,391000.0,False,False,False,C,6.0
005380.KS,522000.0,0.0,40.22,6.72,75.44,True,687000.0,253500.0,31.61,687000.0,False,False,False,C,6.0
005385.KS,267500.0,0.0,39.03,0.99,35.69,True,329000.0,235000.0,22.99,329000.0,False,False,True,C,6.0
005387.KS,269500.0,0.0,37.9,0.48,34.54,True,330000.0,238000.0,22.45,332000.0,False,False,True,C,6.0
005930.KS,200500.0,0.0,43.72,18.13,93.79,True,223000.0,94500.0,11.22,223000.0,False,False,False,C,6.0
005935.KS,144200.0,0.0,47.69,19.04,83.42,True,150000.0,112600.0,4.02,150000.0,False,False,False,C,6.0
005940.KS,33350.0,0.0,42.3,18.4,50.82,True,42600.0,28550.0,27.74,42600.0,False,False,False,C,6.0
006400.KS,403500.0,0.0,41.62,9.98,52.52,True,473500.0,348500.0,17.35,473500.0,False,False,False,C,6.0
006405.KS,223500.0,0.0,40.66,9.53,42.59,True,279500.0,191000.0,25.06,279500.0,False,False,False,C,6.0
006800.KS,67100.0,0.0,43.62,34.68,139.47,True,76738.23,55593.03,14.36,76738.23,False,False,False,C,6.0
009830.KS,49750.0,0.0,48.44,26.33,52.36,True,59300.0,39300.0,19.2,59300.0,False,False,False,C,6.0
010950.KS,111200.0,0.0,48.75,6.84,45.21,True,177100.0,79500.0,59.26,177100.0,False,False,False,C,6.0
011070.KS,284500.0,0.0,34.76,7.1,34.47,True,353500.0,226000.0,24.25,353500.0,False,False,True,C,6.0
011170.KS,82600.0,0.0,44.15,6.39,17.41,True,100500.0,66500.0,21.67,100500.0,False,False,True,C,6.0
016360.KS,99000.0,0.0,38.52,7.72,27.42,True,119400.0,86800.0,20.61,119400.0,False,False,True,C,6.0
023530.KS,107150.0,0.0,49.94,17.64,39.79,True,120000.0,67800.0,11.99,120000.0,False,False,False,C,6.0
024110.KS,23700.0,0.0,34.78,3.19,17.11,True,29550.0,22050.0,24.68,29550.0,False,False,False,C,6.0
028050.KS,32700.0,0.0,32.97,6.63,21.13,True,39800.0,23150.0,21.71,39800.0,False,False,False,C,6.0
030200.KS,59100.0,0.0,38.3,1.65,9.71,True,69400.0,54200.0,17.43,69400.0,False,False,True,C,6.0
