ticker,price,gap_pct,rsi14,sma10,sma40,sma50,sma200,px_vs_sma10,px_vs_sma40,px_vs_sma50,px_vs_sma200,sma10_slope,sma40_slope,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,daily_breakout,daily_retest,in_daily_box_middle,grade,score
NXT,116.63,1.96,61.35,116.25,114.48,111.01,84.46,0.32,1.88,5.06,38.1,UP,UP,True,128.75,97.46,10.39,131.59,False,False,False,B,9.0
BATL,12.02,-5.73,50.92,16.41,8.72,7.22,2.74,-26.75,37.86,66.54,338.22,DN,UP,True,29.7,2.33,147.09,29.7,False,False,False,B,7.0
ELLO,24.82,-2.05,53.48,25.73,26.32,26.55,20.85,-3.55,-5.7,-6.53,19.05,DN,DN,True,30.34,23.41,22.24,30.34,False,False,False,B,7.0
FNGD,69.34,-2.05,61.57,63.42,63.74,62.1,57.83,9.33,8.79,11.65,19.91,UP,UP,False,75.53,44.5,8.93,75.53,False,False,False,B,6.0
BERZ,64.7,-1.36,56.29,59.73,60.63,59.21,77.96,8.33,6.72,9.28,-17.01,UP,UP,False,71.8,49.5,10.97,71.8,False,False,False,B,6.0
TECS,19.85,-1.34,58.78,18.85,18.16,17.92,20.77,5.32,9.29,10.77,-4.41,UP,UP,False,20.69,15.31,4.23,20.69,False,False,False,B,6.0
NVDD,40.52,-1.15,62.6,39.08,38.55,38.61,40.98,3.68,5.12,4.95,-1.12,UP,UP,False,41.76,36.02,3.06,41.76,False,False,False,B,6.0
TDW,71.75,-1.01,39.1,76.0,72.39,69.46,57.0,-5.6,-0.88,3.29,25.89,DN,UP,True,88.99,49.54,24.03,88.99,False,False,False,B,6.0
AMAT,360.8,1.05,44.02,347.71,345.67,338.64,240.81,3.77,4.38,6.55,49.83,UP,UP,True,395.95,287.49,9.74,395.95,False,False,False,B,6.0
TER,294.0,1.09,36.28,296.32,293.99,280.35,172.17,-0.78,0.0,4.87,70.76,UP,UP,True,344.92,151.52,17.32,344.92,False,False,False,B,6.0
BE,152.15,1.35,43.41,156.33,154.43,151.6,90.43,-2.68,-1.48,0.37,68.26,UP,UP,True,180.9,131.0,18.9,180.9,False,False,False,B,6.0
BEP,31.34,1.65,43.38,30.91,30.71,30.12,27.72,1.39,2.06,4.04,13.07,UP,UP,True,32.78,29.25,4.59,32.78,False,False,False,B,6.0
FLNC,15.4,1.78,50.07,16.29,19.66,20.64,14.79,-5.48,-21.67,-25.4,4.11,UP,DN,False,33.51,13.81,117.6,33.51,False,False,False,B,6.0
NRGV,3.4,1.8,52.49,3.38,3.75,4.13,2.96,0.74,-9.38,-17.64,14.84,UP,DN,False,6.35,2.85,86.76,6.35,False,False,False,B,6.0
ED,111.58,1.95,41.26,112.79,110.3,108.61,102.11,-1.07,1.16,2.74,9.28,DN,UP,True,115.25,96.96,3.29,116.23,False,False,False,B,6.0
SOXS,39.8,-2.12,57.26,39.38,37.84,39.14,95.21,1.07,5.18,1.69,-58.2,DN,DN,False,47.4,31.4,19.1,62.8,False,False,False,B,5.0
LABD,20.2,-2.08,60.85,19.09,18.62,18.71,38.95,5.8,8.47,7.94,-48.13,UP,UP,False,21.18,16.16,4.85,23.02,False,False,False,B,5.0
ON,59.9,1.08,31.24,59.42,63.96,63.34,55.01,0.81,-6.35,-5.44,8.89,DN,DN,True,73.76,57.59,23.14,73.76,False,False,False,B,5.0
SQM,72.01,1.19,42.82,75.38,75.21,76.03,54.43,-4.47,-4.25,-5.29,32.3,UP,DN,True,81.67,65.65,13.41,86.13,False,False,False,B,5.0
AMKR,46.4,1.29,45.6,44.71,47.44,48.1,33.91,3.78,-2.19,-3.54,36.81,UP,DN,True,57.09,42.14,23.04,57.09,False,False,False,B,5.0
LUNR,18.06,1.29,49.01,18.09,18.08,18.4,12.89,-0.16,-0.09,-1.87,40.09,UP,DN,True,23.32,14.54,29.1,23.32,False,False,False,B,5.0
TRX,1.3,1.56,20.51,1.62,1.69,1.54,0.8,-19.7,-22.99,-15.65,62.46,DN,UP,True,2.02,0.84,55.38,2.8,False,False,False,B,5.0
SOWG,0.49,1.87,61.69,0.42,0.49,0.53,0.69,15.81,0.77,-7.97,-28.85,UP,DN,False,1.06,0.23,116.33,1.06,False,False,False,B,5.0
SOXL,52.13,1.94,37.21,53.36,60.34,59.75,40.19,-2.31,-13.61,-12.75,29.71,UP,DN,True,72.36,49.33,38.81,72.36,False,False,False,B,5.0
LIN,493.37,1.07,33.07,488.54,480.2,472.31,457.28,0.99,2.74,4.46,7.89,DN,UP,False,510.65,444.02,3.5,510.65,False,False,False,B,4.0
ENPH,44.75,1.45,48.19,43.71,43.97,42.39,37.22,2.38,1.79,5.56,20.22,UP,UP,False,52.93,25.78,18.28,52.93,False,False,False,B,4.0
ORA,107.5,1.01,48.2,109.16,116.45,116.86,102.7,-1.53,-7.69,-8.01,4.67,DN,DN,False,132.58,100.84,23.33,132.58,False,False,False,B,3.0
GS,822.1,1.05,33.92,808.97,884.72,897.44,798.9,1.62,-7.08,-8.39,2.9,DN,DN,False,968.39,754.0,17.79,984.7,False,False,False,B,3.0
ZD,42.74,1.14,79.0,41.11,35.86,36.15,34.96,3.96,19.17,18.22,22.24,DN,UP,True,50.55,22.45,18.27,50.55,False,False,False,B,3.0
ERO,23.88,1.23,15.44,26.41,30.92,30.79,22.05,-9.59,-22.78,-22.44,8.32,DN,DN,False,35.64,19.09,49.25,39.8,False,False,False,B,3.0
USD,49.98,1.24,39.35,52.92,55.29,55.36,48.71,-5.55,-9.6,-9.71,2.6,DN,DN,False,61.65,47.81,23.35,61.68,False,False,False,B,3.0
XLB,47.59,1.3,6.4,49.07,51.1,50.61,46.14,-3.02,-6.87,-5.97,3.14,DN,DN,False,54.14,42.03,13.76,54.14,False,False,False,B,3.0
APH,128.5,1.39,41.2,132.98,141.54,142.94,124.94,-3.37,-9.21,-10.1,2.85,DN,DN,False,154.05,126.21,19.88,167.04,False,False,False,B,3.0
VIK,68.94,1.4,39.6,70.84,73.91,73.27,63.72,-2.68,-6.72,-5.91,8.19,DN,UP,False,81.47,67.74,18.18,81.47,False,False,False,B,3.0
MS,163.9,1.5,38.94,158.38,170.74,173.59,159.74,3.48,-4.0,-5.58,2.6,DN,DN,False,188.68,163.59,15.12,192.68,False,False,False,B,3.0
