ticker,price,gap_pct,rsi14,px_vs_sma50,px_vs_sma200,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,daily_breakout,daily_retest,in_daily_box_middle,grade,score
000720.KS,172300.0,0.0,54.2,42.43,116.1,True,176900.0,98000.0,2.67,176900.0,False,True,False,A,9.0
009150.KS,463500.0,0.0,49.43,36.79,107.33,True,474000.0,266000.0,2.27,474000.0,False,True,False,A,6.0
007660.KS,129600.0,0.0,55.12,13.95,45.22,True,131200.0,98200.0,1.23,131200.0,False,True,False,B,8.0
091160.KS,102325.0,-1.02,48.62,19.23,85.32,True,107800.0,84900.0,5.35,107800.0,False,False,False,B,6.0
000250.KQ,782000.0,0.0,52.12,50.47,181.02,True,860000.0,198500.0,9.97,860000.0,False,False,False,C,9.0
005945.KS,26350.0,0.0,50.0,13.22,36.92,True,31000.0,22000.0,17.65,31000.0,False,False,False,C,9.0
010140.KS,28800.0,0.0,50.29,0.63,24.14,True,32000.0,23000.0,11.11,32000.0,False,False,False,C,9.0
012450.KS,1369000.0,0.0,60.74,7.75,35.63,True,1655000.0,1097000.0,20.89,1655000.0,False,False,False,C,9.0
047810.KS,193300.0,0.0,53.81,14.57,66.53,True,215500.0,156600.0,11.48,215500.0,False,False,False,C,9.0
222800.KQ,60500.0,0.0,55.83,15.39,48.61,True,65700.0,42500.0,8.6,65700.0,False,False,False,C,9.0
272210.KS,141400.0,0.0,60.34,30.94,109.81,True,184000.0,44750.0,30.13,184000.0,False,False,False,C,9.0
357780.KS,440000.0,0.0,54.62,14.64,62.72,True,530000.0,366000.0,20.45,530000.0,False,False,False,C,9.0
469150.KS,48515.0,0.0,50.44,24.54,100.99,True,51290.0,23670.0,5.72,51290.0,False,False,False,C,9.0
471760.KS,20270.0,0.0,55.11,24.2,74.46,True,21025.0,12655.0,3.72,21025.0,False,False,False,C,9.0
034020.KS,107400.0,0.0,52.74,13.11,44.41,True,110200.0,79000.0,2.61,110700.0,False,False,False,C,8.0
079550.KS,691000.0,0.0,65.61,23.13,36.82,True,899000.0,399500.0,30.1,899000.0,False,False,False,C,7.0
353200.KQ,76600.0,2.41,59.54,35.99,110.86,True,69000.0,49600.0,-9.92,75600.0,True,True,False,C,7.0
471990.KS,26070.0,-1.21,54.96,26.23,81.91,True,21560.0,16100.0,-17.3,26575.0,False,True,False,C,6.0
395270.KS,35355.0,-0.97,47.11,20.75,92.99,True,37585.0,29665.0,6.31,37585.0,False,False,False,C,6.0
069500.KS,86450.0,-0.77,42.11,10.64,55.51,True,95720.0,53925.0,10.72,95720.0,False,False,False,C,6.0
102110.KS,86455.0,-0.65,42.11,10.65,55.5,True,95680.0,53960.0,10.67,95680.0,False,False,False,C,6.0
139220.KS,7880.0,-0.06,47.95,23.78,60.94,True,8340.0,6130.0,5.84,8340.0,False,False,False,C,6.0
000270.KS,172400.0,0.0,34.39,8.26,43.99,True,212500.0,111000.0,23.26,212500.0,False,False,False,C,6.0
000660.KS,1022500.0,0.0,45.21,18.22,103.84,True,1099000.0,525000.0,7.48,1099000.0,False,False,False,C,6.0
000815.KS,392500.0,0.0,39.83,1.08,10.89,True,472500.0,364000.0,20.38,472500.0,False,False,False,C,6.0
000880.KS,122500.0,0.0,39.7,3.5,29.36,True,148500.0,111000.0,21.22,148500.0,False,False,False,C,6.0
003490.KS,24850.0,0.0,37.25,2.55,6.41,True,29750.0,22400.0,19.72,29750.0,False,False,False,C,6.0
004170.KS,332500.0,0.0,42.59,4.72,48.59,True,384500.0,226500.0,15.64,391000.0,False,False,False,C,6.0
005380.KS,528000.0,0.0,40.77,7.92,77.44,True,687000.0,253500.0,30.11,687000.0,False,False,False,C,6.0
005385.KS,273500.0,0.0,40.26,3.21,38.72,True,329000.0,235000.0,20.29,329000.0,False,False,False,C,6.0
005387.KS,272500.0,0.0,38.52,1.57,36.02,True,330000.0,238000.0,21.1,332000.0,False,False,True,C,6.0
005389.KS,257500.0,0.0,37.84,0.78,32.45,True,310500.0,226000.0,20.58,310500.0,False,False,True,C,6.0
005930.KS,202500.0,0.0,44.36,19.28,95.71,True,223000.0,94500.0,10.12,223000.0,False,False,False,C,6.0
005935.KS,145100.0,0.0,48.13,19.76,84.55,True,150000.0,112600.0,3.38,150000.0,False,False,False,C,6.0
005940.KS,33250.0,0.0,42.09,18.05,50.37,True,42600.0,28550.0,28.12,42600.0,False,False,False,C,6.0
006400.KS,405500.0,0.0,41.96,10.51,53.27,True,473500.0,348500.0,16.77,473500.0,False,False,False,C,6.0
006405.KS,223000.0,0.0,40.55,9.29,42.28,True,279500.0,191000.0,25.34,279500.0,False,False,True,C,6.0
006800.KS,68100.0,0.0,44.57,36.63,143.0,True,76738.23,55593.03,12.68,76738.23,False,False,False,C,6.0
009830.KS,50000.0,0.0,48.72,26.95,53.12,True,59300.0,39300.0,18.6,59300.0,False,False,False,C,6.0
010120.KS,841000.0,0.0,54.04,34.23,102.95,True,824000.0,600000.0,-2.02,846000.0,False,True,False,C,6.0
010950.KS,111200.0,0.0,48.75,6.84,45.21,True,177100.0,79500.0,59.26,177100.0,False,False,False,C,6.0
010955.KS,55200.0,0.0,47.91,2.01,22.17,True,75200.0,45550.0,36.23,75200.0,False,False,False,C,6.0
011070.KS,275500.0,0.0,31.66,3.78,30.25,True,353500.0,226000.0,28.31,353500.0,False,False,False,C,6.0
011170.KS,80600.0,0.0,42.66,3.87,14.58,True,100500.0,66500.0,24.69,100500.0,False,False,False,C,6.0
016360.KS,98500.0,0.0,38.16,7.19,26.78,True,119400.0,86800.0,21.22,119400.0,False,False,True,C,6.0
023530.KS,102900.0,0.0,45.32,13.08,34.28,True,120000.0,67800.0,16.62,120000.0,False,False,False,C,6.0
024110.KS,23550.0,0.0,34.22,2.55,16.38,True,29550.0,22050.0,25.48,29550.0,False,False,False,C,6.0
034730.KS,346500.0,0.0,34.17,5.54,40.4,True,424000.0,243000.0,22.37,424000.0,False,False,False,C,6.0
039030.KQ,411000.0,0.0,48.13,12.61,59.37,True,469500.0,361500.0,14.23,469500.0,False,False,False,C,6.0
055550.KS,93400.0,0.0,39.68,4.73,25.32,True,107200.0,74600.0,14.78,107200.0,False,False,True,C,6.0
058610.KQ,126300.0,0.0,35.92,2.69,119.49,True,155000.0,106100.0,22.72,165700.0,False,False,False,C,6.0
066570.KS,116400.0,0.0,28.69,6.2,32.13,True,151900.0,106700.0,30.5,151900.0,False,False,True,C,6.0
071050.KS,229000.0,0.0,37.5,6.03,39.48,True,300500.0,202500.0,31.22,300500.0,False,False,True,C,6.0
071055.KS,169200.0,0.0,41.83,9.9,44.47,True,190200.0,148000.0,12.41,190200.0,False,False,False,C,6.0
078935.KS,54300.0,0.0,39.55,1.12,16.02,True,63500.0,49800.0,16.94,63500.0,False,False,True,C,6.0
086520.KQ,151700.0,0.0,36.91,7.45,82.21,True,190000.0,133500.0,25.25,190000.0,False,False,False,C,6.0
086790.KS,112100.0,0.0,36.5,2.58,21.26,True,133700.0,91000.0,19.27,133700.0,False,False,True,C,6.0
091230.KS,108280.0,0.0,48.66,20.08,87.31,True,112900.0,89950.0,4.27,112900.0,False,False,False,C,6.0
105560.KS,152400.0,0.0,40.0,5.26,23.9,True,172500.0,121400.0,13.19,172500.0,False,False,False,C,6.0
112610.KS,60600.0,0.0,60.79,32.96,34.36,True,46500.0,41800.0,-23.27,61800.0,False,True,False,C,6.0
122630.KS,90185.0,0.0,38.85,16.92,111.53,True,115010.0,37815.0,27.53,115010.0,False,False,False,C,6.0
139230.KS,16235.0,0.0,44.22,3.2,23.55,True,17615.0,13675.0,8.5,17615.0,False,False,False,C,6.0
145720.KS,52500.0,0.0,54.35,6.63,-6.35,False,60600.0,43350.0,15.43,55700.0,False,False,False,C,6.0
233160.KS,18945.0,0.0,40.61,6.03,49.31,True,24165.0,14500.0,27.55,24165.0,False,False,False,C,6.0
233740.KS,17125.0,0.0,40.6,6.44,51.1,True,21750.0,13050.0,27.01,21750.0,False,False,False,C,6.0
240810.KQ,121600.0,0.0,47.33,16.99,104.11,True,143000.0,107500.0,17.6,143000.0,False,False,False,C,6.0
247540.KQ,193200.0,0.0,39.37,1.22,34.36,True,225000.0,165600.0,16.46,260000.0,False,False,False,C,6.0
266370.KS,46550.0,0.0,44.98,16.96,76.06,True,50175.0,39040.0,7.79,50175.0,False,False,False,C,6.0
267260.KS,968000.0,0.0,37.78,4.29,40.88,True,1116000.0,853000.0,15.29,1116000.0,False,False,False,C,6.0
267770.KS,68805.0,0.0,38.83,17.3,111.46,True,87215.0,28980.0,26.76,87215.0,False,False,False,C,6.0
271560.KS,130700.0,0.0,41.24,6.96,17.39,True,143400.0,102000.0,9.72,143400.0,False,False,False,C,6.0
277810.KQ,724000.0,0.0,35.56,9.71,75.43,True,934000.0,437000.0,29.01,934000.0,False,False,False,C,6.0
278470.KS,364750.0,0.0,62.26,31.27,63.22,True,306500.0,263000.0,-15.97,367000.0,False,True,False,C,6.0
282330.KS,121100.0,0.0,39.6,1.01,5.82,True,143400.0,110100.0,18.41,143400.0,False,False,True,C,6.0
298040.KS,2676500.0,0.0,42.44,11.79,62.64,True,2941000.0,2220000.0,9.88,2941000.0,False,False,False,C,6.0
316140.KS,33150.0,0.0,34.74,2.6,23.88,True,41500.0,27000.0,25.19,41500.0,False,False,False,C,6.0
353200.KS,78300.0,0.0,60.52,37.53,113.67,True,69000.0,49600.0,-11.88,79900.0,False,True,False,C,6.0
381180.KS,30595.0,0.0,43.79,1.07,23.81,True,31620.0,28670.0,3.35,31620.0,False,False,False,C,6.0
390390.KS,40240.0,0.0,44.39,1.24,23.84,True,41480.0,37270.0,3.08,41480.0,False,False,False,C,6.0
395160.KS,28500.0,0.0,48.63,18.15,81.25,True,30065.0,23750.0,5.49,30065.0,False,False,False,C,6.0
396500.KS,34375.0,0.0,47.99,19.76,91.38,True,36570.0,29075.0,6.39,36570.0,False,False,False,C,6.0
403870.KQ,50600.0,0.0,60.17,22.98,57.64,True,48800.0,37950.0,-3.56,51400.0,False,True,False,C,6.0
445290.KS,33340.0,0.0,36.97,0.67,46.58,True,38970.0,29365.0,16.89,38970.0,False,False,False,C,6.0
488080.KS,46020.0,0.0,45.72,32.89,185.02,True,54885.0,33935.0,19.26,54885.0,False,False,False,C,6.0
489790.KS,83200.0,0.0,47.75,29.89,51.84,True,94400.0,35650.0,13.46,94400.0,False,False,False,C,6.0
494310.KS,73470.0,0.0,45.84,32.51,173.01,True,84995.0,53795.0,15.69,84995.0,False,False,False,C,6.0
000990.KS,86600.0,0.0,44.34,-3.79,38.84,True,98100.0,74800.0,13.28,113500.0,False,False,True,C,5.0
003550.KS,90700.0,0.0,37.57,-0.83,11.37,True,107800.0,78600.0,18.85,107800.0,False,False,True,C,5.0
003555.KS,69800.0,0.0,32.08,-1.51,6.37,True,81000.0,67100.0,16.05,81000.0,False,False,False,C,5.0
005490.KS,340000.0,0.0,32.91,-4.11,9.93,True,427500.0,318000.0,25.74,427500.0,False,False,False,C,5.0
012330.KS,417000.0,0.0,30.56,-4.56,23.35,True,531000.0,387500.0,27.34,531000.0,False,False,False,C,5.0
028260.KS,292000.0,0.0,30.79,-2.04,33.59,True,364000.0,276500.0,24.66,364000.0,False,False,True,C,5.0
042660.KS,130500.0,0.0,43.81,-4.0,15.78,True,154800.0,108500.0,18.62,154800.0,False,False,True,C,5.0
042700.KS,307000.0,0.0,55.58,37.59,128.25,True,201000.0,164700.0,-34.53,335500.0,False,False,False,C,5.0
058470.KQ,116600.0,0.0,56.36,27.25,86.91,True,114300.0,94500.0,-1.97,128200.0,False,False,False,C,5.0
060280.KQ,15830.0,0.0,42.9,-3.72,36.17,True,22550.0,13550.0,42.45,22550.0,False,False,False,C,5.0
090430.KS,133800.0,0.0,29.86,-1.82,3.45,True,169000.0,122000.0,26.31,169000.0,False,False,False,C,5.0
097230.KS,27700.0,0.0,57.43,11.53,41.75,True,27500.0,18800.0,-0.72,29300.0,False,False,False,C,5.0
132030.KS,27580.0,0.0,26.68,-2.67,17.45,True,30735.0,25845.0,11.44,32125.0,False,False,False,C,5.0
195870.KS,56800.0,0.0,41.14,-0.39,40.35,True,66700.0,48000.0,17.43,67500.0,False,False,True,C,5.0
241560.KQ,61000.0,0.0,44.24,-0.2,6.66,True,68400.0,53000.0,12.13,68400.0,False,False,True,C,5.0
252670.KS,246.0,0.0,51.65,-32.24,-73.69,False,348.0,231.0,41.46,724.0,False,False,False,C,5.0
267270.KS,124000.0,0.0,35.24,-0.45,25.87,True,148500.0,113300.0,19.76,148500.0,False,False,True,C,5.0
305540.KS,20145.0,0.0,37.22,-0.22,17.98,True,24120.0,17795.0,19.73,24120.0,False,False,True,C,5.0
305720.KS,16440.0,0.0,36.4,-0.03,19.21,True,19695.0,14885.0,19.8,19695.0,False,False,True,C,5.0
307950.KS,432500.0,0.0,36.24,-0.95,75.97,True,543000.0,357000.0,25.55,543000.0,False,False,False,C,5.0
329180.KS,574000.0,0.0,46.4,-1.68,11.84,True,630000.0,503000.0,9.76,652000.0,False,False,True,C,5.0
411060.KS,32135.0,0.0,38.23,-1.84,21.96,True,35442.0,30850.0,10.29,37890.0,False,False,True,C,5.0
475310.KS,31245.0,0.0,56.12,27.84,87.97,True,26080.0,18740.0,-16.53,32480.0,False,False,False,C,5.0
006360.KS,25900.0,1.57,56.69,26.83,29.74,True,24300.0,18220.0,-6.18,26800.0,False,False,False,C,5.0
000810.KS,482500.0,0.0,35.54,-4.52,2.74,False,646000.0,477000.0,33.89,646000.0,False,False,False,C,3.0
003670.KS,197700.0,0.0,33.01,-6.67,13.13,False,254000.0,184500.0,28.48,254000.0,False,False,False,C,3.0
010060.KS,193700.0,0.0,66.51,43.08,84.35,True,163300.0,115800.0,-15.69,199500.0,False,False,False,C,3.0
015760.KS,48900.0,0.0,29.25,-12.69,11.14,False,65300.0,45700.0,33.54,69500.0,False,False,False,C,3.0
051910.KS,311500.0,0.0,34.87,-5.42,0.92,False,424000.0,294000.0,36.12,424000.0,False,False,False,C,3.0
068270.KS,203500.0,0.0,30.3,-6.41,10.01,False,251000.0,195900.0,23.34,251000.0,False,False,False,C,3.0
069960.KS,86800.0,0.0,25.06,-9.12,2.74,False,115000.0,85900.0,32.49,115000.0,False,False,False,C,3.0
