ticker,price,gap_pct,rsi14,sma10,sma40,sma50,sma200,px_vs_sma10,px_vs_sma40,px_vs_sma50,px_vs_sma200,sma10_slope,sma40_slope,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,daily_breakout,daily_retest,in_daily_box_middle,grade,score
COM,33.35,-0.3,56.89,33.58,32.19,31.98,29.56,-0.67,3.59,4.29,12.81,DN,UP,True,34.08,30.46,2.19,34.08,False,True,False,A,9.0
TJX,159.41,1.17,45.48,156.16,156.22,155.64,143.65,2.08,2.04,2.43,10.97,UP,UP,True,162.68,145.83,2.05,162.68,False,True,False,A,6.0
APD,290.9,-0.77,70.01,285.8,280.93,277.24,273.05,1.78,3.55,4.93,6.54,UP,UP,False,296.82,268.12,2.04,296.82,False,True,False,A,1.0
ADM,70.98,-1.87,62.05,70.4,68.72,68.33,61.01,0.83,3.28,3.88,16.33,UP,UP,True,73.72,62.4,3.86,73.72,False,False,False,B,9.0
HAFN,7.46,-1.19,51.79,7.1,6.98,6.75,6.02,5.03,6.88,10.53,23.87,UP,UP,True,7.95,6.52,6.64,7.95,False,False,False,B,9.0
CWEN,39.48,1.39,58.66,38.97,38.52,37.97,33.37,1.3,2.5,3.97,18.31,UP,UP,True,41.51,36.48,5.14,41.51,False,False,False,B,9.0
CAT,717.0,1.96,57.87,699.95,721.29,705.04,541.08,2.44,-0.59,1.7,32.51,UP,UP,True,789.81,662.85,10.15,789.81,False,False,False,B,9.0
CF,128.85,-2.8,62.22,126.02,106.88,103.44,90.62,2.25,20.56,24.56,42.19,UP,UP,True,137.44,75.87,6.67,137.44,False,False,False,B,8.0
TXN,195.93,1.3,50.23,191.91,208.37,205.81,190.38,2.1,-5.97,-4.8,2.91,DN,DN,True,231.32,173.44,18.06,231.32,False,False,False,B,8.0
SQM,79.16,2.31,61.94,75.76,74.49,76.06,55.32,4.49,6.27,4.07,43.09,UP,DN,True,81.67,65.65,3.17,86.13,False,False,False,B,8.0
FLR,48.0,3.49,54.08,45.87,47.6,47.06,45.89,4.65,0.84,1.99,4.6,UP,UP,True,54.26,42.46,13.04,54.26,False,False,True,B,8.0
TDW,77.25,-4.39,56.14,76.02,74.0,71.14,57.68,1.62,4.39,8.59,33.92,UP,UP,True,88.99,49.54,15.2,88.99,False,False,False,B,7.0
ON,62.34,2.41,62.74,60.46,63.85,63.44,55.23,3.11,-2.37,-1.74,12.88,UP,DN,True,73.76,54.99,18.32,73.76,False,False,True,B,7.0
DOV,215.16,2.84,51.07,211.05,218.64,216.18,190.37,1.95,-1.59,-0.47,13.02,UP,UP,True,237.54,201.79,10.4,237.54,False,False,True,B,7.0
ALB,181.48,4.0,58.62,167.33,169.75,172.06,114.69,8.46,6.91,5.47,58.23,UP,DN,True,206.0,156.04,13.51,206.0,False,False,False,B,7.0
VIK,75.0,4.76,54.68,71.37,74.25,73.3,64.21,5.08,1.01,2.32,16.8,UP,UP,True,81.47,65.65,8.63,81.47,False,False,True,B,7.0
ASML,1396.95,5.07,54.32,1364.17,1402.93,1396.65,1038.79,2.4,-0.43,0.02,34.48,UP,DN,True,1547.22,1276.11,10.76,1547.22,False,False,False,B,7.0
EME,764.6,5.27,55.79,737.59,750.89,740.42,646.98,3.66,1.83,3.27,18.18,UP,UP,True,835.0,685.5,9.21,835.0,False,False,False,B,7.0
LUNR,20.49,6.55,55.24,18.7,17.99,18.47,13.05,9.54,13.91,10.96,56.96,UP,DN,True,23.32,14.54,13.79,23.32,False,False,False,B,7.0
GLW,146.14,8.0,58.63,133.32,132.24,125.0,86.82,9.61,10.51,16.91,68.32,UP,UP,True,162.1,120.01,10.92,162.1,False,False,False,B,7.0
TER,323.85,8.92,59.3,302.21,301.35,287.51,176.72,7.16,7.47,12.64,83.26,UP,UP,True,344.92,263.02,6.51,344.92,False,False,False,B,7.0
