ticker,price,gap_pct,rsi14,sma10,sma40,sma50,sma200,px_vs_sma10,px_vs_sma40,px_vs_sma50,px_vs_sma200,sma10_slope,sma40_slope,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,daily_breakout,daily_retest,in_daily_box_middle,grade,score
TGT,122.94,0.07,72.91,121.25,117.7,116.42,101.61,1.4,4.45,5.6,20.99,UP,UP,True,126.0,111.11,2.49,126.0,False,True,False,A,3.0
FCX,67.84,0.22,84.61,61.33,61.27,61.51,49.26,10.61,10.72,10.29,37.72,UP,UP,True,69.75,50.79,2.82,69.75,False,True,False,A,3.0
FRT,108.54,0.27,80.5,106.33,106.48,105.93,99.96,2.08,1.93,2.46,8.59,UP,UP,True,110.89,102.24,2.17,110.89,False,True,False,A,3.0
RIO,99.09,0.47,83.33,94.09,93.27,93.61,75.15,5.32,6.25,5.86,31.86,UP,UP,True,101.53,82.35,2.46,101.53,False,True,False,A,3.0
TRGP,239.93,-1.43,57.23,246.7,238.38,232.36,185.41,-2.74,0.65,3.26,29.4,DN,UP,True,250.0,173.57,4.2,253.87,False,False,False,B,9.0
LABU,175.27,1.61,63.99,165.45,161.87,163.0,123.83,5.93,8.28,7.53,41.55,UP,UP,True,188.5,147.46,7.55,198.18,False,False,False,B,9.0
NXT,116.58,-2.17,53.34,115.3,115.01,115.72,88.57,1.11,1.37,0.74,31.63,DN,DN,True,131.72,97.46,12.99,131.72,False,False,False,B,8.0
ZD,43.97,1.1,57.53,42.79,38.31,37.59,35.71,2.76,14.77,16.96,23.14,UP,UP,True,45.26,22.45,2.93,50.55,False,False,False,B,8.0
RMCF,2.31,1.32,57.33,2.24,2.41,2.42,1.88,3.26,-4.24,-4.74,23.16,DN,DN,True,2.99,2.08,29.44,2.99,False,False,False,B,8.0
ASTS,96.5,2.78,52.89,88.13,88.07,91.41,71.26,9.5,9.57,5.57,35.43,UP,DN,True,106.66,77.17,10.53,129.89,False,False,False,B,8.0
BE,165.73,-2.0,59.02,140.33,150.75,150.98,98.77,18.1,9.94,9.77,67.79,UP,UP,True,169.09,131.0,2.03,180.9,False,False,False,B,7.0
NVDU,110.87,-1.56,66.84,99.56,106.47,107.92,117.33,11.36,4.13,2.73,-5.5,UP,DN,True,115.01,97.39,3.73,128.05,False,False,False,B,6.0
NVDL,83.28,-1.52,67.4,74.86,79.72,80.79,85.22,11.25,4.46,3.08,-2.27,UP,DN,True,85.95,72.75,3.21,95.73,False,False,False,B,6.0
QETH,22.16,-1.29,58.03,21.16,20.65,20.96,32.07,4.75,7.3,5.73,-30.91,UP,UP,False,23.43,19.6,5.73,33.92,False,False,False,B,6.0
RRC,42.4,-1.28,42.02,44.31,42.25,41.08,37.58,-4.31,0.35,3.2,12.83,DN,UP,True,48.31,32.68,13.94,48.31,False,False,False,B,6.0
