symbol,is_2x,status,break_level,breakout_date,vol_confirmed,vol_ratio,hold_confirmed,breakout_pct,last_close
BATL,False,ENTRY_READY,13.61,2026-03-03,True,5.3,True,69.287,23.04
CF,False,BREAKOUT_WAIT_VOL,109.59,2026-03-05,False,1.077,False,2.628,112.47
