ticker,price,gap_pct,rsi14,sma10,sma40,sma50,sma200,px_vs_sma10,px_vs_sma40,px_vs_sma50,px_vs_sma200,sma10_slope,sma40_slope,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,daily_breakout,daily_retest,in_daily_box_middle,grade,score
007070.KS,23550.0,0.0,60.0,23490.0,21431.75,21549.6,19592.25,0.26,9.88,9.28,20.2,UP,UP,True,24100.0,17800.0,2.34,24200.0,False,True,False,A,9.0
033780.KS,176900.0,0.0,84.42,173770.0,161742.5,163440.0,146392.0,1.8,9.37,8.24,20.84,UP,UP,True,181500.0,148000.0,2.6,181500.0,False,True,False,A,3.0
227840.KS,13920.0,0.0,92.65,13151.0,12432.0,12631.8,12484.7,5.85,11.97,10.2,11.5,UP,UP,True,14200.0,11830.0,2.01,14200.0,False,True,False,A,3.0
001800.KS,25250.0,0.0,67.83,24780.0,24183.75,24211.0,21680.7,1.9,4.41,4.29,16.46,UP,UP,True,25700.0,22600.0,1.78,25850.0,False,True,False,B,7.0
099430.KQ,5860.0,0.0,75.18,5741.0,5263.88,5268.3,5898.82,2.07,11.32,11.23,-0.66,UP,UP,False,5950.0,4830.0,1.54,5950.0,False,True,False,B,0.0
00088K.KS,49450.0,0.0,63.6,49865.0,47806.25,48445.0,41738.5,-0.83,3.44,2.07,18.48,UP,DN,True,51300.0,41100.0,3.74,58800.0,False,False,True,C,9.0
001430.KS,71400.0,0.0,53.0,71610.0,67860.0,68236.0,45841.5,-0.29,5.22,4.64,55.75,UP,UP,True,74000.0,62000.0,3.64,92500.0,False,False,False,C,9.0
002150.KS,7120.0,0.0,55.34,7116.0,6668.5,6658.4,6457.5,0.06,6.77,6.93,10.26,DN,UP,True,7650.0,6120.0,7.44,7650.0,False,False,False,C,9.0
002380.KS,561000.0,0.0,63.51,554500.0,525050.0,540520.0,442545.0,1.17,6.85,3.79,26.77,UP,DN,True,692000.0,452000.0,23.35,692000.0,False,False,True,C,9.0
003240.KS,1211000.0,0.0,57.24,1231000.0,1183000.0,1197420.0,957445.0,-1.62,2.37,1.13,26.48,DN,DN,True,1320000.0,1067000.0,9.0,1634000.0,False,False,True,C,9.0
003490.KS,24975.0,0.0,57.07,24962.5,24538.12,24867.5,23639.38,0.05,1.78,0.43,5.65,UP,DN,True,29750.0,22800.0,19.12,29750.0,False,False,False,C,9.0
003850.KS,9990.0,0.0,57.71,10028.0,9574.25,9656.0,8975.75,-0.38,4.34,3.46,11.3,UP,UP,True,10420.0,8720.0,4.3,10800.0,False,False,True,C,9.0
005070.KS,60900.0,0.0,63.68,61290.0,53637.5,53950.0,48276.0,-0.64,13.54,12.88,26.15,UP,UP,True,63800.0,46600.0,4.76,66400.0,False,False,False,C,9.0
005090.KS,58700.0,0.0,58.12,58340.0,56865.0,54580.0,31356.75,0.62,3.23,7.55,87.2,UP,UP,True,68300.0,49100.0,16.35,70700.0,False,False,False,C,9.0
005389.KS,248500.0,0.0,63.37,245200.0,242500.0,248410.0,206786.5,1.35,2.47,0.04,20.17,UP,DN,True,310500.0,222500.0,24.95,310500.0,False,False,False,C,9.0
005940.KS,34700.0,0.0,61.32,35225.0,33242.5,33636.0,24301.55,-1.49,4.38,3.16,42.79,UP,UP,True,35800.0,29300.0,3.17,42600.0,False,False,False,C,9.0
006800.KS,67800.0,0.0,50.23,68820.0,66799.17,66940.5,34964.62,-1.48,1.5,1.28,93.91,DN,UP,True,74100.0,55593.03,9.29,76738.23,False,False,False,C,9.0
010780.KS,29600.0,0.0,60.25,28530.0,28848.75,29227.0,22783.95,3.75,2.6,1.28,29.92,UP,DN,True,34450.0,25150.0,16.39,34450.0,False,False,False,C,9.0
012330.KS,438000.0,0.0,61.51,436000.0,412550.0,422040.0,357622.5,0.46,6.17,3.78,22.48,UP,DN,True,531000.0,372000.0,21.23,531000.0,False,False,True,C,9.0
016360.KS,109200.0,0.0,64.22,110610.0,101292.5,102250.0,83113.75,-1.27,7.81,6.8,31.39,UP,UP,True,119400.0,91300.0,9.34,119400.0,False,False,False,C,9.0
028260.KS,303500.0,0.0,52.07,306900.0,288312.5,296350.0,237409.5,-1.11,5.27,2.41,27.84,UP,DN,True,364000.0,245500.0,19.93,364000.0,False,False,True,C,9.0
028300.KQ,63100.0,0.0,64.52,62060.0,54830.0,54248.0,48664.5,1.68,15.08,16.32,29.66,DN,UP,True,68500.0,45550.0,8.56,68500.0,False,False,False,C,9.0
028670.KS,5520.0,0.0,61.27,5617.0,5260.38,5286.1,4361.32,-1.73,4.94,4.42,26.57,UP,UP,True,6600.0,4650.0,19.57,6600.0,False,False,True,C,9.0
032500.KQ,29400.0,0.0,61.71,30145.0,27616.5,25866.2,17365.05,-2.47,6.46,13.66,69.31,DN,UP,True,35150.0,24300.0,19.56,35150.0,False,False,False,C,9.0
032820.KQ,22350.0,0.0,52.63,22695.0,22661.5,21228.6,8781.58,-1.52,-1.37,5.28,154.51,UP,UP,True,25300.0,19300.0,13.2,30200.0,False,False,False,C,9.0
038500.KQ,16880.0,0.0,50.11,16152.0,16278.75,16096.4,7255.9,4.51,3.69,4.87,132.64,DN,UP,True,19690.0,14050.0,16.65,23500.0,False,False,False,C,9.0
039200.KQ,54000.0,0.0,53.74,53220.0,52713.75,52751.0,45915.25,1.47,2.44,2.37,17.61,DN,UP,True,58000.0,47150.0,7.41,60200.0,False,False,True,C,9.0
042660.KS,131700.0,0.0,63.76,132520.0,127577.5,129616.0,119300.75,-0.62,3.23,1.61,10.39,UP,UP,True,154800.0,115100.0,17.54,154800.0,False,False,True,C,9.0
088350.KS,5080.0,0.0,60.75,4921.5,4805.88,4885.6,3690.05,3.22,5.7,3.98,37.67,UP,UP,True,5470.0,4375.0,7.68,7560.0,False,False,False,C,9.0
090430.KS,139400.0,0.0,61.78,137080.0,134242.5,137828.0,129252.0,1.69,3.84,1.14,7.85,UP,UP,True,145200.0,127100.0,4.16,169000.0,False,False,False,C,9.0
112610.KS,72200.0,0.0,58.75,68890.0,63123.75,60342.0,47820.0,4.8,14.38,19.65,50.98,UP,UP,True,79400.0,41800.0,9.97,79400.0,False,False,False,C,9.0
141080.KQ,197600.0,0.0,61.19,198640.0,194280.0,191596.0,167088.5,-0.52,1.71,3.13,18.26,UP,UP,True,225000.0,165200.0,13.87,225000.0,False,False,True,C,9.0
181710.KQ,41200.0,0.0,63.28,41360.0,38610.0,38670.0,31656.5,-0.39,6.71,6.54,30.15,UP,UP,True,44150.0,35000.0,7.16,44150.0,False,False,False,C,9.0
181710.KS,42300.0,0.0,65.0,41450.0,38837.5,38816.0,31722.75,2.05,8.92,8.98,33.34,UP,UP,True,44150.0,35000.0,4.37,44150.0,False,False,False,C,9.0
200710.KQ,55500.0,0.0,58.36,56080.0,51541.25,49868.0,32671.65,-1.03,7.68,11.29,69.87,UP,UP,True,61500.0,34600.0,10.81,62000.0,False,False,False,C,9.0
211270.KQ,17100.0,0.0,63.69,17307.0,16759.75,16887.4,14072.75,-1.2,2.03,1.26,21.51,UP,UP,True,18900.0,14980.0,10.53,22400.0,False,False,False,C,9.0
218410.KQ,91200.0,0.0,55.38,96490.0,85915.0,80348.0,43783.75,-5.48,6.15,13.51,108.3,DN,UP,True,94000.0,32700.0,3.07,108600.0,False,False,False,C,9.0
225190.KQ,2220.0,0.0,64.26,2247.5,2085.98,2128.08,1776.48,-1.22,6.43,4.32,24.97,UP,UP,True,2570.0,1785.0,15.77,3155.0,False,False,False,C,9.0
225190.KS,2280.0,0.0,64.96,2232.0,2077.82,2132.56,1773.89,2.15,9.73,6.91,28.53,UP,DN,True,2570.0,1785.0,12.72,3155.0,False,False,True,C,9.0
226950.KQ,185800.0,0.0,62.43,178380.0,180390.0,174896.0,119052.75,4.16,3.0,6.23,56.07,UP,UP,True,217000.0,147500.0,16.79,217000.0,False,False,False,C,9.0
247540.KQ,213000.0,0.0,56.32,210900.0,200957.5,202150.0,159390.5,1.0,5.99,5.37,33.63,UP,UP,True,225000.0,178300.0,5.63,256000.0,False,False,True,C,9.0
263750.KQ,60400.0,0.0,60.77,56930.0,58103.75,57016.0,42938.75,6.1,3.95,5.94,40.67,UP,UP,True,77400.0,52600.0,28.15,77400.0,False,False,False,C,9.0
295310.KQ,89900.0,0.0,59.59,90570.0,91210.0,88620.0,51477.75,-0.74,-1.44,1.44,74.64,UP,UP,True,102000.0,72000.0,13.46,116600.0,False,False,True,C,9.0
319400.KQ,31600.0,0.0,60.42,30915.0,29393.75,29622.0,16861.1,2.22,7.51,6.68,87.41,UP,UP,True,34450.0,23700.0,9.02,37700.0,False,False,True,C,9.0
356860.KQ,82100.0,0.0,52.57,81550.0,72102.5,69509.0,54858.25,0.67,13.87,18.11,49.66,UP,UP,True,89300.0,46250.0,8.77,89300.0,False,False,False,C,9.0
375500.KS,100100.0,0.0,60.66,98570.0,74753.75,69807.0,49918.5,1.55,33.91,43.4,100.53,UP,UP,True,106600.0,41000.0,6.49,106600.0,False,False,False,C,9.0
475150.KS,58900.0,0.0,50.0,54760.0,50575.0,46114.0,27742.6,7.56,16.46,27.73,112.31,DN,UP,True,69300.0,20950.0,17.66,69300.0,False,False,False,C,9.0
950160.KQ,107100.0,0.0,54.11,104250.0,103202.5,101932.0,68898.25,2.73,3.78,5.07,55.45,UP,UP,True,130700.0,89600.0,22.04,130700.0,False,False,True,C,9.0
000270.KS,156600.0,0.0,59.93,157110.0,157640.0,162096.0,128386.0,-0.32,-0.66,-3.39,21.98,UP,DN,True,212500.0,143800.0,35.7,212500.0,False,False,False,C,8.0
000880.KS,131500.0,0.0,64.93,130510.0,122517.5,123778.0,99828.5,0.76,7.33,6.24,31.73,UP,UP,True,135400.0,103400.0,2.97,148500.0,False,False,False,C,8.0
001060.KS,31950.0,0.0,56.05,31420.0,31071.25,32027.0,26595.5,1.69,2.83,-0.24,20.13,UP,DN,True,33500.0,28450.0,4.85,39250.0,False,False,False,C,8.0
004150.KS,3355.0,0.0,59.81,3375.5,3323.5,3356.1,3225.4,-0.61,0.95,-0.03,4.02,DN,UP,True,3495.0,3090.0,4.17,3845.0,False,False,True,C,8.0
005385.KS,257500.0,0.0,60.56,254350.0,253187.5,259400.0,210752.0,1.24,1.7,-0.73,22.18,UP,DN,True,329000.0,229000.0,27.77,329000.0,False,False,False,C,8.0
005387.KS,256750.0,0.0,60.97,252625.0,252606.25,259375.0,213617.75,1.63,1.64,-1.01,20.19,UP,DN,True,330000.0,231000.0,28.53,330000.0,False,False,False,C,8.0
005830.KS,173200.0,0.0,62.98,172520.0,174340.0,177508.0,144166.0,0.39,-0.65,-2.43,20.14,UP,DN,True,198900.0,158700.0,14.84,214000.0,False,False,True,C,8.0
006805.KS,22000.0,0.0,54.9,22480.0,22296.97,22644.86,14317.01,-2.14,-1.33,-2.85,53.66,UP,DN,True,24000.0,19940.0,9.09,29661.15,False,False,False,C,8.0
00680K.KS,20250.0,0.0,53.81,20545.0,20442.84,20586.69,12901.8,-1.44,-0.94,-1.64,56.95,DN,DN,True,21500.0,18640.0,6.17,24173.04,False,False,False,C,8.0
010130.KS,1581000.0,0.0,57.33,1657200.0,1600375.0,1648520.0,1265760.0,-4.6,-1.21,-4.1,24.91,DN,DN,True,2188000.0,1395000.0,38.39,2188000.0,False,False,False,C,8.0
048410.KQ,14180.0,0.0,50.19,14350.0,14450.75,14697.8,8128.35,-1.18,-1.87,-3.52,74.45,UP,UP,True,21500.0,12670.0,51.62,21500.0,False,False,False,C,8.0
093050.KS,25450.0,0.0,59.57,25665.0,23672.5,23452.0,19782.0,-0.84,7.51,8.52,28.65,UP,UP,True,26100.0,19750.0,2.55,26450.0,False,False,False,C,8.0
099320.KQ,177600.0,0.0,59.44,179900.0,178545.0,178474.0,100254.75,-1.28,-0.53,-0.49,77.15,UP,UP,True,210000.0,149300.0,18.24,224000.0,False,False,False,C,8.0
143240.KQ,17210.0,0.0,52.64,17130.0,16007.5,15638.8,14318.2,0.47,7.51,10.05,20.2,UP,UP,True,17675.0,15490.0,2.7,18400.0,False,False,False,C,8.0
240810.KQ,119600.0,0.0,52.28,119900.0,120785.0,120102.0,73263.25,-0.25,-0.98,-0.42,63.25,DN,UP,True,126300.0,107800.0,5.6,143000.0,False,False,True,C,8.0
273060.KQ,1084.0,0.0,60.9,1110.4,1063.55,1091.9,1057.86,-2.38,1.92,-0.72,2.47,UP,DN,True,1400.0,962.0,29.15,1441.0,False,False,False,C,8.0
294870.KS,23750.0,0.0,60.78,23650.0,22150.0,22395.0,21244.5,0.42,7.22,6.05,11.79,UP,UP,True,24300.0,20100.0,2.32,25050.0,False,False,False,C,8.0
310210.KQ,294000.0,0.0,53.33,307850.0,309125.0,303110.0,209327.5,-4.5,-4.89,-3.01,40.45,UP,DN,True,375500.0,262500.0,27.72,375500.0,False,False,True,C,8.0
316140.KS,33650.0,0.0,54.47,34805.0,33418.75,34305.0,28656.25,-3.32,0.69,-1.91,17.43,DN,DN,True,41500.0,30300.0,23.33,41500.0,False,False,False,C,8.0
417500.KQ,4650.0,0.0,52.96,4759.5,4858.38,4662.7,3598.1,-2.3,-4.29,-0.27,29.23,DN,UP,True,6160.0,4200.0,32.47,6160.0,False,False,True,C,8.0
002020.KS,70500.0,0.0,62.26,62170.0,60255.0,61108.0,51387.75,13.4,17.0,15.37,37.19,UP,UP,True,71400.0,49950.0,1.28,72800.0,False,False,False,C,7.0
003300.KS,17510.0,0.0,60.1,17559.0,17500.5,17389.0,17169.0,-0.28,0.05,0.7,1.99,UP,UP,False,23800.0,16200.0,35.92,23800.0,False,False,False,C,7.0
003550.KS,97700.0,0.0,69.19,95760.0,91487.5,93076.0,83672.5,2.03,6.79,4.97,16.76,UP,DN,True,107800.0,81800.0,10.34,107800.0,False,False,False,C,7.0
003570.KS,58200.0,0.0,62.39,56100.0,52040.0,52854.0,54072.75,3.74,11.84,10.11,7.63,UP,UP,False,61100.0,44700.0,4.98,62800.0,False,False,False,C,7.0
005380.KS,554000.0,0.0,68.27,536400.0,509650.0,518100.0,341717.5,3.28,8.7,6.93,62.12,UP,DN,True,687000.0,445000.0,24.01,687000.0,False,False,True,C,7.0
010950.KS,131700.0,0.0,65.16,118570.0,115565.0,115848.0,84782.25,11.07,13.96,13.68,55.34,UP,DN,True,177100.0,103600.0,34.47,177100.0,False,False,False,C,7.0
011210.KS,86100.0,0.0,66.93,84950.0,82542.5,83854.0,66843.75,1.35,4.31,2.68,28.81,UP,DN,True,112600.0,74300.0,30.78,112600.0,False,False,False,C,7.0
011780.KS,144600.0,0.0,68.99,137030.0,128152.5,131540.0,122724.25,5.52,12.83,9.93,17.83,UP,UP,True,162300.0,110000.0,12.24,162300.0,False,False,False,C,7.0
017800.KS,98200.0,0.0,65.64,99070.0,90895.0,93288.0,86756.0,-0.88,8.04,5.27,13.19,UP,UP,True,113400.0,82800.0,15.48,113400.0,False,False,True,C,7.0
018260.KS,169600.0,0.0,65.15,177370.0,162550.0,165308.0,167092.5,-4.38,4.34,2.6,1.5,UP,DN,True,194000.0,146100.0,14.39,196900.0,False,False,True,C,7.0
041960.KQ,9860.0,0.0,65.21,9729.0,8705.0,8745.8,7005.75,1.35,13.27,12.74,40.74,UP,UP,True,10790.0,7630.0,9.43,10790.0,False,False,False,C,7.0
060280.KQ,16900.0,0.0,69.43,16230.0,15563.25,15833.0,12483.6,4.13,8.59,6.74,35.38,UP,UP,True,19400.0,14220.0,14.79,22550.0,False,False,False,C,7.0
064400.KS,66600.0,0.0,60.59,66930.0,63640.0,64948.0,66141.5,-0.49,4.65,2.54,0.69,UP,UP,False,78300.0,55400.0,17.57,78300.0,False,False,True,C,7.0
067630.KQ,4285.0,0.0,59.44,4373.5,4055.5,4023.7,4068.78,-2.02,5.66,6.49,5.31,DN,UP,False,4830.0,3250.0,12.72,4830.0,False,False,False,C,7.0
