ticker,price,gap_pct,rsi14,px_vs_sma50,px_vs_sma200,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,daily_breakout,daily_retest,in_daily_box_middle,grade,score
APD,289.15,-0.0,62.4,5.81,6.0,False,296.46,268.12,2.53,296.82,False,True,False,A,7.0
^TNX,4.22,-0.0,68.16,1.38,0.6,False,4.31,3.96,2.16,4.31,False,True,False,A,5.0
TMV,37.16,0.38,68.55,3.39,1.87,False,38.16,33.0,2.69,38.16,False,True,False,A,5.0
LIN,497.73,0.06,45.65,6.41,8.96,False,510.65,444.02,2.6,510.65,False,True,False,A,4.0
LNG,252.51,0.49,75.07,15.06,13.03,False,259.24,186.2,2.67,259.24,False,True,False,A,1.0
BATL,14.65,-2.01,60.07,131.35,480.26,True,29.7,2.33,102.73,29.7,False,False,False,B,8.0
XLU,47.23,-0.06,50.72,5.71,8.97,True,47.8,41.74,1.21,47.8,False,True,False,B,8.0
IDU,119.28,0.0,51.28,5.27,8.38,True,120.82,106.08,1.29,120.82,False,True,False,B,8.0
ES,73.99,1.08,38.39,4.09,8.34,True,76.41,66.6,3.27,76.41,False,False,False,B,6.0
HAFN,6.58,-2.37,36.5,1.43,10.8,True,7.95,5.17,20.9,7.95,False,False,True,B,5.0
SCCO,174.8,-1.13,30.16,-7.82,32.15,True,223.89,181.6,28.08,223.89,False,False,False,B,5.0
QID,21.35,0.57,55.21,4.9,-4.24,False,21.54,18.87,0.89,21.87,False,True,False,B,5.0
SQQQ,73.95,1.01,54.83,7.09,-7.99,False,75.19,61.72,1.68,76.61,False,False,False,B,5.0
SOXS,39.44,1.49,58.25,-1.68,-60.29,False,47.4,31.4,20.18,76.0,False,False,False,B,5.0
TNA,44.35,-1.62,30.84,-16.12,0.61,False,57.99,49.72,30.76,60.44,False,False,False,B,3.0
NUGT,202.25,-1.01,25.35,-18.06,32.27,False,320.79,203.64,58.61,320.79,False,False,False,B,3.0
DRIP,4.92,-1.01,22.5,-29.5,-42.73,False,9.47,7.54,92.48,9.47,False,False,False,B,2.0
AIBU,36.89,-8.0,47.64,-18.15,-23.32,False,52.47,36.87,42.23,52.47,False,False,False,B,0.0
SCO,8.23,-5.94,10.3,-46.28,-52.35,False,20.46,17.56,148.6,20.66,False,False,False,B,0.0
TGT,116.87,-0.15,53.58,4.46,17.36,True,126.0,111.11,7.81,126.0,False,False,False,C,9.0
CNR,97.63,0.0,60.77,5.42,19.01,True,103.5,81.83,6.01,103.5,False,False,False,C,9.0
RCAT,15.61,0.45,63.26,16.09,52.39,True,18.78,10.8,20.31,18.78,False,False,False,C,9.0
ASTS,88.67,-0.49,52.64,-7.47,33.49,True,106.66,77.17,20.29,129.89,False,False,False,C,8.0
IDYA,34.65,-0.4,62.01,2.36,20.39,True,35.68,29.47,2.97,39.28,False,False,True,C,8.0
GD,354.98,0.17,52.79,-0.29,7.63,True,366.75,337.32,3.32,369.7,False,False,True,C,8.0
FAST,45.69,0.02,51.48,1.91,2.95,False,48.42,44.51,5.98,48.45,False,False,False,C,7.0
CINF,168.49,1.15,62.23,3.01,6.94,True,170.1,155.14,0.96,174.27,False,False,True,C,7.0
TTE,84.98,2.56,63.8,15.47,30.59,True,66.92,62.16,-21.25,83.69,True,True,False,C,7.0
SYY,84.02,-0.59,27.39,0.96,6.45,True,91.85,71.23,9.32,91.85,False,False,False,C,6.0
FRT,105.9,-0.42,44.25,1.32,6.87,True,110.89,99.29,4.71,110.89,False,False,True,C,6.0
UGL,71.13,-0.39,40.26,0.34,41.0,True,81.9,61.04,15.14,90.4,False,False,True,C,6.0
