ticker,price,gap_pct,rsi14,px_vs_sma50,px_vs_sma200,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,daily_breakout,daily_retest,in_daily_box_middle,grade,score
034020.KS,107750.0,0.0,52.99,13.47,44.87,True,110200.0,79000.0,2.27,110700.0,False,True,False,A,9.0
007660.KS,129000.0,0.0,54.87,13.44,44.55,True,131200.0,98200.0,1.71,131200.0,False,True,False,B,9.0
000250.KQ,807000.0,0.0,54.08,55.13,189.87,True,860000.0,198500.0,6.57,860000.0,False,False,False,C,9.0
000720.KS,171000.0,0.0,53.71,41.39,114.48,True,176900.0,98000.0,3.45,176900.0,False,False,False,C,9.0
005945.KS,26700.0,0.0,51.45,14.69,38.73,True,31000.0,22000.0,16.1,31000.0,False,False,False,C,9.0
010140.KS,28800.0,0.0,50.29,0.63,24.14,True,32000.0,23000.0,11.11,32000.0,False,False,False,C,9.0
012450.KS,1373000.0,0.0,61.04,8.06,36.03,True,1655000.0,1097000.0,20.54,1655000.0,False,False,False,C,9.0
047810.KS,192000.0,0.0,53.25,13.81,65.41,True,215500.0,156600.0,12.24,215500.0,False,False,False,C,9.0
222800.KQ,60500.0,0.0,55.83,15.39,48.61,True,65700.0,42500.0,8.6,65700.0,False,False,False,C,9.0
272210.KS,140800.0,0.0,60.18,30.39,108.93,True,184000.0,44750.0,30.68,184000.0,False,False,False,C,9.0
357780.KS,440000.0,0.0,54.62,14.64,62.72,True,530000.0,366000.0,20.45,530000.0,False,False,False,C,9.0
469150.KS,48315.0,0.0,50.14,24.04,100.17,True,51290.0,23670.0,6.16,51290.0,False,False,False,C,9.0
471760.KS,20330.0,0.0,55.32,24.55,74.97,True,21025.0,12655.0,3.42,21025.0,False,False,False,C,9.0
079550.KS,700000.0,0.0,66.12,24.69,38.59,True,899000.0,399500.0,28.43,899000.0,False,False,False,C,7.0
278470.KS,368000.0,-0.54,63.25,32.39,64.65,True,306500.0,263000.0,-16.71,370000.0,False,True,False,C,6.0
000270.KS,171900.0,0.0,34.23,7.96,43.57,True,212500.0,111000.0,23.62,212500.0,False,False,False,C,6.0
