ticker,price,gap_pct,rsi14,px_vs_sma50,px_vs_sma200,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,daily_breakout,daily_retest,in_daily_box_middle,grade,score
BATL,15.89,-2.46,61.6,149.88,527.7,True,29.7,2.33,86.91,29.7,False,False,False,B,8.0
XLU,47.29,-0.02,51.19,5.85,9.11,True,47.8,41.74,1.08,47.8,False,True,False,B,8.0
IDU,119.5,0.0,52.35,5.46,8.58,True,120.82,106.08,1.1,120.82,False,True,False,B,8.0
XOM,156.87,-0.12,66.12,10.47,30.66,True,159.61,114.61,1.75,159.61,False,True,False,B,7.0
BITX,17.88,1.3,64.7,-16.56,-58.31,False,34.42,13.13,92.51,34.42,False,False,False,B,5.0
IDYA,34.34,-0.36,60.89,1.46,19.32,True,35.68,29.47,3.9,39.28,False,False,True,C,9.0
CNR,98.45,0.01,62.0,6.29,20.0,True,103.5,81.83,5.13,103.5,False,False,False,C,9.0
TGT,117.63,0.09,54.72,5.13,18.12,True,126.0,111.11,7.12,126.0,False,False,False,C,9.0
CINF,167.18,-0.2,63.67,2.2,6.11,True,170.1,155.14,1.75,174.27,False,False,True,C,8.0
IYZ,39.42,0.0,50.12,6.74,20.5,True,40.59,33.23,2.98,40.59,False,False,False,C,8.0
GD,355.17,0.23,52.78,-0.23,7.69,True,366.75,337.32,3.26,369.7,False,False,True,C,8.0
ASTS,87.7,0.25,51.37,-8.45,32.05,True,106.66,77.17,21.62,129.89,False,False,False,C,8.0
FAST,45.63,0.12,50.78,1.78,2.81,False,48.42,44.51,6.11,48.45,False,False,False,C,7.0
RCAT,16.13,0.81,65.84,19.87,57.43,True,18.78,10.8,16.43,18.78,False,False,False,C,7.0
TECS,18.5,-0.73,52.05,4.32,-12.22,False,20.32,15.31,9.84,20.69,False,False,True,C,6.0
SQQQ,72.52,-0.64,54.37,5.03,-9.77,False,75.19,61.72,3.68,76.61,False,False,False,C,6.0
LABD,19.0,-0.52,61.01,1.1,-52.71,False,20.5,16.16,7.89,23.02,False,False,True,C,6.0
