ticker,price,gap_pct,rsi14,sma10,sma40,sma50,sma200,px_vs_sma10,px_vs_sma40,px_vs_sma50,px_vs_sma200,sma10_slope,sma40_slope,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,daily_breakout,daily_retest,in_daily_box_middle,grade,score
RIO,99.09,0.19,70.58,98.91,93.56,94.38,76.57,0.19,5.91,4.99,29.4,UP,UP,True,101.53,82.35,2.46,101.53,False,True,False,A,3.0
TDW,85.83,-1.03,60.05,85.87,81.03,79.07,60.92,-0.05,5.92,8.54,40.88,UP,UP,True,89.0,71.32,3.69,89.0,False,False,False,B,9.0
COM,33.03,-2.1,54.86,33.32,33.13,32.75,30.01,-0.86,-0.31,0.85,10.07,UP,UP,True,34.08,32.82,3.18,34.08,False,False,True,B,8.0
OIH,412.13,1.03,53.09,406.56,395.9,393.0,305.47,1.37,4.1,4.87,34.92,UP,UP,True,423.85,365.6,2.84,423.85,False,False,False,B,8.0
LIN,503.27,1.32,50.81,499.97,495.28,492.04,460.28,0.66,1.61,2.28,9.34,DN,UP,True,510.65,471.14,1.47,510.65,False,True,False,B,8.0
GDX,99.28,2.22,61.35,98.75,97.16,98.48,80.65,0.54,2.19,0.81,23.11,UP,DN,True,117.18,78.74,18.03,117.18,False,False,True,B,8.0
FNV,260.23,2.42,57.67,259.35,254.97,254.83,213.67,0.34,2.06,2.12,21.79,DN,DN,True,272.98,219.1,4.9,285.67,False,False,False,B,8.0
AEM,217.55,2.56,60.87,216.61,214.07,215.0,174.47,0.44,1.63,1.18,24.69,UP,DN,True,255.24,175.56,17.32,255.24,False,False,True,B,8.0
FLR,49.1,2.72,57.84,48.72,47.51,47.85,45.7,0.79,3.34,2.6,7.44,UP,DN,True,50.8,42.46,3.46,54.26,False,False,True,B,8.0
BEPC,42.59,3.88,55.73,42.56,41.19,41.59,38.71,0.08,3.39,2.41,10.01,UP,DN,True,45.18,37.04,6.08,45.18,False,False,False,B,8.0
ALB,177.69,-10.2,59.96,189.02,176.36,174.88,125.05,-5.99,0.75,1.61,42.09,UP,UP,True,206.0,154.69,15.93,215.71,False,False,False,B,7.0
PPG,111.42,-2.61,64.31,111.51,108.91,112.82,108.17,-0.08,2.3,-1.24,3.0,UP,DN,True,133.43,96.06,19.75,133.43,False,False,True,B,7.0
ASML,1484.01,1.05,65.08,1466.4,1393.33,1402.57,1091.15,1.2,6.51,5.81,36.0,UP,DN,True,1547.22,1248.11,4.26,1547.22,False,False,False,B,7.0
TSM,375.03,1.7,69.21,369.54,352.91,355.39,298.95,1.49,6.27,5.53,25.45,UP,UP,True,390.21,313.8,4.05,390.21,False,False,False,B,7.0
AA,73.91,11.18,50.36,70.26,64.96,64.07,46.24,5.19,13.78,15.35,59.84,DN,UP,True,75.7,55.06,2.42,75.7,False,True,False,B,7.0
RCAT,12.24,-7.45,50.75,12.82,13.88,13.55,11.0,-4.49,-11.81,-9.69,11.23,UP,UP,True,18.78,11.18,53.43,18.78,False,False,False,B,6.0
