ticker,price,gap_pct,rsi14,sma10,sma40,sma50,sma200,px_vs_sma10,px_vs_sma40,px_vs_sma50,px_vs_sma200,sma10_slope,sma40_slope,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,daily_breakout,daily_retest,in_daily_box_middle,grade,score
TGT,122.94,-2.05,60.52,122.05,118.51,117.73,102.18,0.73,3.74,4.42,20.32,UP,UP,True,126.0,111.11,2.49,126.0,False,True,False,B,8.0
TRX,1.53,1.66,61.21,1.53,1.59,1.61,0.91,0.23,-3.83,-4.87,68.81,DN,DN,True,2.02,1.23,32.03,2.8,False,False,False,B,8.0
WMT,127.52,2.18,54.73,125.64,124.68,125.55,110.7,1.49,2.28,1.57,15.19,DN,DN,True,134.69,118.02,5.62,134.69,False,False,True,B,8.0
TDW,85.83,3.65,51.23,85.61,80.49,78.18,60.53,0.26,6.64,9.78,41.79,DN,UP,True,88.99,71.32,3.68,89.0,False,False,False,B,8.0
ALB,177.69,-12.96,64.66,185.04,175.35,173.55,123.8,-3.97,1.33,2.38,43.53,UP,UP,True,206.0,154.69,15.93,215.71,False,False,False,B,7.0
FLNG,28.98,-5.63,54.09,30.26,29.52,28.9,26.23,-4.22,-1.83,0.28,10.48,UP,UP,True,31.99,25.41,10.39,31.99,False,False,True,B,7.0
HWM,252.9,-1.67,69.13,250.23,246.89,244.74,207.1,1.07,2.44,3.33,22.12,UP,UP,True,267.31,220.51,5.7,267.31,False,False,False,B,7.0
XLU,47.32,3.34,52.42,46.43,46.45,46.13,43.97,1.91,1.88,2.58,7.62,DN,UP,True,47.8,44.43,1.01,47.8,False,True,False,B,7.0
DE,617.17,5.0,58.29,593.11,593.5,594.76,512.85,4.06,3.99,3.77,20.34,UP,DN,True,674.19,549.68,9.24,674.19,False,False,False,B,7.0
RCAT,12.24,-9.8,54.48,12.83,13.89,13.53,10.95,-4.62,-11.86,-9.56,11.77,UP,UP,True,18.78,11.18,53.43,18.78,False,False,False,B,6.0
