ticker,price,gap_pct,rsi14,px_vs_sma50,px_vs_sma200,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,daily_breakout,daily_retest,in_daily_box_middle,grade,score
IDU,118.72,0.0,54.13,4.98,7.95,True,120.82,106.08,1.77,120.82,False,True,False,B,9.0
XLU,47.28,0.0,51.02,5.84,9.1,True,47.8,41.74,1.09,47.8,False,True,False,B,8.0
HAL,34.1,0.0,39.11,0.68,29.58,True,37.03,24.92,8.58,37.03,False,False,False,C,6.0
IYR,98.56,0.0,35.57,0.85,2.5,True,101.8,94.41,3.29,101.8,False,False,True,C,6.0
IYZ,39.28,0.0,49.04,6.38,20.09,True,40.59,33.23,3.34,40.59,False,False,False,C,6.0
OIH,369.05,0.0,22.62,2.97,29.76,True,406.12,280.19,10.04,406.12,False,False,False,C,6.0
TRX,1.62,0.0,37.56,7.82,107.51,True,2.02,0.84,25.08,2.8,False,False,False,C,6.0
AEM,207.43,0.0,24.46,-2.07,26.48,True,255.24,187.04,23.05,255.24,False,False,True,C,5.0
BOIL,18.57,0.0,58.92,-9.87,-41.53,False,41.25,15.55,122.13,41.25,False,False,False,C,5.0
CCJ,109.87,0.0,39.98,-5.43,22.13,True,126.13,107.92,14.8,135.24,False,False,True,C,5.0
CVE,23.13,0.0,57.31,13.26,34.57,True,18.75,15.63,-18.94,24.06,False,False,False,C,5.0
FCX,57.28,0.0,25.35,-6.76,20.19,True,69.75,58.23,21.77,69.75,False,False,True,C,5.0
IH,1.78,0.0,55.49,-5.27,-27.81,False,2.24,1.67,25.84,2.34,False,False,False,C,5.0
PPH,104.89,0.0,29.3,-2.43,9.5,True,112.58,101.64,7.33,112.58,False,False,True,C,5.0
SCCO,174.45,0.0,28.18,-7.98,31.9,True,223.89,181.6,28.34,223.89,False,False,False,C,5.0
SLB,44.51,0.0,14.02,-7.81,15.34,True,52.45,34.65,17.84,52.45,False,False,True,C,5.0
SMH,396.23,0.0,39.74,-0.78,18.11,True,427.94,374.24,8.0,427.94,False,False,False,C,5.0
UYM,28.63,0.0,14.61,-4.94,12.02,True,34.54,21.34,20.64,34.54,False,False,True,C,5.0
XLB,49.46,0.0,14.6,-2.06,7.4,True,54.14,42.03,9.47,54.14,False,False,True,C,5.0
DIG,58.38,0.0,66.03,19.77,51.31,True,39.12,34.35,-32.99,59.82,False,True,False,C,4.0
ERX,90.14,0.0,65.21,19.43,51.09,True,60.5,53.08,-32.88,92.79,False,True,False,C,4.0
IYE,60.59,0.0,65.46,9.85,24.15,True,49.58,46.15,-18.17,61.42,False,True,False,C,4.0
XLE,57.36,0.0,66.05,9.98,24.76,True,46.66,43.77,-18.65,58.22,False,True,False,C,4.0
BBH,186.6,0.0,33.81,-4.13,5.66,False,202.91,190.79,8.74,202.91,False,False,False,C,3.0
GSM,4.54,0.0,44.3,-8.84,0.64,False,5.66,4.72,24.67,5.66,False,False,False,C,3.0
IYH,62.89,0.0,29.43,-3.83,3.21,False,66.86,64.4,6.31,67.63,False,False,False,C,3.0
IYW,189.92,0.0,46.47,-2.77,0.21,False,205.69,185.32,8.3,205.69,False,False,True,C,3.0
XLK,138.94,0.0,47.15,-2.32,1.11,False,149.9,134.99,7.89,149.9,False,False,True,C,3.0
HHH,64.7,0.0,21.88,-16.62,-16.13,False,85.56,77.47,32.24,87.0,False,False,False,C,2.0
IYG,82.37,0.0,36.25,-7.49,-6.44,False,92.37,85.32,12.14,95.75,False,False,False,C,2.0
RLX,2.32,0.0,38.95,-0.42,-1.29,False,2.46,2.23,6.26,2.46,False,False,True,C,2.0
IYM,173.42,0.0,25.26,-1.23,13.27,True,152.55,139.08,-12.03,189.81,False,False,True,C,1.0
LNG,250.25,0.0,73.8,14.04,12.02,False,259.24,186.2,3.59,259.24,False,False,False,C,1.0
GUSH,36.89,0.0,73.02,29.98,49.63,True,26.71,20.81,-27.6,38.2,False,True,False,C,0.0
SHEL,89.93,0.0,78.43,14.75,21.72,True,75.56,68.62,-15.98,90.01,False,True,False,C,0.0
UCO,39.16,0.0,86.22,57.61,71.38,True,24.6,18.49,-37.18,40.8,False,True,False,C,0.0
XOP,166.28,0.0,74.82,15.24,25.21,True,139.48,123.16,-16.12,168.98,False,True,False,C,0.0
MPC,226.9,0.0,74.68,17.32,24.34,True,210.32,190.32,-7.31,236.11,False,False,False,C,-1.0
PSX,172.34,0.0,75.63,13.72,27.64,True,163.79,149.14,-4.96,178.38,False,False,False,C,-1.0
