ticker,price,gap_pct,rsi14,sma10,sma40,sma50,sma200,px_vs_sma10,px_vs_sma40,px_vs_sma50,px_vs_sma200,sma10_slope,sma40_slope,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,daily_breakout,daily_retest,in_daily_box_middle,grade,score
032640.KS,17570.0,6.23,62.02,17176.0,15962.0,16201.2,15335.65,2.29,10.07,8.45,14.57,UP,DN,True,17990.0,14340.0,2.39,18500.0,False,False,False,B,6.0
009540.KS,469000.0,0.0,88.84,424750.0,401200.0,406760.0,404185.0,10.42,16.9,15.3,16.04,UP,UP,True,474000.0,340500.0,1.07,477500.0,False,True,False,B,2.0
103590.KS,96600.0,0.0,80.12,87460.0,80322.5,79558.0,56380.12,10.45,20.27,21.42,71.34,UP,UP,True,98000.0,69000.0,1.45,98900.0,False,True,False,B,2.0
000720.KS,172800.0,0.0,64.1,175450.0,161632.5,155306.0,92015.0,-1.51,6.91,11.26,87.8,DN,UP,True,198400.0,139600.0,14.81,198400.0,False,False,False,C,9.0
000725.KS,76800.0,0.0,64.23,76680.0,72102.5,71632.0,60366.0,0.16,6.52,7.21,27.22,DN,UP,True,85000.0,62200.0,10.68,85000.0,False,False,False,C,9.0
005090.KS,64100.0,0.0,60.65,56270.0,55795.0,52918.0,30837.5,13.92,14.88,21.13,107.86,UP,UP,True,68300.0,38000.0,6.55,70700.0,False,False,False,C,9.0
006800.KS,66900.0,0.0,56.93,69060.0,66516.23,65949.74,34259.78,-3.13,0.58,1.44,95.27,UP,DN,True,76738.23,55593.03,14.71,76738.23,False,False,False,C,9.0
006805.KS,22500.0,0.0,63.77,22405.0,22312.07,22461.12,14114.59,0.42,0.84,0.17,59.41,UP,DN,True,29661.15,19940.0,31.83,29661.15,False,False,True,C,9.0
012450.KS,1458000.0,0.0,50.83,1461900.0,1414350.0,1367200.0,1078245.0,-0.27,3.09,6.64,35.22,DN,UP,True,1655000.0,1217000.0,13.51,1655000.0,False,False,False,C,9.0
017940.KS,100600.0,0.0,61.33,97320.0,98322.5,99398.0,86472.5,3.37,2.32,1.21,16.34,UP,DN,True,111300.0,91800.0,10.64,114500.0,False,False,True,C,9.0
018260.KS,169800.0,0.0,61.73,174060.0,162972.5,165348.0,167027.5,-2.45,4.19,2.69,1.66,UP,DN,True,196900.0,160600.0,15.96,196900.0,False,False,True,C,9.0
028050.KS,51000.0,0.0,64.99,50660.0,39971.25,39042.0,29797.5,0.67,27.59,30.63,71.16,DN,UP,True,54500.0,30650.0,6.86,54500.0,False,False,False,C,9.0
