# saved_at_kr,2026-03-09 18:25:17 KST
# used_candidates_txt,True
# used_candidates_meta,True
# count_base,10
# count_premarket,27
# count_final_universe,10
# count_scored,9
# count_skipped,1
ticker,price,gap_pct,rsi14,px_vs_sma50,px_vs_sma200,weekly_up,weekly_r1,weekly_s1,room_to_weekly_r1_pct,daily_break_level,break_level_src,daily_breakout,daily_retest,in_daily_box_middle,breakout_confirmed_close,breakout_volume_confirmed,breakout_confirmed_intraday,grade,score
RCAT,16.54,7.68,74.01,31.28,65.79,True,18.02,10.8,8.96,13.83,pattern:DOUBLE_BOTTOM,True,False,False,True,True,True,A,4.0
IYR,97.55,-1.48,42.15,0.32,1.61,True,98.46,94.41,0.93,98.46,pattern:DOUBLE_BOTTOM,True,True,True,True,True,False,C,8.0
TTE,78.33,-0.56,58.22,9.24,21.66,True,66.92,62.16,-14.57,66.69,pattern:DOUBLE_BOTTOM,True,False,False,True,True,True,C,8.0
FANG,186.1,3.08,66.26,15.84,25.49,True,164.44,139.41,-11.64,177.25,pattern:DOUBLE_BOTTOM,True,False,False,True,True,True,C,5.0
GLNG,48.69,3.42,67.17,17.58,20.35,False,39.11,36.51,-19.68,46.23,pattern:DOUBLE_BOTTOM,True,False,False,True,True,True,C,3.0
UUP,27.56,0.33,84.95,1.8,0.3,False,27.45,26.4,-0.4,27.09,pattern:DOUBLE_BOTTOM,True,True,True,True,True,True,C,1.0
CF,118.92,2.71,81.0,30.84,34.68,True,93.08,75.87,-21.73,105.27,pattern:DOUBLE_BOTTOM,True,False,False,True,True,True,C,1.0
FLNG,31.08,2.81,87.86,17.08,22.71,True,27.46,25.41,-11.65,28.16,pattern:DOUBLE_BOTTOM,True,False,False,True,True,True,C,1.0
USO,121.57,11.77,94.53,58.44,64.63,True,80.38,67.35,-33.88,81.92,pattern:DOUBLE_BOTTOM,True,False,False,True,True,True,C,0.0
